count_index,name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
48_2023-06-27,Ро-статин таблетки 20мг №30,2023-06-27,0,0,0
49_2023-06-27,Розувастатин Тева таблетки 10мг №30,2023-06-27,0,0,0
50_2023-06-27,"Телзап плюс таблетки 80мг+12,5мг №90",2023-06-27,0,0,0
51_2023-06-27,Апроваск таблетки 5мг+300мг №28,2023-06-27,0,0,0
52_2023-06-27,Апроваск таблетки 10мг+300мг №28,2023-06-27,0,0,0
53_2023-06-27,Апроваск таблетки 5мг+150мг №28,2023-06-27,0,0,0
54_2023-06-27,Апровель таблетки 150мг №28,2023-06-27,949.0,588.0,949.0
55_2023-06-27,Эналаприл таблетки 5мг №20,2023-06-27,28.0,21.0,28.0
56_2023-06-27,Кордипин XL таблетки 40мг №20,2023-06-27,157.0,118.0,157.0
57_2023-06-27,Апровель таблетки 300мг №28,2023-06-27,0,0,0
58_2023-06-27,"Моксонидин таблетки 0,4мг №28",2023-06-27,285.0,196.0,285.0
59_2023-06-27,Эналаприл таблетки 20мг №20,2023-06-27,0,0,0
60_2023-06-27,"Коапровель таблетки 300мг+12,5мг №28",2023-06-27,1192.0,829.0,1192.0
61_2023-06-27,Каптоприл таблетки 50мг №20,2023-06-27,36.0,27.0,36.0
62_2023-06-27,Лизиноприл таблетки 10мг №30,2023-06-27,210.0,162.0,210.0
63_2023-06-27,Телсартан АМ таблетки 5мг+40мг №28,2023-06-27,0,0,0
64_2023-06-27,"Энап таблетки 2,5мг №60",2023-06-27,64.0,61.0,64.0
65_2023-06-27,Бисопролол таблетки 10мг №50 Рафарма,2023-06-27,0,0,0
66_2023-06-27,Берлиприл таблетки 5мг №30,2023-06-27,68.0,51.0,68.0
67_2023-06-27,Амлодипин таблетки 5мг №30,2023-06-27,170.0,123.0,170.0
68_2023-06-27,Телзап АМ таблетки 10мг+40мг №28,2023-06-27,0,0,0
69_2023-06-27,"Телсартан Н таблетки 80мг+12,5мг №28",2023-06-27,0,0,0
70_2023-06-27,Телсартан АМ таблетки 5мг+80мг №28,2023-06-27,0,0,0
71_2023-06-27,Карведилол таблетки 12.5мг №30,2023-06-27,0,0,0
72_2023-06-27,Валаар таблетки 80мг №28,2023-06-27,0,0,0
73_2023-06-27,"Периндоприл Плюс индапамид таблетки 2,5мг+8мг №30",2023-06-27,0,0,0
74_2023-06-27,Велкардио таблетки 25мг №30,2023-06-27,0,0,0
75_2023-06-27,Соталол таблетки 80мг №30,2023-06-27,0,0,0
76_2023-06-27,Соталол таблетки 160мг №30,2023-06-27,0,0,0
77_2023-06-27,Парнавел Амло таблетки 5мг+8мг №90,2023-06-27,0,0,0
78_2023-06-27,Конкор таблетки 10мг №50,2023-06-27,0,0,0
79_2023-06-27,Парнавел Амло таблетки 10мг+8мг №90,2023-06-27,0,0,0
80_2023-06-27,Лозартан таблетки 50мг №60,2023-06-27,0,0,0
81_2023-06-27,Бикситор таблетки 90мг №10,2023-06-27,471.0,302.0,471.0
82_2023-06-27,Нимесулид гель 1% 20г,2023-06-27,175.0,140.0,175.0
83_2023-06-27,Спазмалгон эффект таблетки №10,2023-06-27,267.0,183.0,267.0
84_2023-06-27,Дротаверин таблетки 40мг №60,2023-06-27,173.0,137.0,173.0
85_2023-06-27,Кеторолак раствор для инъекций 30мг ампулы 1мл №10,2023-06-27,94.0,89.0,94.0
86_2023-06-27,Горячее питье Комплекс в сезон простуд с витамином С саше со вкусом малины №10,2023-06-27,228.0,188.0,228.0
87_2023-06-27,Ортофен мазь 2% 50г,2023-06-27,188.0,156.0,188.0
88_2023-06-27,Меновазин раствор для наружного применения флакон 40мл,2023-06-27,47.0,34.0,47.0
89_2023-06-27,Дибазол раствор для инъекций 1% ампулы 5мл №10,2023-06-27,68.0,54.0,68.0
90_2023-06-27,Випросал В мазь 50г,2023-06-27,433.0,264.0,433.0
91_2023-06-27,Эторелекс таблетки 90мг №28,2023-06-27,732.0,610.0,732.0
92_2023-06-27,Папаверина гидрохлорид раствор для инъекций 2% ампулы 2мл №10 Дальхимфарм,2023-06-27,126.0,100.0,126.0
93_2023-06-27,Артраксикам крем 50г,2023-06-27,645.0,538.0,645.0
94_2023-06-27,Фламакс раствор 50мг/мл ампулы 2мл №10,2023-06-27,274.0,227.0,274.0
95_2023-06-27,Эторелекс таблетки 90мг №7,2023-06-27,320.0,215.0,320.0
96_2023-06-27,Димексид флакон 200 мл,2023-06-27,298.0,248.0,298.0
97_2023-06-27,Парацетамол таблетки 500мг №20,2023-06-27,36.0,32.0,36.0
98_2023-06-27,Аджиколд хотмикс порошок для приготовления раствора для приема внутрь Апельсин пакетики №5,2023-06-27,208.0,173.0,208.0
99_2023-06-27,Артраксикам крем 30г,2023-06-27,471.0,292.0,471.0
100_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакетики №6,2023-06-27,304.0,224.0,304.0
101_2023-06-27,Меновазин раствор для наружного применения флакон 40мл,2023-06-27,47.0,34.0,47.0
102_2023-06-27,Эторелекс таблетки 60мг №28,2023-06-27,672.0,560.0,672.0
103_2023-06-27,Горячее питье БерриВитС Эхинацея и бузина стик 4г №10,2023-06-27,178.0,148.0,178.0
104_2023-06-27,Найсулид гранулы для приготовления суспензии 100мг пакет 2г №30,2023-06-27,864.0,720.0,864.0
105_2023-06-27,Димексид гель 25% 30г,2023-06-27,293.0,218.0,293.0
106_2023-06-27,Спазган таблетки №20,2023-06-27,203.0,134.0,203.0
107_2023-06-27,Вольтарен ТТС пластырь 15мг/сутки №5,2023-06-27,641.0,505.0,641.0
108_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Лимон пакеты №12,2023-06-27,535.0,413.0,535.0
109_2023-06-27,Дексонал таблетки 25мг №10,2023-06-27,295.0,295.0,422.0
110_2023-06-27,Камфорный спирт раствор 2% флакон 40мл,2023-06-27,74.0,57.0,74.0
111_2023-06-27,Фламадекс раствор для внутривенного и внутримышечного введения 25мг/мл ампулы 2мл №5,2023-06-27,238.0,218.0,238.0
112_2023-06-27,Спазмалгон таблетки №10,2023-06-27,229.0,123.0,229.0
113_2023-06-27,Ибупрофен капсулы 200мг №10,2023-06-27,124.0,108.0,124.0
114_2023-06-27,Фламакс раствор 50мг/мл ампулы 2мл №5,2023-06-27,150.0,122.0,150.0
115_2023-06-27,Камфорный спирт раствор 10% флакон 40мл,2023-06-27,50.0,38.0,50.0
116_2023-06-27,Доктор Перец Лейкопластырь перцовый10х18см перфорированный №1,2023-06-27,67.0,53.0,67.0
117_2023-06-27,Колдакт флю плюс капсулы №10,2023-06-27,354.0,239.0,354.0
118_2023-06-27,Ибупрофен Велфарм таблетки 200мг №50,2023-06-27,290.0,261.0,290.0
119_2023-06-27,Лейкопластырь перцовый 10х18см перфорированный,2023-06-27,54.0,42.0,54.0
120_2023-06-27,Целекоксиб капсулы 200мг №30,2023-06-27,635.0,529.0,635.0
121_2023-06-27,Скипидарная мазь 25г,2023-06-27,42.0,31.0,42.0
122_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Лимон пакетики №6,2023-06-27,309.0,227.0,309.0
123_2023-06-27,Ибупрофен гель 5% 50г,2023-06-27,88.0,83.0,88.0
124_2023-06-27,Колдакт с витмином С таблетки №10,2023-06-27,249.0,249.0,385.0
125_2023-06-27,Парацитолгин таблетки 400мг+325мг №10,2023-06-27,206.0,115.0,206.0
126_2023-06-27,Мелоксикам таблетки 15мг №10,2023-06-27,297.0,247.0,297.0
127_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Лимон пакеты №3,2023-06-27,188.0,138.0,188.0
128_2023-06-27,Камфорное масло флакон пластиковый 30мл,2023-06-27,54.0,34.0,54.0
129_2023-06-27,Папаверин таблетки 40мг №10,2023-06-27,23.0,15.0,23.0
130_2023-06-27,Перца стручкового настойка флакон 25мл Тульская ФФ,2023-06-27,39.0,27.0,39.0
131_2023-06-27,Вольтарен эмульгель гель 1% 50г,2023-06-27,633.0,387.0,633.0
132_2023-06-27,Брустан таблетки 400мг+325мг №10,2023-06-27,271.0,183.0,271.0
133_2023-06-27,Бутадион мазь 5% 20г,2023-06-27,231.0,188.0,231.0
134_2023-06-27,Скипидарная мазь 25г,2023-06-27,46.0,35.0,46.0
135_2023-06-27,Горячее питье со вкусом Вишни саше 5г №10,2023-06-27,184.0,153.0,184.0
136_2023-06-27,Нимесулид таблетки 100мг №20,2023-06-27,104.0,82.0,104.0
137_2023-06-27,Капсикам мазь 50г,2023-06-27,696.0,504.0,696.0
138_2023-06-27,Быструмгель гель 2.5% 50г,2023-06-27,420.0,263.0,420.0
139_2023-06-27,Аторика таблетки 90мг №7,2023-06-27,389.0,234.0,389.0
140_2023-06-27,Аленталь таблетки 100мг №60,2023-06-27,911.0,759.0,911.0
141_2023-06-27,Бом - Бенге мазь для наружного применения 25г,2023-06-27,43.0,32.0,43.0
142_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №6,2023-06-27,309.0,222.0,309.0
143_2023-06-27,Доктор Перец Лейкопластырь перцовый 10х18см без перфорации №1,2023-06-27,56.0,43.0,56.0
144_2023-06-27,Эторелекс таблетки 60мг №14,2023-06-27,322.0,268.0,322.0
145_2023-06-27,Аторика таблетки 90мг №28,2023-06-27,924.0,608.0,924.0
146_2023-06-27,Антигриппин таблетки шипучие Апельсин №10,2023-06-27,524.0,373.0,524.0
147_2023-06-27,Скипидарный крем 20% 75мл,2023-06-27,108.0,108.0,154.0
148_2023-06-27,Амелотекс гель 1% 50г,2023-06-27,463.0,341.0,463.0
149_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакеты №12,2023-06-27,552.0,403.0,552.0
150_2023-06-27,Бикситор таблетки 60мг №10,2023-06-27,424.0,281.0,424.0
151_2023-06-27,Быструмгель гель 2.5% 100г,2023-06-27,678.0,454.0,678.0
152_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакеты №3,2023-06-27,195.0,138.0,195.0
153_2023-06-27,Эторелекс таблетки 120мг №7,2023-06-27,350.0,271.0,350.0
154_2023-06-27,"Кетопрофен гель 2,5% 100г",2023-06-27,350.0,289.0,350.0
155_2023-06-27,Нимика таблетки диспергируемые 100мг №20,2023-06-27,258.0,185.0,258.0
156_2023-06-27,Мелоксикам таблетки 15мг №20,2023-06-27,141.0,112.0,141.0
157_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №3,2023-06-27,188.0,138.0,188.0
158_2023-06-27,Салвисар мазь 25г,2023-06-27,331.0,271.0,331.0
159_2023-06-27,Пластырь Нанопласт форте 11х16см №3,2023-06-27,295.0,246.0,295.0
160_2023-06-27,Ацеклофенак таблетки 100мг №20,2023-06-27,228.0,190.0,228.0
161_2023-06-27,Горячее питье БерриВитС Норд с витамином С и цинком стик 5г №20,2023-06-27,180.0,180.0,256.0
162_2023-06-27,Ибуклин Экспресс порошок для приготовления раствора для приема внутрь 5г №6,2023-06-27,271.0,177.0,271.0
163_2023-06-27,Нурофаст форте таблетки 400мг №20,2023-06-27,138.0,131.0,138.0
164_2023-06-27,Диклофенак мазь 1% 30г,2023-06-27,124.0,99.0,124.0
165_2023-06-27,Колдрекс МаксГрипп порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-06-27,495.0,495.0,708.0
166_2023-06-27,Ибупрофен капсулы 200мг №20,2023-06-27,190.0,156.0,190.0
167_2023-06-27,Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №5,2023-06-27,350.0,230.0,350.0
168_2023-06-27,Пластырь Нанопласт форте 9х12см №3,2023-06-27,261.0,217.0,261.0
169_2023-06-27,Стопгрипан форте порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-06-27,569.0,405.0,569.0
170_2023-06-27,Немулекс гранулы 100мг пакет №10,2023-06-27,383.0,277.0,383.0
171_2023-06-27,Диартрин капсулы 50мг №30,2023-06-27,1052.0,876.0,1052.0
172_2023-06-27,"Мелоксикам таблетки 7,5мг №20",2023-06-27,283.0,192.0,283.0
173_2023-06-27,Пластырь Нанопласт форте 7х9см №3,2023-06-27,186.0,155.0,186.0
174_2023-06-27,Немулекс гранулы 100мг пакет №4,2023-06-27,176.0,127.0,176.0
175_2023-06-27,Ибуклин Экспресс порошок для приготовления раствора для приема внутрь 5г №9,2023-06-27,354.0,239.0,354.0
176_2023-06-27,Пластырь Нанопласт форте 3х8см №9,2023-06-27,241.0,201.0,241.0
177_2023-06-27,Мелоксикам таблетки 15мг №20,2023-06-27,145.0,113.0,145.0
178_2023-06-27,Антиорвин таблетки №60,2023-06-27,225.0,204.0,225.0
179_2023-06-27,"Спазгель гель 2,5% 30г",2023-06-27,263.0,177.0,263.0
180_2023-06-27,Ибупрофен капсулы 200мг №20,2023-06-27,166.0,150.0,166.0
181_2023-06-27,Гепариновая мазь 25г,2023-06-27,121.0,85.0,121.0
182_2023-06-27,Флебофа таблетки 600мг №60,2023-06-27,1879.0,1605.0,1879.0
183_2023-06-27,Лозартан таблетки 50мг №90,2023-06-27,404.0,361.0,404.0
184_2023-06-27,Торасемид таб. 5мг №60,2023-06-27,282.0,235.0,282.0
185_2023-06-27,Мельдоний капсулы 250мг №40 Южфарм,2023-06-27,256.0,211.0,256.0
186_2023-06-27,Дигидрокверцетин таблетки 10мг №50,2023-06-27,194.0,163.0,194.0
187_2023-06-27,"Бисопролол таблетки 2,5мг №30 Озон",2023-06-27,102.0,97.0,102.0
188_2023-06-27,Кардиоактив Таурин таблетки №60,2023-06-27,543.0,356.0,543.0
189_2023-06-27,Боярышник настойка флакон 25мл,2023-06-27,85.0,68.0,85.0
190_2023-06-27,Детравенол таблетки 1000мг №60,2023-06-27,2855.0,2143.0,2855.0
191_2023-06-27,Лотонел таблетки 10мг №60,2023-06-27,1096.0,913.0,1096.0
192_2023-06-27,Аторвастатин таблетки 20мг №90,2023-06-27,914.0,838.0,914.0
193_2023-06-27,Ангиорус гель для ног 1% 120мл,2023-06-27,929.0,773.0,929.0
194_2023-06-27,Биение сердца капсулы №30,2023-06-27,198.0,158.0,198.0
195_2023-06-27,Троксерутин гель 2% 40г,2023-06-27,89.0,64.0,89.0
196_2023-06-27,Розувастатин Вертекс таблетки 20мг №30,2023-06-27,904.0,622.0,904.0
197_2023-06-27,Торасемид таблетки 5мг №60,2023-06-27,447.0,299.0,447.0
198_2023-06-27,Тримектал ОД таблетки 80мг №60,2023-06-27,1350.0,998.0,1350.0
199_2023-06-27,Крем для ног тонизирующий 75мл,2023-06-27,80.0,80.0,132.0
200_2023-06-27,Лотонел таблетки 5мг №60,2023-06-27,766.0,638.0,766.0
201_2023-06-27,Антистен МВ таблетки 35мг №60,2023-06-27,431.0,303.0,431.0
202_2023-06-27,Лизиноприл таблетки 20мг №30,2023-06-27,229.0,207.0,229.0
203_2023-06-27,Аторвастатин таблетки 20мг №30,2023-06-27,283.0,242.0,283.0
204_2023-06-27,Небиволол таблетки 5мг №14,2023-06-27,467.0,389.0,467.0
205_2023-06-27,Кардиом Коэнзим Q10 Форте капсулы №30,2023-06-27,1913.0,1450.0,1913.0
206_2023-06-27,Неовен 500мг таблетки №60,2023-06-27,728.0,680.0,728.0
207_2023-06-27,Розувастатин таблетки 10мг №30,2023-06-27,687.0,562.0,687.0
208_2023-06-27,Аторвастатин таблетки 10мг №30,2023-06-27,200.0,195.0,200.0
209_2023-06-27,Венарус таблетки 500мг №60,2023-06-27,1627.0,1300.0,1627.0
210_2023-06-27,Валсартан таблетки 80мг №30,2023-06-27,399.0,296.0,399.0
211_2023-06-27,Аспармак таблетки №60,2023-06-27,148.0,128.0,148.0
212_2023-06-27,Лотонел таблетки 10мг №30,2023-06-27,603.0,502.0,603.0
213_2023-06-27,Троксевазин гель 2% 40г,2023-06-27,429.0,251.0,429.0
214_2023-06-27,Троксерутин Акос гель 2% 30г,2023-06-27,89.0,59.0,89.0
215_2023-06-27,"Моксонидин Реневал таб. 0,4мг №60",2023-06-27,409.0,277.0,409.0
216_2023-06-27,Флебофа таблетки 600мг №30,2023-06-27,888.0,740.0,888.0
217_2023-06-27,Симвастатин таблетки 20мг №30,2023-06-27,263.0,252.0,263.0
218_2023-06-27,Боярышник настойка флакон 25мл Гиппократ,2023-06-27,38.0,26.0,38.0
219_2023-06-27,Кардиом Коэнзим Q10  капсулы №60,2023-06-27,1570.0,1190.0,1570.0
220_2023-06-27,Лошадиная сила Гель тонизирующий с конским каштаном и экстрактом пиявки 125мл,2023-06-27,349.0,349.0,499.0
221_2023-06-27,Идринол раствор для инъекций 100мг/мл 5мл ампулы №10,2023-06-27,422.0,311.0,422.0
222_2023-06-27,Аторвастатин таблетки 20мг №30,2023-06-27,344.0,287.0,344.0
223_2023-06-27,Спиронолактон капсулы 50мг №30,2023-06-27,153.0,143.0,153.0
224_2023-06-27,Неовен 500мг таблетки №30,2023-06-27,498.0,398.0,498.0
225_2023-06-27,Allvit Коэнзим Q10 100мг капсулы №30,2023-06-27,1198.0,948.0,1198.0
226_2023-06-27,"Лозартан Н таблетки 50мг+12,5мг №30",2023-06-27,292.0,225.0,292.0
227_2023-06-27,Валидол таблетки для рассасывания 60мг №10,2023-06-27,51.0,35.0,51.0
228_2023-06-27,Детравенол таблетки 500мг №30,2023-06-27,797.0,561.0,797.0
229_2023-06-27,Розувастатин таблетки 20мг №30,2023-06-27,1066.0,887.0,1066.0
230_2023-06-27,Лотонел таблетки 5мг №30,2023-06-27,449.0,374.0,449.0
231_2023-06-27,"Бисопролол таблетки 2,5мг №30 Вертекс",2023-06-27,96.0,85.0,96.0
232_2023-06-27,Торасемид таблетки 5мг №30,2023-06-27,306.0,198.0,306.0
233_2023-06-27,Диосмин+Гесперидин 1000мг со вкусом апельсина10мл №30,2023-06-27,988.0,788.0,988.0
234_2023-06-27,Розувастатин таблетки 10мг №30,2023-06-27,464.0,383.0,464.0
235_2023-06-27,Валидол капсулы подъязычные 50мг №40,2023-06-27,78.0,62.0,78.0
236_2023-06-27,Бисопролол таблетки 5мг №30 Вертекс,2023-06-27,105.0,97.0,105.0
237_2023-06-27,Аторвастатин таблетки 10мг №30,2023-06-27,176.0,166.0,176.0
238_2023-06-27,Рибоксин раствор для инъекций 2% ампулы 10мл №10,2023-06-27,145.0,116.0,145.0
239_2023-06-27,Каптоприл таблетки 50мг №40,2023-06-27,207.0,165.0,207.0
240_2023-06-27,Венолайф гель 100г,2023-06-27,1069.0,870.0,1069.0
241_2023-06-27,Кардиом Калий/Магний таб. №50,2023-06-27,484.0,337.0,484.0
242_2023-06-27,Троксерутин капсулы 300мг №50,2023-06-27,397.0,330.0,397.0
243_2023-06-27,Рибоксин раствор для инъекций 2% ампулы 5мл №10,2023-06-27,115.0,92.0,115.0
244_2023-06-27,Лизиноприл таблетки 5мг №30,2023-06-27,98.0,89.0,98.0
245_2023-06-27,Розувастатин таблетки 20мг №30,2023-06-27,450.0,375.0,450.0
246_2023-06-27,Гидрохлортиазид таблетки 25мг №20,2023-06-27,54.0,38.0,54.0
247_2023-06-27,Диоридинвел таблетки 500мг №60,2023-06-27,908.0,755.0,908.0
248_2023-06-27,Спиронолактон таблетки 25мг №20,2023-06-27,69.0,56.0,69.0
249_2023-06-27,Диоридинвел таблетки 500мг №30,2023-06-27,525.0,437.0,525.0
250_2023-06-27,Лерканорм таблетки 10мг №30,2023-06-27,497.0,414.0,497.0
251_2023-06-27,Розувастатин таблетки 20мг №30,2023-06-27,293.0,244.0,293.0
252_2023-06-27,Аспаркам таблетки №56,2023-06-27,99.0,93.0,99.0
253_2023-06-27,Боярышник настойка флакон 25мл,2023-06-27,35.0,25.0,35.0
254_2023-06-27,Аскорутин таблетки №50 Алтайвитамины,2023-06-27,100.0,80.0,100.0
255_2023-06-27,Венолайф гель 40г,2023-06-27,606.0,362.0,606.0
256_2023-06-27,Розувастатин таблетки 20мг №30,2023-06-27,1086.0,880.0,1086.0
257_2023-06-27,Троксерутин Вертекс капсулы 300мг №100,2023-06-27,843.0,702.0,843.0
258_2023-06-27,Спиронолактон капсулы 100 мг №30,2023-06-27,231.0,217.0,231.0
259_2023-06-27,"Моксонидин таблетки 0,4мг №30",2023-06-27,426.0,310.0,426.0
260_2023-06-27,Мельдоний капсулы 250мг №40 Озон,2023-06-27,408.0,340.0,408.0
261_2023-06-27,Троксерутин капсулы 300мг №100,2023-06-27,590.0,590.0,844.0
262_2023-06-27,Периндоприл таблетки 4мг №30,2023-06-27,245.0,216.0,245.0
263_2023-06-27,Эзетимиб таб. 10мг №30,2023-06-27,633.0,436.0,633.0
264_2023-06-27,Аторвастатин таблетки 10мг №30,2023-06-27,192.0,160.0,192.0
265_2023-06-27,Рибоксин раствор для инъекций 2% ампулы 10мл №10,2023-06-27,173.0,116.0,173.0
266_2023-06-27,"Моксонидин таблетки 0,2мг №14",2023-06-27,150.0,130.0,150.0
267_2023-06-27,Тримектал ОД таблетки 80мг №30,2023-06-27,643.0,531.0,643.0
268_2023-06-27,"Моксонидин таблетки 0,2мг №30",2023-06-27,240.0,202.0,240.0
269_2023-06-27,Розувастатин таблетки 20мг №90,2023-06-27,1509.0,1257.0,1509.0
270_2023-06-27,Солгар L-Аргинин капсулы 500мг №50,2023-06-27,1104.0,920.0,1104.0
271_2023-06-27,Мельдоний Велфарм капсулы 250мг №40,2023-06-27,277.0,213.0,277.0
272_2023-06-27,Ацетазоламид таблетки 250мг №30,2023-06-27,237.0,177.0,237.0
273_2023-06-27,Розувастатин таблетки 10мг №30,2023-06-27,530.0,392.0,530.0
274_2023-06-27,Валсартан таблетки 160мг №30,2023-06-27,510.0,425.0,510.0
275_2023-06-27,Рибоксин раствор для инъекций 2% ампулы 5мл №10,2023-06-27,110.0,85.0,110.0
276_2023-06-27,Фуросемид таблетки 40мг №50,2023-06-27,48.0,43.0,48.0
277_2023-06-27,Нэйчес Баунти/Nature's Bounty Коэнзим Q-10 капсулы 100мг №60,2023-06-27,2584.0,2068.0,2584.0
278_2023-06-27,Периндоприл таблетки 4мг №30,2023-06-27,332.0,220.0,332.0
279_2023-06-27,Розувастатин таблетки 20мг №30,2023-06-27,728.0,580.0,728.0
280_2023-06-27,Валокордин капли для приема внутрь флакон 20мл,2023-06-27,229.0,154.0,229.0
281_2023-06-27,Пастилки Блиц  Эвкалипт и Солодка со вкусом Лимона для рассасывания №16,2023-06-27,178.0,148.0,178.0
282_2023-06-27,"Санорин спрей назальный 0,1% с ментолом и эвкалиптом флакон 10мл",2023-06-27,230.0,161.0,230.0
283_2023-06-27,Афлюдол таблетки 50мг №20,2023-06-27,237.0,198.0,237.0
284_2023-06-27,Горячее питье БерриВитС Эхинацея и бузина стик 4г №10,2023-06-27,178.0,148.0,178.0
285_2023-06-27,Эвкалипт и хлоргексидин спрей 50мл,2023-06-27,218.0,167.0,218.0
286_2023-06-27,Аквалор Актив форте спрей назальный флакон 150мл,2023-06-27,678.0,487.0,678.0
287_2023-06-27,Тораксол Солюшн таблетки диспергируемые 60мг №10,2023-06-27,153.0,145.0,153.0
288_2023-06-27,ФитоСепт таблетки для горла Шалфей+Солодка №20,2023-06-27,172.0,145.0,172.0
289_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Лимон пакеты №12,2023-06-27,535.0,413.0,535.0
290_2023-06-27,Аквалор Беби спрей назальный флакон 150мл,2023-06-27,616.0,424.0,616.0
291_2023-06-27,Изофра спрей назальный флакон 15мл,2023-06-27,676.0,445.0,676.0
292_2023-06-27,"Ксилокт спрей назальный 0,1% 140мкг/доза флакон 15мл",2023-06-27,166.0,131.0,166.0
