count_index,name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
104_2023-05-07,Аленталь таблетки 100мг №60,2023-05-07,933.0,778.0,933.0
105_2023-05-07,Спазмастоп таблетки №10,2023-05-07,89.0,70.0,89.0
106_2023-05-07,Аторика таблетки 90мг №28,2023-05-07,576.0,576.0,720.0
107_2023-05-07,Вольтарен эмульгель гель 1% 50г,2023-05-07,635.0,363.0,635.0
108_2023-05-07,АнвиМакс порошок для приготовления раствора для приема внутрь Лимон пакеты №12,2023-05-07,531.0,383.0,531.0
109_2023-05-07,Диклофенак мазь 1% 30г,2023-05-07,130.0,98.0,130.0
110_2023-05-07,Эторелекс таблетки 60мг №14,2023-05-07,322.0,268.0,322.0
111_2023-05-07,Спазмалгон таблетки №20,2023-05-07,281.0,165.0,281.0
112_2023-05-07,Бутадион мазь 5% 20г,2023-05-07,248.0,188.0,248.0
113_2023-05-07,Перца стручкового настойка флакон 25мл Тульская ФФ,2023-05-07,39.0,27.0,39.0
114_2023-05-07,АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакетики №6,2023-05-07,306.0,210.0,306.0
115_2023-05-07,Доктор Перец Лейкопластырь перцовый 10х18см без перфорации №1,2023-05-07,56.0,43.0,56.0
116_2023-05-07,Брустан таблетки 400мг+325мг №10,2023-05-07,268.0,158.0,268.0
117_2023-05-07,Бом - Бенге мазь для наружного применения 25г,2023-05-07,43.0,32.0,43.0
118_2023-05-07,Скипидарный крем 20% 75мл,2023-05-07,108.0,108.0,154.0
119_2023-05-07,Вольтарен эмульгель гель 1% 100г,2023-05-07,937.0,668.0,937.0
120_2023-05-07,Бикситор таблетки 60мг №10,2023-05-07,414.0,289.0,414.0
121_2023-05-07,Перца стручкового настойка флакон 25мл Ярославская ФФ,2023-05-07,35.0,25.0,35.0
122_2023-05-07,Найсулид гранулы для приготовления суспензии 100мг пакет 2г №30,2023-05-07,745.0,539.0,745.0
123_2023-05-07,Баралгин М таблетки №20,2023-05-07,338.0,227.0,338.0
124_2023-05-07,АнвиМакс порошок для приготовления раствора для приема внутрь Лимон пакетики №6,2023-05-07,293.0,210.0,293.0
125_2023-05-07,Ибупрофен капсулы 200мг №20,2023-05-07,202.0,156.0,202.0
126_2023-05-07,Амелотекс гель 1% 50г,2023-05-07,460.0,309.0,460.0
127_2023-05-07,АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №6,2023-05-07,304.0,210.0,304.0
128_2023-05-07,"Кетопрофен гель 2,5% 100г",2023-05-07,249.0,249.0,356.0
129_2023-05-07,Брал таблетки №20,2023-05-07,151.0,86.0,151.0
130_2023-05-07,Мелоксикам таблетки 15мг №10,2023-05-07,297.0,247.0,297.0
131_2023-05-07,Быструмгель гель 2.5% 50г,2023-05-07,345.0,263.0,345.0
132_2023-05-07,Эторелекс таблетки 120мг №7,2023-05-07,350.0,271.0,350.0
133_2023-05-07,АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакеты №12,2023-05-07,540.0,384.0,540.0
134_2023-05-07,Быструмгель гель 2.5% 100г,2023-05-07,681.0,432.0,681.0
135_2023-05-07,Аторика таблетки 90мг №7,2023-05-07,408.0,274.0,408.0
136_2023-05-07,АнвиМакс порошок для приготовления раствора для приема внутрь Лимон пакеты №3,2023-05-07,187.0,130.0,187.0
137_2023-05-07,Пластырь Нанопласт форте 11х16см №3,2023-05-07,299.0,249.0,299.0
138_2023-05-07,Камфорный спирт раствор 10% флакон 40мл,2023-05-07,37.0,26.0,37.0
139_2023-05-07,Нимика таблетки диспергируемые 100мг №20,2023-05-07,252.0,185.0,252.0
140_2023-05-07,Цитрамон П Реневал таблетки №10,2023-05-07,87.0,58.0,87.0
141_2023-05-07,"Мелоксикам таблетки 7,5мг №20",2023-05-07,169.0,134.0,169.0
142_2023-05-07,Парацитолгин таблетки 400мг+325мг №10,2023-05-07,195.0,115.0,195.0
143_2023-05-07,Салвисар мазь 25г,2023-05-07,305.0,223.0,305.0
144_2023-05-07,Нимесулид таблетки 100мг №20,2023-05-07,104.0,82.0,104.0
145_2023-05-07,Горячее питье БерриВитС Норд с витамином С и цинком стик 5г №20,2023-05-07,256.0,204.0,256.0
146_2023-05-07,Диклофенак гель 1% 100г,2023-05-07,292.0,243.0,292.0
147_2023-05-07,Нурофаст форте таблетки 400мг №20,2023-05-07,150.0,129.0,150.0
148_2023-05-07,АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакеты №3,2023-05-07,192.0,132.0,192.0
149_2023-05-07,Меновазин раствор для наружного применения флакон 40мл,2023-05-07,43.0,31.0,43.0
150_2023-05-07,Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №5,2023-05-07,355.0,235.0,355.0
151_2023-05-07,Мелоксикам таблетки 15мг №20,2023-05-07,141.0,112.0,141.0
152_2023-05-07,Пластырь Нанопласт форте 9х12см №3,2023-05-07,261.0,217.0,261.0
153_2023-05-07,Стопгрипан форте порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,566.0,403.0,566.0
154_2023-05-07,Ибуклин Экспресс порошок для приготовления раствора для приема внутрь 5г №6,2023-05-07,274.0,180.0,274.0
155_2023-05-07,АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №3,2023-05-07,190.0,130.0,190.0
156_2023-05-07,Диартрин капсулы 50мг №30,2023-05-07,1052.0,876.0,1052.0
157_2023-05-07,Пластырь Нанопласт форте 3х8см №9,2023-05-07,242.0,202.0,242.0
158_2023-05-07,Пластырь Нанопласт форте 7х9см №3,2023-05-07,184.0,154.0,184.0
159_2023-05-07,Ацеклофенак таблетки 100мг №20,2023-05-07,330.0,224.0,330.0
160_2023-05-07,Колдрекс МаксГрипп порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,715.0,529.0,715.0
161_2023-05-07,Аторика таблетки 60мг №28,2023-05-07,700.0,507.0,700.0
162_2023-05-07,Найз Активгель 1% 50г,2023-05-07,462.0,282.0,462.0
163_2023-05-07,Антистен МВ таблетки 35мг №60,2023-05-07,440.0,309.0,440.0
164_2023-05-07,Розувастатин Вертекс таблетки 20мг №30,2023-05-07,904.0,636.0,904.0
165_2023-05-07,Амлодипин таблетки 5мг №60,2023-05-07,117.0,110.0,117.0
166_2023-05-07,Аторвастатин таблетки 10мг №30,2023-05-07,201.0,195.0,201.0
167_2023-05-07,Лотонел таблетки 5мг №60,2023-05-07,728.0,606.0,728.0
168_2023-05-07,Калий Магний таблетки №30,2023-05-07,204.0,184.0,204.0
169_2023-05-07,Тримектал ОД таблетки 80мг №60,2023-05-07,1350.0,998.0,1350.0
170_2023-05-07,Крем для ног тонизирующий 75мл,2023-05-07,80.0,80.0,132.0
171_2023-05-07,Боярышник настойка флакон 25мл,2023-05-07,85.0,68.0,85.0
172_2023-05-07,Венарус таблетки 500мг №60,2023-05-07,1529.0,1098.0,1529.0
173_2023-05-07,Лизиноприл таблетки 20мг №30,2023-05-07,227.0,200.0,227.0
174_2023-05-07,Симвастатин таблетки 20мг №30,2023-05-07,262.0,252.0,262.0
175_2023-05-07,Аспармак таблетки №60,2023-05-07,148.0,128.0,148.0
176_2023-05-07,"Бисопролол таблетки 2,5мг №30 Озон",2023-05-07,103.0,97.0,103.0
177_2023-05-07,Неовен 500мг таблетки №30,2023-05-07,498.0,398.0,498.0
178_2023-05-07,Ангиорус гель для ног 1% 120мл,2023-05-07,965.0,803.0,965.0
179_2023-05-07,Аторвастатин таблетки 20мг №90,2023-05-07,914.0,838.0,914.0
180_2023-05-07,"Бравадин таблетки 7,5мг №28",2023-05-07,549.0,385.0,549.0
181_2023-05-07,Кардиом Коэнзим Q10 Форте капсулы №30,2023-05-07,1913.0,1450.0,1913.0
182_2023-05-07,Розувастатин таблетки 10мг №30,2023-05-07,464.0,383.0,464.0
183_2023-05-07,Торасемид таб. 5мг №60,2023-05-07,282.0,235.0,282.0
184_2023-05-07,Троксевазин гель 2% 40г,2023-05-07,418.0,244.0,418.0
185_2023-05-07,"Моксонидин таблетки 0,2мг №30",2023-05-07,238.0,200.0,238.0
186_2023-05-07,Детравенол таблетки 1000мг №60,2023-05-07,2855.0,2012.0,2855.0
187_2023-05-07,Кардиом Коэнзим Q10  капсулы №60,2023-05-07,1553.0,1177.0,1553.0
188_2023-05-07,Флебофа таблетки 600мг №30,2023-05-07,888.0,740.0,888.0
189_2023-05-07,Каптоприл таблетки 50мг №40,2023-05-07,207.0,170.0,207.0
190_2023-05-07,Аторвастатин таблетки 10мг №30,2023-05-07,192.0,160.0,192.0
191_2023-05-07,Валидол капсулы подъязычные 50мг №40,2023-05-07,78.0,62.0,78.0
192_2023-05-07,Троксерутин Акос гель 2% 30г,2023-05-07,110.0,73.0,110.0
193_2023-05-07,Лотонел таблетки 10мг №30,2023-05-07,574.0,478.0,574.0
194_2023-05-07,Лизиноприл таблетки 10мг №30,2023-05-07,139.0,120.0,139.0
195_2023-05-07,Торасемид таблетки 5мг №30,2023-05-07,291.0,193.0,291.0
196_2023-05-07,Розувастатин таблетки 20мг №30,2023-05-07,450.0,375.0,450.0
197_2023-05-07,Рибоксин раствор для инъекций 2% ампулы 10мл №10,2023-05-07,145.0,116.0,145.0
198_2023-05-07,Лошадиная сила Гель тонизирующий с конским каштаном и экстрактом пиявки 125мл,2023-05-07,349.0,349.0,499.0
199_2023-05-07,Детравенол таблетки 500мг №30,2023-05-07,797.0,592.0,797.0
200_2023-05-07,Розувастатин таблетки 20мг №30,2023-05-07,1088.0,906.0,1088.0
201_2023-05-07,Спиронолактон капсулы 50мг №30,2023-05-07,150.0,140.0,150.0
202_2023-05-07,Кардиом Калий/Магний таб. №50,2023-05-07,490.0,342.0,490.0
203_2023-05-07,Лерканорм таблетки 10мг №30,2023-05-07,497.0,414.0,497.0
204_2023-05-07,Боярышник настойка флакон 25мл Гиппократ,2023-05-07,38.0,26.0,38.0
205_2023-05-07,Валидол таблетки для рассасывания 60мг №10,2023-05-07,51.0,35.0,51.0
206_2023-05-07,Розувастатин таблетки 10мг №90,2023-05-07,1224.0,1013.0,1224.0
207_2023-05-07,Бисопролол таблетки 5мг №30 Вертекс,2023-05-07,104.0,104.0,104.0
208_2023-05-07,Венолайф гель 100г,2023-05-07,1106.0,922.0,1106.0
209_2023-05-07,Лотонел таблетки 5мг №30,2023-05-07,428.0,356.0,428.0
210_2023-05-07,Троксерутин капсулы 300мг №100,2023-05-07,590.0,590.0,844.0
211_2023-05-07,Боярышник настойка флакон 25мл,2023-05-07,38.0,25.0,38.0
212_2023-05-07,Периндоприл таблетки 4мг №30,2023-05-07,363.0,245.0,363.0
213_2023-05-07,Гидрохлортиазид таблетки 25мг №20,2023-05-07,58.0,42.0,58.0
214_2023-05-07,Троксерутин Вертекс капсулы 300мг №100,2023-05-07,843.0,702.0,843.0
215_2023-05-07,Аспаркам таблетки №56,2023-05-07,109.0,103.0,109.0
216_2023-05-07,Диосмин 1000мг + Гесперидин со вкусом апельсин саше 10мл №30,2023-05-07,988.0,788.0,988.0
217_2023-05-07,Розувастатин таблетки 10мг №30,2023-05-07,530.0,400.0,530.0
218_2023-05-07,Рибоксин раствор для инъекций 2% ампулы 5мл №10,2023-05-07,115.0,92.0,115.0
219_2023-05-07,"Моксонидин таблетки 0,2мг №14",2023-05-07,151.0,131.0,151.0
220_2023-05-07,Аскорутин таблетки №50 Алтайвитамины,2023-05-07,100.0,80.0,100.0
221_2023-05-07,Розувастатин таблетки 10мг №30,2023-05-07,660.0,550.0,660.0
222_2023-05-07,Венолайф гель 40г,2023-05-07,500.0,405.0,500.0
223_2023-05-07,Троксерутин капсулы 300мг №50,2023-05-07,397.0,330.0,397.0
224_2023-05-07,Идринол раствор для инъекций 100мг/мл 5мл ампулы №10,2023-05-07,417.0,347.0,417.0
225_2023-05-07,Спиронолактон капсулы 100 мг №30,2023-05-07,229.0,214.0,229.0
226_2023-05-07,Лизиноприл таблетки 5мг №30,2023-05-07,98.0,89.0,98.0
227_2023-05-07,Диоридинвел таблетки 500мг №30,2023-05-07,525.0,437.0,525.0
228_2023-05-07,Валсартан таблетки 80мг №30,2023-05-07,249.0,207.0,249.0
229_2023-05-07,Аторвастатин таблетки 20мг №30,2023-05-07,283.0,242.0,283.0
230_2023-05-07,Валсартан таблетки 160мг №30,2023-05-07,510.0,425.0,510.0
231_2023-05-07,Калия оротат таблетки 0.5г №20,2023-05-07,188.0,150.0,188.0
232_2023-05-07,Фуросемид таблетки 40мг №50,2023-05-07,49.0,44.0,49.0
233_2023-05-07,Розувастатин таблетки 5мг №90,2023-05-07,689.0,569.0,689.0
234_2023-05-07,Рибоксин таблетки 200мг №50,2023-05-07,98.0,78.0,98.0
235_2023-05-07,Тримектал ОД таблетки 80мг №30,2023-05-07,700.0,498.0,700.0
236_2023-05-07,Розувастатин таблетки 20мг №30,2023-05-07,1066.0,887.0,1066.0
237_2023-05-07,"Бисопролол таблетки 2,5мг №30 Вертекс",2023-05-07,95.0,95.0,95.0
238_2023-05-07,Детравенол таблетки 1000мг №18,2023-05-07,929.0,590.0,929.0
239_2023-05-07,Валсартан таблетки 80мг №30,2023-05-07,356.0,296.0,356.0
240_2023-05-07,Тромбогель 1000 гель 30г,2023-05-07,375.0,375.0,500.0
241_2023-05-07,Розувастатин таблетки 20мг №30,2023-05-07,728.0,593.0,728.0
242_2023-05-07,Гидрохлортиазид таблетки 100мг №20,2023-05-07,77.0,66.0,77.0
243_2023-05-07,Солгар L-Аргинин капсулы 500мг №50,2023-05-07,1104.0,920.0,1104.0
244_2023-05-07,"Лозартан Н таблетки 50мг+12,5мг №30",2023-05-07,273.0,225.0,273.0
245_2023-05-07,Розувастатин таблетки 10мг №30,2023-05-07,597.0,433.0,597.0
246_2023-05-07,Крем для ног с экстрактом пиявки 75мл,2023-05-07,68.0,68.0,112.0
247_2023-05-07,Троксерутин капсулы 300мг №50,2023-05-07,486.0,405.0,486.0
248_2023-05-07,Валидол таблетки для рассасывания 60мг №10,2023-05-07,65.0,42.0,65.0
249_2023-05-07,Спиронолактон таблетки 25мг №20,2023-05-07,69.0,56.0,69.0
250_2023-05-07,Рибоксин раствор для инъекций 2% ампулы 5мл №10,2023-05-07,110.0,85.0,110.0
251_2023-05-07,Лозартан таблетки 50мг №90,2023-05-07,402.0,359.0,402.0
252_2023-05-07,Розувастатин таблетки 20мг №30,2023-05-07,434.0,360.0,434.0
253_2023-05-07,Рибоксин раствор для инъекций 2% ампулы 10мл №10,2023-05-07,173.0,116.0,173.0
254_2023-05-07,Ацетазоламид таблетки 250мг №30,2023-05-07,237.0,178.0,237.0
255_2023-05-07,Лозартан таблетки 100мг №30,2023-05-07,206.0,189.0,206.0
256_2023-05-07,Эзетимиб таб. 10мг №30,2023-05-07,666.0,440.0,666.0
257_2023-05-07,Лозартан таблетки 25мг №30,2023-05-07,118.0,112.0,118.0
258_2023-05-07,Роксера таблетки 10мг №90,2023-05-07,1891.0,1197.0,1891.0
259_2023-05-07,Корвалол капли для приема внутрь фл. 25мл Гиппократ,2023-05-07,33.0,23.0,33.0
260_2023-05-07,Мельдоний капсулы 250мг №40 Озон,2023-05-07,417.0,340.0,417.0
261_2023-05-07,Триампур композитум таблетки №50,2023-05-07,577.0,462.0,577.0
262_2023-05-07,Симвастатин таблетки 10мг №30,2023-05-07,135.0,133.0,135.0
263_2023-05-07,Горячее питье со вкусом Вишни саше 5г №10,2023-05-07,184.0,153.0,184.0
264_2023-05-07,Рафамин таблетки для рассасывания №20,2023-05-07,806.0,596.0,806.0
265_2023-05-07,ИнгаСпрей спрей 50мл,2023-05-07,148.0,118.0,148.0
266_2023-05-07,Морская вода гиалуроновая кислота и эктоин спрей флакон 50мл,2023-05-07,238.0,198.0,238.0
267_2023-05-07,Сироп Первоцвета с витамином С флакон 150мл,2023-05-07,167.0,167.0,238.0
268_2023-05-07,Афлюдол таблетки 50мг №20,2023-05-07,237.0,198.0,237.0
269_2023-05-07,Горячее питье БерриВитС Эхинацея и бузина стик 4г №10,2023-05-07,178.0,148.0,178.0
270_2023-05-07,"Нафтизин капли назальные 0,1% флакон 15мл",2023-05-07,52.0,40.0,52.0
271_2023-05-07,Эвкалипт и хлоргексидин спрей 50мл,2023-05-07,218.0,167.0,218.0
272_2023-05-07,Аквалор Беби спрей назальный флакон 150мл,2023-05-07,610.0,394.0,610.0
273_2023-05-07,Линкас сироп флакон 90мл,2023-05-07,237.0,177.0,237.0
274_2023-05-07,Сироп Солодки Легкое дыхание флакон 150мл,2023-05-07,91.0,81.0,91.0
275_2023-05-07,Септолете Тотал таблетки №16,2023-05-07,442.0,335.0,442.0
276_2023-05-07,Колдакт с витмином С таблетки №10,2023-05-07,249.0,249.0,385.0
277_2023-05-07,Римантадин таблетки 50мг №20,2023-05-07,147.0,101.0,147.0
278_2023-05-07,ЭвкаСол спрей флакон 50мл,2023-05-07,204.0,174.0,204.0
279_2023-05-07,Нео - ангин таблетки для рассасывания без сахара №16,2023-05-07,286.0,239.0,286.0
280_2023-05-07,Колдакт флю плюс капсулы №10,2023-05-07,354.0,212.0,354.0
281_2023-05-07,Ингарон лиофилизат для назальных капель 100тыс.МЕ флакон №1,2023-05-07,335.0,296.0,335.0
282_2023-05-07,Пастилки Блиц  Эвкалипт и Солодка со вкусом Лимона для рассасывания №16,2023-05-07,178.0,148.0,178.0
283_2023-05-07,Аквалор Актив форте спрей назальный флакон 150мл,2023-05-07,683.0,471.0,683.0
284_2023-05-07,Долфин Средство детское для промывания носа пaкетики №30,2023-05-07,572.0,477.0,572.0
285_2023-05-07,Септолете Тотал таблетки для рассасывания Мед+Лимон №16,2023-05-07,437.0,316.0,437.0
286_2023-05-07,Бронхофарм капсулы №30,2023-05-07,153.0,153.0,218.0
287_2023-05-07,Изофра спрей назальный флакон 15мл,2023-05-07,659.0,413.0,659.0
288_2023-05-07,Пастилки Блиц Эвкалипт и Солодка для рассасывания №16,2023-05-07,178.0,148.0,178.0
289_2023-05-07,Лоролизин таблетки для рассасывания №30,2023-05-07,288.0,218.0,288.0
290_2023-05-07,Риносист Бэби капли назальные флакон 15мл,2023-05-07,118.0,88.0,118.0
291_2023-05-07,"Нафтизин капли назальные 0,05% флакон 15мл",2023-05-07,52.0,40.0,52.0
292_2023-05-07,Нобазит таблетки 250мг №20,2023-05-07,586.0,429.0,586.0
293_2023-05-07,Аквалор Актив софт спрей назальный флакон 150мл,2023-05-07,676.0,451.0,676.0
