count_index,name,price_withCard,price_withPeriod,price_withoutCard,allowOnlinePayment,isInStock,name_latin,bonuses,averageRating,isAvailable,allowDelivery,isRecipe,group,parsing_day_x,Nosology,Active_ingredient,Product_Group,Brand,Manufacturer,Country,Form_release,Form_release_common,Prescription,Conditions_of_storage,Active_ingredient_compound_name_composition,weight_briefly,Pharmacotherapeutic_group
97_2023-06-27,Парацетамол таблетки 500мг №20,36.0,32.0,36.0,1,1,paracetamol_tab_500mg_20,0.0,0.0,1,1,0,obezbolivayushchie,2023-06-27,"Мигрень, Головная боль, Миалгия, Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа",Парацетамол,Парацетамол,Парацетамол,"ООО ""Велфарм""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Парацетамол,500мг,Средства от боли
98_2023-06-27,Аджиколд хотмикс порошок для приготовления раствора для приема внутрь Апельсин пакетики №5,208.0,173.0,208.0,1,1,adzhikold_hotmiks_poroshok_apelsin_5,10.0,5.0,1,1,0,obezbolivayushchie,2023-06-27,"Острый назофарингит насморк, Острый синусит, Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа, Лихорадка неясного происхождения","Аскорбиновая кислота, Парацетамол, Фенилэфрин","Домашняя аптечка, Аптечка путешественника, Простуда, Терафлю, Ринза, Фервекс",Аджиколд,Agio Pharmaceuticals/ Аджио,Индия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Парацетамол+Фенилэфрин+Аскорбиновая кислота,750мг+10мг+60мг,Противопростудные комплексы
99_2023-06-27,Артраксикам крем 30г,471.0,292.0,471.0,1,1,artraksikam_krem_30g,0.0,0.0,1,1,0,obezbolivayushchie,2023-06-27,"Миалгия, Боль в суставе, Серопозитивный ревматоидный артрит, Артрит неуточненный, Полиартроз","Мелоксикам, Перца стручкового настойка","Боль в мышцах, Боль в спине, Долобене",Артраксикам,"ОАО ""Нижфарм""",Россия,Крем для наружного применения,Крем,Без рецепта,Не выше 25 С,Мелоксикам+Перца стручкового настойка,30мг+100мг,Not value
100_2023-06-27,АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакетики №6,304.0,224.0,304.0,1,1,anvimaks_poroshok_dlya_prigotovleniya_rastvora_dlya_priema_vnutr_malina_pakety_6,11.0,0.0,1,1,0,obezbolivayushchie,2023-06-27,"Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа, Лихорадка неясного происхождения","Аскорбиновая кислота, Кальция глюконат, Лоратадин, Парацетамол, Римантадин, Рутин (рутозид)","Домашняя аптечка, Аптечка путешественника, Простуда, Терафлю",АнвиМакс,"ЗАО Фармпроект/ ООО НПО ""ФармВилар""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Кальция глюконат+Лоратадин+Парацетамол+Римантадин+Аскорбиновая кислота+Рутин (рутозид),100мг+3мг+360мг+50мг+300мг+20мг,Противопростудные комплексы
101_2023-06-27,Меновазин раствор для наружного применения флакон 40мл,47.0,34.0,47.0,0,1,menovazin_rr_fl_40ml,0.0,5.0,1,0,0,obezbolivayushchie,2023-06-27,"Миалгия, Боль в суставе, Аллергический контактный дерматит, Невралгия и неврит неуточненные","Бензокаин, Ментол (Рацементол), Прокаин, Этанол",Not value,Меновазин,"ООО ""Гиппократ""",Россия,Раствор для наружного применения,Растворы,Без рецепта,Не выше 25 С,Ментол (Рацементол)+Этанол+Бензокаин+Прокаин,2.5г+1г+1г,Местнораздражающие средства
102_2023-06-27,Эторелекс таблетки 60мг №28,672.0,560.0,672.0,0,1,etoreleks_tabletki_60mg_28,68.0,5.0,1,0,1,obezbolivayushchie,2023-06-27,"Подагра, Боль в суставе, Серопозитивный ревматоидный артрит, Полиартроз, Гонартроз артроз коленного сустава",Эторикоксиб,"Болит зуб, Боль в мышцах, Боль в спине, От боли в суставах, Аркоксиа, Целебрекс",Эторелекс,"АО ""Фармасинтез""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Эторикоксиб,60мг,Противовоспалительные средства (внутренние)
103_2023-06-27,Горячее питье БерриВитС Эхинацея и бузина стик 4г №10,178.0,148.0,178.0,1,1,berrivits_ehinaceya_i_buzina_vitaminizirovannyj_napitok_stiki_4g_10_sht_farmakor,0.0,5.0,1,1,0,obezbolivayushchie,2023-06-27,,"Аскорбиновая кислота, Эхинацеи экстракт","Ринза, Фервекс",Горячее питье БерриВитС,"ООО ""Фармакор Продакшн""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Эхинацеи экстракт+Аскорбиновая кислота,Отсутствует,Not value
104_2023-06-27,Найсулид гранулы для приготовления суспензии 100мг пакет 2г №30,864.0,720.0,864.0,0,1,najsulid_granuly_dlya_prigotovleniya_suspenzii_100mg_paket_2g_30,0.0,0.0,1,0,1,obezbolivayushchie,2023-06-27,"Миалгия, Боль в суставе, Другие уточненные изменения зубов и их опорного аппарата, Серопозитивный ревматоидный артрит, Артрит неуточненный",Нимесулид,"Болит зуб, Нимесил, Ибупрофен, Парацетамол",Найсулид,"АО ""Алиум""",Россия,Гранулы,Гранулы,Рецептурный,Не выше 25 С,Нимесулид,100мг,Not value
105_2023-06-27,Димексид гель 25% 30г,293.0,218.0,293.0,1,1,dimeksid_gel_25_30g,8.0,5.0,1,1,0,obezbolivayushchie,2023-06-27,"Боль в суставе, Невралгия тройничного нерва, Эритема узловатая, Серопозитивный ревматоидный артрит, Полиартроз",Диметилсульфоксид,Not value,Димексид гель,"ООО ""Фармамед""",Россия,Гель для наружного применения,Гель,Без рецепта,Не выше 25 С,Диметилсульфоксид,25%,Местнораздражающие средства
106_2023-06-27,Спазган таблетки №20,203.0,134.0,203.0,1,1,spazgan_tabletki_20,8.0,5.0,1,1,0,obezbolivayushchie,2023-06-27,"Головная боль, Миалгия, Боль в суставе, Болезнь Крона регионарный энтерит, Язвенный колит","Метамизол натрия, Питофенон, Фенпивериния бромид","Домашняя аптечка, Аптечка путешественника, Болит голова",Спазган,Wockhard Ltd./ Вокхард Лимитед,Индия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Питофенон+Фенпивериния бромид+Метамизол натрия,5мг+0.1мг+500мг,Средства спазмолитики
107_2023-06-27,Вольтарен ТТС пластырь 15мг/сутки №5,641.0,505.0,641.0,1,1,voltaren_tts_plastyr_15mgsutki_5,18.0,5.0,1,1,0,obezbolivayushchie,2023-06-27,"Подагра, Миалгия, Боль в суставе, Серопозитивный ревматоидный артрит, Полиартроз",Диклофенак,Домашняя аптечка,Вольтарен,Novartis Pharma AG/ Новартис Фарма,Швейцария,Лейкопластырь медицинский лечебный,Пластырь,Без рецепта,Не выше 25 С,Диклофенак,15мг,Противовоспалительные и обезболивающие средства (наружные)
