count_index,name,price_withCard,price_withPeriod,price_withoutCard,allowOnlinePayment,isInStock,name_latin,bonuses,averageRating,isAvailable,allowDelivery,isRecipe,group,parsing_day_x,Nosology,Active_ingredient,Product_Group,Brand,Manufacturer,Country,Form_release,Form_release_common,Prescription,Conditions_of_storage,Active_ingredient_compound_name_composition,weight_briefly,Pharmacotherapeutic_group
66_2023-05-07,Кеторолак раствор для инъекций 30мг ампулы 1мл №10,95.0,90.0,95.0,0,1,ketorolak_rastvor_30mg_amp_1ml_10,0.0,0.0,1,0,1,obezbolivayushchie,2023-05-07,"Миалгия, Боль в суставе, Другие уточненные изменения зубов и их опорного аппарата, Серопозитивный ревматоидный артрит, Полиартроз",Кеторолак,"Вольтарен, Дексалгин, Кетонал",Кеторолак,"ООО ""Велфарм""",Россия,Раствор для инъекций,Растворы,Рецептурный,15-25 С,Кеторолак,30мг/мл,Противовоспалительные средства (внутренние)
67_2023-05-07,Артраксикам крем 50г,632.0,415.0,632.0,1,1,artraksikam_krem_50g,0.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,"Миалгия, Боль в суставе, Серопозитивный ревматоидный артрит, Артрит неуточненный, Полиартроз","Мелоксикам, Перца стручкового настойка","Боль в мышцах, Боль в спине, Долобене",Артраксикам,"ОАО ""Нижфарм""",Россия,Крем для наружного применения,Крем,Без рецепта,Не выше 25 С,Мелоксикам+Перца стручкового настойка,30мг+100мг,Not value
68_2023-05-07,Бикситор таблетки 90мг №10,484.0,337.0,484.0,0,1,biksitor_tabletki_90mg_10,24.0,0.0,1,0,1,obezbolivayushchie,2023-05-07,"Подагра, Боль в суставе, Серопозитивный ревматоидный артрит, Артрит неуточненный, Полиартроз",Эторикоксиб,"Болит зуб, Боль в мышцах, Боль в спине, От боли в суставах",Бикситор,"АЕТ Лабораториз Прайвет Лимитед/ООО ""Хемофарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Эторикоксиб,90мг,Противовоспалительные средства (внутренние)
69_2023-05-07,Спазмалгон таблетки №10,219.0,123.0,219.0,1,1,spazmalgon_tabletki_10,7.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,"Головная боль, Миалгия, Боль в суставе, Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа","Метамизол натрия, Питофенон, Фенпивериния бромид","Домашняя аптечка, Аптечка путешественника, Болит голова, Пенталгин, Нурофен, Миг, Некст, Солпадеин, Баралгин, Ревалгин, Спазган, Темпалгин",Спазмалгон,Actavis Group/Актавис,Мальта,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Питофенон+Фенпивериния бромид+Метамизол натрия,5мг+0.1мг+500мг,Средства спазмолитики
70_2023-05-07,Димексид флакон 200 мл,298.0,248.0,298.0,1,1,dimeksid_rr_25_fl_200ml,0.0,4.67,1,1,0,obezbolivayushchie,2023-05-07,,Диметилсульфоксид,Not value,Димексид,"ООО ""Лекарь""",Россия,Раствор для местного применения,Растворы,Без рецепта,Не выше 25 С,Диметилсульфоксид,99%,Not value
71_2023-05-07,Спазмалгон эффект таблетки №10,249.0,166.0,249.0,1,1,spazmalgon_effekt_tabletki_10,0.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,"Головная боль, Миалгия, Боль в суставе, Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа","Дротаверин, Кофеин, Напроксен, Парацетамол, Фенирамин",Болит голова,Спазмалгон,Balkanpharma Dupnitza/ Балканфарма Дупница,Болгария,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Парацетамол+Напроксен+Кофеин+Дротаверин+Фенирамин,325мг+100мг+50мг+40мг+10мг,Средства спазмолитики
72_2023-05-07,Эторелекс таблетки 60мг №28,672.0,560.0,672.0,0,1,etoreleks_tabletki_60mg_28,68.0,5.0,1,0,1,obezbolivayushchie,2023-05-07,"Подагра, Боль в суставе, Серопозитивный ревматоидный артрит, Полиартроз, Гонартроз артроз коленного сустава",Эторикоксиб,"Болит зуб, Боль в мышцах, Боль в спине, От боли в суставах, Аркоксиа, Целебрекс",Эторелекс,"АО ""Фармасинтез""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Эторикоксиб,60мг,Противовоспалительные средства (внутренние)
73_2023-05-07,Меновазин раствор для наружного применения флакон 40мл,47.0,34.0,47.0,0,1,menovazin_rastvor_dlya_naruzhnogo_primeneniya_flakon_40ml,0.0,0.0,1,0,0,obezbolivayushchie,2023-05-07,"Миалгия, Боль в суставе, Зуд, Другие атопические дерматиты, Аллергический контактный дерматит","Бензокаин, Ментол (Рацементол), Прокаин, Этанол",Not value,Меновазин,"ОАО ""Флора Кавказа""",Россия,Раствор для наружного применения,Растворы,Без рецепта,Не выше 25 С,Ментол (Рацементол)+Этанол+Бензокаин+Прокаин,2.5мг+1мг+1мг,Not value
74_2023-05-07,Аленталь крем 50г,294.0,245.0,294.0,1,1,alental_krem_50g,0.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,"Боль в суставе, Другие уточненные изменения зубов и их опорного аппарата, Серопозитивный ревматоидный артрит, Полиартроз, Артроз неуточненный",Ацеклофенак,"Вольтарен, Боль в мышцах, Боль в спине, Быструмгель, Диклофенак, Дип Рилиф, Диклак",Аленталь,АО «ВЕРТЕКС»,Россия,Крем для наружного применения,Крем,Без рецепта,Не выше 25 С,Ацеклофенак,1.5%,Not value
75_2023-05-07,Дротаверин Реневал таблетки 40мг №28,97.0,92.0,97.0,1,1,drotaverin_tabletki_40mg_28,4.0,0.0,1,0,0,obezbolivayushchie,2023-05-07,"Запор, Цистит, Преждевременные роды, Синдром раздраженного кишечника, Головная боль напряженного типа",Дротаверин,"Домашняя аптечка, Аптечка путешественника, Болит живот",Дротаверин,"ЗАО ""ПФК Обновление""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Дротаверин,40мг,Средства спазмолитики
76_2023-05-07,Эторелекс таблетки 90мг №7,320.0,215.0,320.0,0,1,etoreleks_tabletki_90mg_7,34.0,5.0,1,0,1,obezbolivayushchie,2023-05-07,"Подагра, Боль в суставе, Серопозитивный ревматоидный артрит, Полиартроз, Гонартроз артроз коленного сустава",Эторикоксиб,"Болит зуб, Боль в мышцах, Боль в спине, От боли в суставах, Аркоксиа, Целебрекс",Эторелекс,"АО ""Фармасинтез""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Эторикоксиб,90мг,Противовоспалительные средства (внутренние)
77_2023-05-07,Спазган таблетки №20,194.0,130.0,194.0,1,1,spazgan_tabletki_20,8.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,"Головная боль, Миалгия, Боль в суставе, Болезнь Крона регионарный энтерит, Язвенный колит","Метамизол натрия, Питофенон, Фенпивериния бромид","Домашняя аптечка, Аптечка путешественника, Болит голова",Спазган,Wockhard Ltd./ Вокхард Лимитед,Индия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Питофенон+Фенпивериния бромид+Метамизол натрия,5мг+0.1мг+500мг,Средства спазмолитики
78_2023-05-07,Аджиколд хотмикс порошок для приготовления раствора для приема внутрь Апельсин пакетики №5,182.0,151.0,182.0,1,1,adzhikold_hotmiks_poroshok_apelsin_5,10.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,"Острый назофарингит насморк, Острый синусит, Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа, Лихорадка неясного происхождения","Аскорбиновая кислота, Парацетамол, Фенилэфрин","Домашняя аптечка, Аптечка путешественника, Простуда, Ринза, Фервекс",Аджиколд,Agio Pharmaceuticals/ Аджио,Индия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Парацетамол+Фенилэфрин+Аскорбиновая кислота,750мг+10мг+60мг,Противопростудные комплексы
79_2023-05-07,Скипидарная мазь 25г,42.0,31.0,42.0,1,1,skipidarnaya_maz_25g,0.0,5.0,1,0,0,obezbolivayushchie,2023-05-07,Миозит,Скипидар,Not value,Скипидарная мазь,"ЗАО ""Ярославская ФФ""",Россия,Мазь для наружного применения,Мазь,Без рецепта,8-15 С,Скипидар,20г,Местнораздражающие средства
80_2023-05-07,Артраксикам крем 30г,487.0,297.0,487.0,1,1,artraksikam_krem_30g,0.0,0.0,1,1,0,obezbolivayushchie,2023-05-07,"Миалгия, Боль в суставе, Серопозитивный ревматоидный артрит, Артрит неуточненный, Полиартроз","Мелоксикам, Перца стручкового настойка","Боль в мышцах, Боль в спине, Долобене",Артраксикам,"ОАО ""Нижфарм""",Россия,Крем для наружного применения,Крем,Без рецепта,Не выше 25 С,Мелоксикам+Перца стручкового настойка,30мг+100мг,Not value
81_2023-05-07,Фламакс раствор 50мг/мл ампулы 2мл №10,283.0,221.0,283.0,0,1,flamaks_rastvor_0_05ml_ampuly_2ml_10,12.0,0.0,1,0,1,obezbolivayushchie,2023-05-07,"Мигрень, Подагра, Миалгия, Другие уточненные изменения зубов и их опорного аппарата, Серопозитивный ревматоидный артрит",Кетопрофен,"Вольтарен, Дексалгин, Кетонал",Фламакс,"ЗАО ""Сотекс Фармфирма""",Россия,Раствор для инъекций,Растворы,Рецептурный,Не выше 25 С,Кетопрофен,50мг/мл,Противовоспалительные средства (внутренние)
82_2023-05-07,Камфорный спирт раствор 2% флакон 40мл,74.0,57.0,74.0,1,1,kamfornyj_spirt_rastvor_2_fl_40ml,5.0,0.0,1,0,0,obezbolivayushchie,2023-05-07,"Миозит, Застойная сердечная недостаточность, Бактериальная пневмония, не классифицированная в других рубриках, Дыхательная недостаточность, не классифицированная в других рубриках, Декубитальная язва",Камфора,Not value,Камфорный спирт,"АО ""Кировская ФФ""",Россия,Раствор для местного применения,Растворы,Без рецепта,Не выше 20 С,Камфора,2%,Местнораздражающие средства
83_2023-05-07,Парацетамол таблетки шипучие 500мг №12,143.0,107.0,143.0,1,1,paracetamol_tabletki_shipuchie_500mg_12,8.0,0.0,1,1,0,obezbolivayushchie,2023-05-07,"Мигрень, Головная боль, Миалгия, Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа",Парацетамол,Домашняя аптечка,Парацетамол,"ЗАО ""ПФК Обновление""",Россия,Таблетки шипучие,Таблетки,Без рецепта,Не выше 30 С,Парацетамол,500мг,Средства от боли
84_2023-05-07,Горячее питье со вкусом Вишни саше 5г №10,184.0,153.0,184.0,1,1,goryachee_pite_so_vkusom_vishni_sashe_5g_10,11.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,,"Аскорбиновая кислота, Экстракт имбиря, Черной смородины лист, Экстракт солодки, Эк-т листьев Малины","Домашняя аптечка, Простуда, терафлю, Ринза, Фервекс",Горячее питье,"ООО ""ВТФ""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Экстракт имбиря+Экстракт солодки+Черной смородины лист+Эк-т листьев Малины+Аскорбиновая кислота,Отсутствует,Противопростудные комплексы
85_2023-05-07,Эторелекс таблетки 90мг №28,732.0,610.0,732.0,0,1,etoreleks_tabletki_90mg_28,73.0,5.0,1,0,1,obezbolivayushchie,2023-05-07,"Подагра, Боль в суставе, Серопозитивный ревматоидный артрит, Полиартроз, Гонартроз артроз коленного сустава",Эторикоксиб,"Болит зуб, Боль в мышцах, Боль в спине, От боли в суставах, Аркоксиа, Целебрекс",Эторелекс,"АО ""Фармасинтез""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Эторикоксиб,90мг,Противовоспалительные средства (внутренние)
86_2023-05-07,Димексид гель 25% 30г,286.0,218.0,286.0,1,1,dimeksid_gel_25_30g,8.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,"Боль в суставе, Невралгия тройничного нерва, Эритема узловатая, Серопозитивный ревматоидный артрит, Полиартроз",Диметилсульфоксид,Not value,Димексид гель,"ООО ""Фармамед""",Россия,Гель для наружного применения,Гель,Без рецепта,Не выше 25 С,Диметилсульфоксид,25%,Местнораздражающие средства
87_2023-05-07,Дексонал таблетки 25мг №10,409.0,325.0,409.0,1,1,deksonal_tabletki_25mg_10,18.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,"Миалгия, Боль в суставе, Другие уточненные изменения зубов и их опорного аппарата, Дорсалгия, Первичная дисменорея",Декскетопрофен,"Домашняя аптечка, Аптечка путешественника, Болит зуб, Боль в мышцах, Боль в спине, Дексалгин, Диафлекс, Кетонал, Аэртал, Найз, Артрокер, Фламадекс",Дексонал,"ЗАО ФП ""Оболенское""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Декскетопрофен,25мг,Средства от боли
88_2023-05-07,Горячее питье БерриВитС Эхинацея и бузина стик 4г №10,178.0,148.0,178.0,1,1,berrivits_ehinaceya_i_buzina_vitaminizirovannyj_napitok_stiki_4g_10_sht_farmakor,0.0,5.0,1,1,0,obezbolivayushchie,2023-05-07,,"Аскорбиновая кислота, Эхинацеи экстракт","Ринза, Фервекс",Горячее питье БерриВитС,"ООО ""Фармакор Продакшн""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Эхинацеи экстракт+Аскорбиновая кислота,Отсутствует,Not value
89_2023-05-07,Папаверина гидрохлорид раствор для инъекций 2% ампулы 2мл №10 Дальхимфарм,126.0,100.0,126.0,0,1,papaverina_ghl_rr_2_amp_2ml_10,0.0,0.0,1,0,1,obezbolivayushchie,2023-05-07,"Головная боль, Преходящие транзиторные церебральные ишемические приступы атаки и родственные синдромы, Стенокардия грудная жаба, Синдром Рейно, Болезнь периферических сосудов неуточненная",Папаверин,Not value,Папаверина гидрохлорид раствор,"ОАО ""Дальхимфарм""",Россия,Раствор для инъекций,Растворы,Рецептурный,Не выше 25 С,Папаверин,20мг/мл,Средства спазмолитики
90_2023-05-07,Парацетамол таблетки 500мг №20,41.0,36.0,41.0,1,0,paracetamol_tab_500mg_20,0.0,0.0,1,0,0,obezbolivayushchie,2023-05-07,"Мигрень, Головная боль, Миалгия, Острая инфекция верхних дыхательных путей неуточненная, Грипп, вызванный идентифицированным вирусом гриппа",Парацетамол,Not value,Парацетамол,"ООО ""Велфарм""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Парацетамол,500мг,Средства от боли
91_2023-05-07,Фламадекс раствор для внутривенного и внутримышечного введения 25мг/мл ампулы 2мл №5,239.0,195.0,239.0,0,1,flamadeks_rastvor_25mgml_ampuly_2ml_5,9.0,5.0,1,0,1,obezbolivayushchie,2023-05-07,"Миалгия, Боль в суставе, Другие уточненные изменения зубов и их опорного аппарата, Реактивные артропатии, Серопозитивный ревматоидный артрит",Декскетопрофен,Not value,Фламадекс,"ЗАО ""Сотекс Фармфирма""",Россия,Раствор для инъекций,Растворы,Рецептурный,Не выше 25 С,Декскетопрофен,25мг/мл,Противовоспалительные средства (внутренние)
92_2023-05-07,Целекоксиб капсулы 200мг №30,635.0,529.0,635.0,0,1,celekoksib_kapsuly_200mg_30,41.0,5.0,1,0,1,obezbolivayushchie,2023-05-07,"Миалгия, Боль в суставе, Серопозитивный ревматоидный артрит, Полиартроз, Артроз неуточненный",Целекоксиб,"Домашняя аптечка, Болит зуб, Боль в мышцах, Боль в спине, От боли в суставах, Аркоксиа, Целебрекс, Целекоксиб",Целекоксиб,АО «ВЕРТЕКС»,Россия,Капсулы,,Рецептурный,Не выше 25 С,Целекоксиб,200мг,Противовоспалительные средства (внутренние)
93_2023-05-07,Фламакс раствор 50мг/мл ампулы 2мл №5,147.0,117.0,147.0,0,1,flamaks_rastvor_0_05ml_ampuly_2ml_5,6.0,0.0,1,0,1,obezbolivayushchie,2023-05-07,"Мигрень, Подагра, Миалгия, Другие уточненные изменения зубов и их опорного аппарата, Серопозитивный ревматоидный артрит",Кетопрофен,Вольтарен,Фламакс,"ЗАО ""Сотекс Фармфирма""",Россия,Раствор для инъекций,Растворы,Рецептурный,Не выше 25 С,Кетопрофен,50мг/мл,Противовоспалительные средства (внутренние)
