group,name_item,href_name,price,producer
gripp-i-prostuda,АнвиМакс клюква пак N3 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-klyukva-pak-n3-17_19018/,165.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,АнвиМакс клюква пак N6 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-klyukva-pak-n6-41_19019/,245.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,АнвиМакс клюква пак N12 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-klyukva-pak-n12-40_19020/,465.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,Оциллококцинум гран 1доза N30 (Буарон),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/ocillokokcinum-gran-1doza-n30-27_19129/,1698.0,"Лаборатория Буарон, Франция"
gripp-i-prostuda,АнвиМакс клюква пак N24 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-klyukva-pak-n24-94_19683/,792.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,"Ринзасип д/дет малина с вит С пак 3,0 N10 (Джонсон)",https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/rinzasip-ddet-malina-s-vit-s-pak-30-n10-29_20327/,308.0,"Юник Фармасьютикал Лабораториз, Индия"
gripp-i-prostuda,АнвиМакс капс N20 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-kaps-n20-soteks_20846/,271.0,"Фармцентр ВИЛАР ЗАО, Россия"
gripp-i-prostuda,Звездочка бальзам жидкий 12мл (Доминанта),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/zvezdochka-balzam-jidk-12ml-37_21513/,354.0,"Данафа Фармасьютикал Джойнт, Вьетнам"
gripp-i-prostuda,АнвиМакс таб шипуч малина N10 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-tab-shipuch-malina-n10-37_27081/,324.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,АнвиМакс таб шипуч клюква б/сахара N10 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-tab-shipuch-klyukva-bsahara-n10-63_27381/,266.0,"Сотекс, Россия"
gripp-i-prostuda,АнвиМакс мед/лимон пак N12 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-medlimon-pak-n12-63_30048/,410.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,Горчичник пакет N10 (Сарепта),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/gorchichnik-paket-n10-92_31067/,14.0,"Новис-97, Россия"
gripp-i-prostuda,Кармолис леден 75г (Санта),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/karmolis-leden-75g-bad-23_31226/,600.0,"Др Шмидгалл, Австрия"
gripp-i-prostuda,Ринзасип с вит С чёрная смородина пор 5г N10 (Джонсон),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/rinzasip-s-vit-s-chernaya-smorodina-por-5g-n10-86_32637/,313.0,"Юник Фармасьютикал  Лабораториз , Индия"
gripp-i-prostuda,ГриппоФлю Экстра пор д/приг р-ра черная смородина N8 (Марбиофарм),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/grippoflyu-ekstra-por-dprig-r-ra-chernaya-smorodina-n8-98_33289/,325.0,"Марбиофарм, Россия"
gripp-i-prostuda,ГриппоФлю пор д/приг р-ра малина N10 (Марбиофарм),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/grippoflyu-ot-prostudy-i-grippa-por-dprig-r-ra-malina-n10-68_33357/,399.0,"Марбиофарм, Россия"
gripp-i-prostuda,ГриппоФлю пор д/приг р-ра клюква N10 (Марбиофарм),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/grippoflyu-ot-prostudy-i-grippa-por-dprig-r-ra-klyukva-n10-37_33373/,399.0,"Марбиофарм, Россия"
gripp-i-prostuda,Ринзасип с вит С лимон пор 5г N5 (Джонсон),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/rinzasip-s-vit-s-limon-por-5g-n5-8_33612/,230.0,"Юник Фармасьютикал Лабораториз, Индия"
gripp-i-prostuda,АнвиМакс мед/лимон пак N6 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-medlimon-pak-n6-47_34419/,222.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,"Мумие Алтай Золотое таб 0,2 N20 (Эвалар)",https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/mumie-altay-zolotoe-tab-02-n20-bad-53_35355/,128.0,"Эвалар, Россия"
gripp-i-prostuda,Эвкалипта лист 75г (Европлант),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/evkalipta-list-75g-47_36200/,52.0,"Красногорсклексредства, Россия"
gripp-i-prostuda,Оциллококцинум гран 1доза N12 (Буарон),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/ocillokokcinum-gran-1doza-n12-93_36422/,1013.0,"Лаборатория Буарон, Франция"
gripp-i-prostuda,Ринзасип с вит С апельсин пор 5г N10 (Джонсон),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/rinzasip-s-vit-s-apelsin-por-5g-n10-98_36429/,312.0,"Юник Фармасьютикал Лабораториз, Индия"
gripp-i-prostuda,Ринзасип с вит С чёрн смородина пор 5г N5 (Джонсон),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/rinzasip-s-vit-s-chern-smorodina-por-5g-n5-21_36430/,233.0,"Юник Фармасьютикал Лабораториз, Индия"
gripp-i-prostuda,Ринзасип с вит С лимон пор 5г N10 (Джонсон),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/rinzasip-s-vit-s-limon-por-5g-n10-46_36431/,311.0,"Юник Фармасьютикал Лабораториз, Индия"
gripp-i-prostuda,АнвиМакс малина пак N6 (Сотекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/anvimaks-malina-pak-n6-15_36684/,220.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,Липы цветки 35г (Европлант),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/lipy-cvetki-35g-71_37023/,97.0,"Красногорсклексредства, Россия"
gripp-i-prostuda,Ринзасип с вит С апельсин пор 5г N5 (Джонсон),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/rinzasip-s-vit-s-apelsin-por-5g-n5-47_37696/,221.0,"Юник Фармасьютикал Лабораториз, Индия"
gripp-i-prostuda,Арпефлю таб п/о 50мг N30 (Лекфарм),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/arpeflyu-tab-po-50mg-n30-lekfarm-belarus-48_48895/,213.0,"Лекфарм, Беларусь"
gripp-i-prostuda,Умифеновир капс 50мг N20 (Озон),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/umifenovir-kaps-50mg-n20-66_32942533/,225.0,"Озон, Россия"
gripp-i-prostuda,Тилорон-Вертекс таб п/пл/о 125мг N10 (Вертекс),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/tiloron-verteks-tab-pplo-125mg-n10-verteks-85_33449902/,740.0,"Вертекс, Россия"
gripp-i-prostuda,Риниколд Макс таб N10 (Шрея),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/rinikold-maks-tab-n10-shreya-94_34741070/,193.0,"Шрея, Индия"
gripp-i-prostuda,Лавомакс Нео таб п/пл/о 125мг N6 (Нижфарм),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/lavomaks-neo-tab-pplo-125mg-n6-nijfarm-48_35569687/,544.0,"Нижфарм, Россия"
gripp-i-prostuda,Лавомакс Нео таб п/пл/о 125мг N3 (Нижфарм),https://astrahan.social-apteka.ru/catalog/gripp-i-prostuda/lavomaks-neo-tab-pplo-125mg-n3-hemofarm-77_35905768/,279.0,"Нижфарм, Россия"
gripp-i-prostuda,Антигриппин таб шип N10 (Бауш),https://astrahan.social-apteka.ru/catalog/zharoponizhashchie-sredstva/antigrippin-tab-ship-n10-61_12704/,366.0,"Натур Продукт Фарма, Польша"
gripp-i-prostuda,Антигриппин мед/лимон пор д/приг р-ра N3 (Бауш),https://astrahan.social-apteka.ru/catalog/zharoponizhashchie-sredstva/antigrippin-medlimon-por-dprig-r-ra-n3-53_24237/,129.0,"Натур Продукт Фарма, Польша"
gripp-i-prostuda,Антигриппин мед/лимон пор д/приг р-ра N10 (Бауш),https://astrahan.social-apteka.ru/catalog/zharoponizhashchie-sredstva/antigrippin-medlimon-por-dprig-r-ra-n10-81_31431/,431.0,"Натур Продукт Фарма, Польша"
gripp-i-prostuda,Антигриппин д/дет таб шип N10 (Бауш),https://astrahan.social-apteka.ru/catalog/zharoponizhashchie-sredstva/antigrippin-ddet-tab-ship-n10-96_33226/,390.0,"Натур Продукт Фарма, Польша"
gripp-i-prostuda,Антигриппин таб шип малина N10 (Бауш),https://astrahan.social-apteka.ru/catalog/zharoponizhashchie-sredstva/antigrippin-tab-ship-malina-n10-83_36162/,410.0,"Натур Продукт Фарма, Польша"
gripp-i-prostuda,Ибупрофен сусп внутрь д/дет 100мг/5мл клубника 100мл (Фармстандарт МНН),https://astrahan.social-apteka.ru/catalog/zharoponizhashchie-sredstva/ibuprofen-susp-vnutr-ddet-100mg5ml-klubnika-100ml-farmstandart-lekarstva-64_34161186/,92.0,"Фармстандарт, Россия"
gripp-i-prostuda,Реаферон-ЕС липинт лиофил д/приг сусп 250тыс МЕ фл N5 (Векторфарм),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/reaferon-es-lipint-amp-250tys-me-n5-23_9613/,229.0,"Вектор НПО, Россия"
gripp-i-prostuda,Реаферон-ЕС липинт лиофил д/приг сусп 500тыс МЕ фл N5 (Векторфарм),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/reaferon-es-lipint-amp-500tys-me-n5-89_13415/,909.0,"Вектор НПО, Россия"
gripp-i-prostuda,Реаферон липинт капс 500тыс МЕ N10 (Векторфарм),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/reaferon-lipint-kaps-500tys-me-n10-70_16618/,988.0,"Вектор НПО, Россия"
gripp-i-prostuda,Гроприносин таб 500мг N30 (Гедеон),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/groprinosin-tab-500mg-n30-gedeon_18043/,974.0,"Гедеон Рихтер, Венгрия"
gripp-i-prostuda,Трекрезан таб 200мг N20 (Гротекс),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/trekrezan-tab-200mg-n20-76_21704/,918.0,"Усолье-Сибирский ХФЗ, Россия"
gripp-i-prostuda,Трекрезан таб 200мг N10 (Гротекс),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/trekrezan-tab-200mg-n10-87_21977/,572.0,"Усолье-Сибирский ХФЗ, Россия"
gripp-i-prostuda,Бронхо-мунал капс 7мг N30 (Сандоз),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/bronho-munal-kaps-7mg-n30-85_23332/,1394.0,"Сандоз, Швейцария"
gripp-i-prostuda,"Бронхо-мунал П капс 3,5мг N10 (Сандоз)",https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/bronho-munal-p-kaps-35mg-n10-3_23361/,585.0,"Сандоз, Швейцария"
gripp-i-prostuda,Бронхо-мунал капс 7мг N10 (Сандоз),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/bronho-munal-kaps-7mg-n10-37_23437/,590.0,"Сандоз, Швейцария"
gripp-i-prostuda,Нормомед сироп 50мг/мл 120мл (Валента),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/normomed-sirop-50mgml-120ml-40_26515/,802.0,"Валента, Россия"
gripp-i-prostuda,Нормомед сироп 240мл (Валента),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/normomed-sirop-240ml-8_26636/,1233.0,"Валента, Италия"
gripp-i-prostuda,Нормомед таб 500мг N20 (Валента),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/normomed-tab-500mg-n20-91_28769/,645.0,"Обнинская ХФК, Россия"
gripp-i-prostuda,Нормомед таб 500мг N50 (Валента),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/normomed-tab-500mg-n50-15_28806/,1422.0,"Валента Фарма, Россия"
gripp-i-prostuda,Нормомед таб 500мг N30 (Валента),https://astrahan.social-apteka.ru/catalog/immunostimuliruyushchie-sredstva/normomed-tab-500mg-n30-43_28837/,1076.0,"Валента Фарма, Россия"
gripp-i-prostuda,Изофра спрей назал 15мл (Русфик),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/izofra-sprey-nazal-15ml-100_1424/,457.0,"Лаборатория Бушара, Франция"
gripp-i-prostuda,"Тимоген спрей 0,025% 10мл (Цитомед)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/timogen-sprey-0025-10ml-44_11492/,461.0,"Цитомед, Россия"
gripp-i-prostuda,Гриппферон капли 10тыс МЕ/мл 10мл (Фирн-М),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/grippferon-kapli-10tys-me-10ml-89_11744/,267.0,"Фирн М, Россия"
gripp-i-prostuda,"Тизин Классик спрей назал 0,1% 10мл(Джонсон)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/tizin-klassik-sprey-nazal-01-10ml-86_14527/,107.0,"Дельфарм Орлеан, Франция"
gripp-i-prostuda,"Лазолван Рино спрей назал 1,18мг/мл 10мл (Санофи)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/lazolvan-rino-sprey-nazal-118mgml-10ml-80_15659/,359.0,"Берингер Ингельхайм, Австрия"
gripp-i-prostuda,Гриппферон спрей назал 500МЕ/доза 10мл (Фирн-М),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/grippferon-sprey-nazal-10tys-me-10ml-20_17069/,352.0,"Фирн М, Россия"
gripp-i-prostuda,Тизин Алерджи спрей назал 50мкг/доза 100доз (Джонсон),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/tizin-alerdji-sprey-nazal-50mkgdoza-100-doz-10ml-89_18027/,369.0,"Янссен Фармацевтика НВ, Бельгия"
gripp-i-prostuda,Олифрин спрей назал 15мл (Гротекс),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/olifrin-sprey-nazal-15ml-98_26216/,399.0,"Гротекс, Россия"
gripp-i-prostuda,"Називин Сенситив спрей назал 11,25мкг/доза 10мл (Д-р Реддис)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/nazivin-sensitiv-sprey-nazal-1125mkgdoza-10ml-77_27242/,267.0,"Урсафарм Арцнаймиттель, Германия"
gripp-i-prostuda,"Називин Сенситив спрей назал 22,5мкг/доза 10мл (Д-р Реддис)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/nazivin-sensitiv-sprey-nazal-225mkgdoza-10ml-26_27280/,274.0,"Урсафарм Арцнаймиттель, Германия"
gripp-i-prostuda,"Називин капли 0,05% 10мл (Д-р Реддис)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/nazivin-kapli-005-10ml-46_27382/,195.0,"Мерк КГаА, Россия"
gripp-i-prostuda,Фликсоназе спрей назал 50мкг/доза 60доз (Глаксо),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/fliksonaze-sprey-nazal-50mkgdoza-60doz-20_27482/,642.0,"ГлаксоСмитКляйн, Великобритания"
gripp-i-prostuda,"Називин капли 0,025% 10мл (Д-р Реддис)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/nazivin-kapli-0025-10ml-44_27838/,186.0,"Мерк КГаА, Россия"
gripp-i-prostuda,"Називин капли 0,01% 5мл (Д-р Реддис)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/nazivin-kapli-001-5ml-32_27898/,242.0,"Мерк КГаА, Россия"
gripp-i-prostuda,Граммидин дет спрей 112доз (Валента),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/grammidin-det-sprey-112doz-93_28689/,433.0,"Фамар Нидерланды Б.В., Нидерланды"
gripp-i-prostuda,"Ксилен спрей назал 0,1% 15мл (Верофарм)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/ksilen-sprey-nazalnyy-01-15ml-50_28869/,110.0,"Верофарм, Россия"
gripp-i-prostuda,"Тизин Классик спрей назал 0,05% 10мл (Джонсон)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/tizin-klassik-sprey-nazal-005-10ml-11_30271/,87.0,"Дельфарм Орлеан, Франция"
gripp-i-prostuda,Эвкалипта н-ка 25мл (Флора Кавказа),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/evkalipta-n-ka-25ml-67_36467/,29.0,"Флора Кавказа, Россия"
gripp-i-prostuda,Мометазон Сандоз спрей назал 50мкг/доза 140доз (Сандоз),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/mometazon-sandoz-50mkgdoza-sprey-nazal-140doz-18g-7_8274690/,582.0,"Сандоз, Словения"
gripp-i-prostuda,Лизобакт Комплит спрей д/местн прим 125доз 30мл (Босналек),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/lizobakt-komplit-sprey-dmestn-prim-125doz-30ml-86_33550014/,383.0,"Босналек , Босния и Герцеговина"
gripp-i-prostuda,"Тизин пантенол дет спрей назал 0,05мг+5мг/доза 10мл (Джонсон)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/tizin-pantenol-det-sprey-nazal-005mg5mgdoza-10ml-djonson-89_34882030/,262.0,"Фамар Кейр Сервисез Мадрид, Испания"
gripp-i-prostuda,"Тизин пантенол спрей назал 0,1мг+5мг/доза 10мл (Джонсон)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/tizin-pantenol-sprey-nazal-01mg5mgdoza-10ml-djonson-80_34882037/,270.0,"Фамар Кейр Сервисез Мадрид, Испания"
gripp-i-prostuda,Риностейн спрей назал 10мл (Гротекс),https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/rinosteyn-sprey-nazal-10ml-groteks-43_35404864/,299.0,"Гротекс, Россия"
gripp-i-prostuda,"Нафтизин кап назал 0,1% фл-кап 15мл (Технопарк-Центр)",https://astrahan.social-apteka.ru/catalog/kapli-i-sprei/naftizin-kap-nazal-01-fl-kap-15ml-tehnopark-centr-48_36217962/,49.0,
gripp-i-prostuda,Эргоферон таб N20 (МатериаМедика),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/ergoferon-tab-n20-20_1303/,481.0,"Материа Медика, Россия"
gripp-i-prostuda,Арбидол капс 100мг N20 (ОТИСИ),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/arbidol-kaps-100mg-n20-8_1691/,473.0,"Фармстандарт-Лексредства, Россия"
gripp-i-prostuda,Генферон лайт супп 125тыс МЕ N10 (ОТИСИ),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/genferon-layt-supp-125tys-me-n10-61_2393/,372.0,"Биокад, Россия"
gripp-i-prostuda,Виферон-1 150000МЕ супп N10 (Ферон),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/viferon-1-150000me-supp-n10-53_2849/,273.0,"Ферон, Россия"
gripp-i-prostuda,Колдакт Флю плюс капс N10 (Санфарма),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/koldakt-flyu-plyus-kaps-n10-89_3495/,258.0,"Ранбакси Лабораториз Лимитед, Индия"
gripp-i-prostuda,Кагоцел таб 12мг N10 (Алиум),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/kagocel-tab-12mg-n10-25_9625/,223.0,"Ниармедик Фарма, Россия"
gripp-i-prostuda,Анаферон таб д/дет N20 (МатериаМедика),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/anaferon-tab-ddet-n20-12_9714/,301.0,"Материа Медика, Россия"
gripp-i-prostuda,Виферон-3 1000000МЕ супп N10 (Ферон),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/viferon-3-1000000me-supp-n10-2_11183/,565.0,"Ферон, Россия"
gripp-i-prostuda,Анаферон таб д/взр N20 (МатериаМедика),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/anaferon-tab-dvzr-n20-81_11498/,317.0,"Материа Медика, Россия"
gripp-i-prostuda,Зовиракс таб 200мг N25 (Глаксо),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/zoviraks-tab-200mg-n25-45_12049/,238.0,"ГлаксоСмитКляйн Трейдинг, Великобритания"
gripp-i-prostuda,Валтрекс таб 500мг N10 (Глаксо),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/valtreks-tab-500mg-n10-78_12285/,1387.0,"ГлаксоСмитКляйн Трейдинг, Великобритания"
gripp-i-prostuda,Генферон супп 1000тыс МЕ N10 (ОТИСИ),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/genferon-supp-1000tys-me-n10-49_14088/,385.0,"Биокад, Россия"
gripp-i-prostuda,Виферон-2 500000МЕ супп N10 (Ферон),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/viferon-2-500000me-supp-n10-20_14177/,414.0,"Ферон, Россия"
gripp-i-prostuda,Генферон супп 500тыс МЕ N10 (ОТИСИ),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/genferon-supp-500tys-me-n10-61_14228/,672.0,"Биокад, Россия"
gripp-i-prostuda,Виферон-4 3000000МЕ супп N10 (Ферон),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/viferon-4-3000000me-supp-n10-51_14272/,963.0,"Ферон, Россия"
gripp-i-prostuda,Цитовир-3 сироп д/детей 50мл (Цитомед),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/citovir-3-sirop-ddetey-50ml-29_14295/,455.0,"Цитомед, Россия"
gripp-i-prostuda,Рибавирин капс 200мг N60 (Озон),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/ribavirin-kaps-200mg-n60-56_14400/,299.0,"Озон, Россия"
gripp-i-prostuda,Ацикловир форте таб 400мг N20 (Алиум),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/aciklovir-forte-tab-400mg-n20-74_15016/,238.0,"Оболенское ФП, Россия"
gripp-i-prostuda,АнвиМакс лимон пак N6 (Сотекс),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/anvimaks-limon-pak-n6-18_15902/,222.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,АнвиМакс черн смородина пак N24 (Сотекс),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/anvimaks-chern-smorodina-pak-n24-30_15903/,601.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,АнвиМакс черн смородина пак N6 (Сотекс),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/anvimaks-chern-smorodina-pak-n6-3_15905/,250.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,АнвиМакс малина пак N3 (Сотекс),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/anvimaks-malina-pak-n3-55_15950/,161.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,АнвиМакс черн смородина пак N3 (Сотекс),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/anvimaks-chern-smorodina-pak-n3-6_15951/,157.0,"ФармВИЛАР ФПК, Россия"
gripp-i-prostuda,АнвиМакс мед/лимон пак N24 (Сотекс),https://astrahan.social-apteka.ru/catalog/protivovirusnye-sredstva1/anvimaks-medlimon-pak-n24-25_15975/,720.0,"ФармВИЛАР ФПК, Россия"
