Форма выпуска,Производитель,list_drugstore,Побочные действия,Противопоказания,"Как принимать, курс приема и дозировка",Показания,Передозировка,Применение при беременности и кормлении грудью,Фармакологическое действие,item_price,Условия отпуска из аптек,Взаимодействие,Действующее вещество,item_name,Состав,availability_pharmacy,Специальные указания,Рекомендации по применению,Страна производства
	 Редко: нарушения сна, бессонница




	 Неизвестно: головокружение2), головная боль2)



Нарушения со стороны органа зрения



	 Редко: нарушение зрения, преходящая нечеткость зрения




	 Неизвестно: миопия2), нечеткое зрение2), нарушение зрения2), хориоидальный выпот2)



Нарушения со стороны органа слуха и лабиринтные нарушения



	 Нечасто: вертиго



Нарушения со стороны сердца



	 Нечасто: аритмии, тахикардия, брадикардия1)



Нарушения со стороны сосудов



	 Нечасто: выраженное снижение АД (включая ортостатическую гипотензию)




	 Неизвестно: некротический васкулит2)



Нарушения со стороны дыхательной системы



	 Нечасто: одышка




	 Редко: респираторный дистресс-синдром (включая пневмонию и некардиогенный отек легкого)



Нарушения со стороны желудочно-кишечного тракта



	 Нечасто: диарея, сухость во рту, метеоризм




	 Редко: боль в животе, запор, диспепсия, рвота, гастрит, расстройство желудка1)




	 Неизвестно: расстройство желудка2), панкреатит2), тошнота2)



Нарушения со стороны печени и желчевыводящих путей



	 Редко: нарушение функции печени




	 Неизвестно: желтуха (гепатоцеллюлярная или холестатическая)2)



Нарушения со стороны кожи и подкожных тканей



	 Редко: ангионевротический отек (включая случаи с летальным исходом), эритема, кожный зуд, кожная сыпь, повышенное потоотделение, крапивница, экзема1), лекарственная сыпь1), токсическая кожная сыпь1)




	 Неизвестно: токсический эпидермальный некролиз2), волчаночноподобные реакции2), рецидив системной красной волчанки2), кожный васкулит2), реакция фотосенсибилизации2), мультиформная эритема2)



Нарушения со стороны скелетно-мышечной и соединительной ткани



	 Нечасто: боль в спине, спазмы мышц, миалгия




	 Редко: артралгия, боль в конечностях, судороги икроножных мышц, артроз1), тендинитоподобные симптомы1)




	 Неизвестно: мышечная слабость2)



Нарушения со стороны почек и мочевыводящих путей



	 Нечасто: почечная недостаточность, включая острую почечную недостаточность1)




	 Неизвестно: интерстициальный нефрит2), нарушение функции почек2), глюкозурия2)



Нарушения со стороны половых органов и молочной железы



	 Нечасто: эректильная дисфункция



Общие расстройства и нарушения в месте введения



	 Нечасто: боль в грудной клетке, астения (слабость) 1)




	 Редко: гриппоподобные симптомы, боль




	 Неизвестно: лихорадка2)



Лабораторные и инструментальные данные



	 Нечасто: повышение концентрации мочевой кислоты в крови




	 Редко: повышение концентрации креатинина в плазме крови, повышение активности ""печеночных"" ферментов, повышение активности креатинфосфокиназы, снижение гемоглобина1)




	 Неизвестно: гипертриглицеридемия2)




	 1) ожидающиеся на основании опыта применения телмисартана






	 2) ожидающиеся на основании опыта применения гидрохлоротиазида


","



	 - Повышенная чувствительность к действующим веществам или вспомогательным компонентам препарата или другим производным сульфонамидов;




	 - Беременность;




	 - Период грудного вскармливания;




	 - Обструктивные заболевания желчевыводящих путей;




	 - Тяжелые нарушения функции печени (класс С по классификации Чайлд-Пью);




	 - Тяжелые нарушения функции почек (КК менее 30 мл/мин);




	 - Рефрактерная гипокалиемия, гиперкальциемия;




	 - Одновременное применение с алискиреном и препаратами, содержащими алискирен, у пациентов с сахарным диабетом и/или умеренными или тяжелыми нарушениями функции почек (скорость клубочковой фильтрации (СКФ) менее 60 мл/мин/1,73 м2 площади поверхности тела);




	 - Одновременное применение с ингибиторами АПФ у пациентов с диабетической нефропатией;




	 - Дефицит лактазы, непереносимость лактозы, синдром глюкозо-галактозной мальабсорбции;






	 - Возраст до 18 лет (эффективность и безопасность не установлены).


","



	 Внутрь, независимо от времени приема пищи.




	 Препарат Телпрес Плюс необходимо принимать 1 раз в день.




	 - Телпрес Плюс 12,5/40 мг может назначаться пациентам, у которых применение препаратов телмисартана в дозировке 40 мг или гидрохлоротиазида не приводит к адекватному контролю АД.




	 - Телпрес Плюс 12,5/80 мг может назначаться пациентам, у которых применение препаратов телмисартана в дозировке 80 мг или препарата Телпрес Плюс 12,5/40 мг не приводит к адекватному контролю АД.




	 - Телпрес Плюс 25/80 мг может назначаться пациентам, у которых применение препаратов телмисартана в дозировке 80 мг или препарата Телпрес Плюс 12,5/80 мг не приводит к адекватному контролю АД, или пациентам, состояние которых ранее было стабилизировано телмисартаном или гидрохлоротиазидом при раздельном применении.




	 У пациентов с тяжелой степенью артериальной гипертензии максимальная суточная доза телмисартана составляет 160 мг в комбинации с гидрохлоротиазидом в суточной дозе 12,5-25 мг.




	 Нарушения функции почек




	 Имеющийся ограниченный опыт применения Телпрес Плюс у пациентов с небольшими или умеренно выраженными нарушениями функции почек не требует изменения дозы препарата в этих случаях. У таких пациентов следует контролировать функцию почек (при КК менее 30 мл/мин, см. раздел ""Противопоказания"").




	 Нарушения функции печени




	 У пациентов с легкими и умеренными нарушениями функции печени (класс А и В по классификации Чайлд-Пью) суточная доза препарата Телпрес Плюс не должна превышать 12,5/40 мг в день.




	 Пожилые пациенты






	 Режим дозирования не требует изменений.


","

                                        Артериальная гипертензия (в случае неэффективности телмисартана или гидрохлоротиазида в монотерапии).                                    
","



	 Информация относительно передозировки ограничена. Возможные симптомы передозировки складываются из симптомов со стороны отдельных компонентов препарата.




	 Телмисартан - наиболее значимыми являются выраженное снижение АД и тахикардия, также может наблюдаться брадикардия, головокружение, повышение концентрации креатинина в сыворотке крови и острая почечная недостаточность.




	 Гидрохлоротиазид - нарушения водно-электролитного баланса крови (гипокалиемия, гипохлоремия), снижение ОЦК, что может приводить к спазмам мышц и/или усиливать нарушения со стороны сердечно-сосудистой системы: аритмии, вызываемые одновременным применением сердечных гликозидов или некоторых антиаритмических средств.






	 Лечение: симптоматическая терапия, гемодиализ неэффективен. Степень удаления гидрохлоротиазида при проведении гемодиализа не установлена. Необходим регулярный контроль содержания электролитов и креатинина в сыворотке крови. Гемодиализ не эффективен.


","



	 Лекарственные средства, воздействующие непосредственно на РААС, могут стать причиной серьезных повреждений и гибели развивающегося плода, поэтому при планировании или установлении факта беременности препарат должен быть сразу отменен и, если необходимо, назначена альтернативная гипотензивная терапия, имеющая установленный профиль безопасности при применении во время беременности. Применение препарата в период беременности противопоказано.




	 Телмисартан




	 В доклинических исследованиях телмисартана тератогенный эффект не отмечен, но установлена фетотоксичность. Известно, что воздействие антагонистов рецепторов ангиотензина II во время второго и третьего триместров беременности вызывает у человека фетотоксичность (снижение функции почек, олигогидрамнион, замедление оссификации костей черепа), а также неонатальную токсичность (почечная недостаточность, артериальная гипотензия, гиперкалиемия). Пациенткам, планирующим беременность, следует назначить альтернативную терапию с доказанным профилем безопасности применения у беременных. Если лечение антагонистами рецепторов ангиотензина II происходило во время второго триместра беременности, рекомендуется проверка ультразвуковым методом функции почек и состояния костей черепа у плода.




	 Новорожденные, матери которых получали антагонисты рецепторов ангиотензина II, должны тщательно наблюдаться в отношении артериальной гипотензии.




	 Терапия препаратом Телпрес Плюс противопоказана в период грудного вскармливания. Исследования влияния на фертильность человека не проводились.




	 Гидрохлоротиазид




	 Опыт применения гидрохлоротиазида во время беременности, особенно во время первого триместра, ограничен.




	 Гидрохлоротиазид проникает через плацентарный барьер. Учитывая фармакологический механизм действия гидрохлоротиазида, предполагается, что его применение во время второго и третьего триместров беременности может нарушать фетоплацентарную перфузию и вызывать такие изменения у эмбриона и плода, как желтуха, нарушения водно-электролитного баланса и тромбоцитопения.




	 Гидрохлоротиазид не должен применяться при отеках беременных, при артериальной гипертензии беременных или во время преэклампсии, так как существует риск снижения объема плазмы и снижения плацентарной перфузии, а благоприятный эффект при указанных клинических ситуациях отсутствует.




	 Гидрохлоротиазид не должен применяться для лечения эссенциальной гипертензии у беременных, за исключением тех редких ситуаций, когда не могут применяться другие виды лечения.




	 Терапия препаратом Телпрес Плюс противопоказана в период грудного вскармливания.






	 В исследованиях на животных влияния телмисартана и гидрохлоротиазида на фертильность не наблюдалось. Исследований влияния на фертильность человека не проводились.


","



	 Телпрес Плюс представляет собой комбинацию телмисартана (ангиотензина II рецепторов антагонист) и гидрохлоротиазида - тиазидного диуретика. Одновременное применение этих компонентов приводит к более выраженному антигипертензивному действию, чем применение каждого из них в отдельности.




	 Прием препарата Телпрес Плюс один раз в день приводит к существенному постепенному снижению артериального давления (АД).




	 Телмисартан




	 Телмисартан - специфический антагонист рецепторов ангиотензина II (тип AT1), эффективный при приеме внутрь. Обладает высоким сродством к подтипу AT1 рецепторов ангиотензина II, через которые реализуется действие ангиотензина II. Вытесняет ангиотензин II из связи с рецептором, не обладая действием агониста в отношении этого рецептора. Телмисартан связывается только с подтипом AT1 рецепторов ангиотензина II. Связь носит длительный характер.




	 Не обладает сродством к другим рецепторам, в том числе к АТ2 рецептору и другим, менее изученным рецепторам ангиотензина. Функциональное значение этих рецепторов, а также эффект их возможной избыточной стимуляции ангиотензином II, концентрация которого увеличивается при назначении телмисартана, не изучены.




	 Снижает концентрацию альдостерона в крови, не ингибирует ренин в плазме крови и не блокирует ионные каналы.




	 Телмисартан не ингибирует ангиотензинпревращающий фермент (кининаза II) (фермент, который также разрушает брадикинин). Поэтому усиления побочных эффектов, вызываемых брадикинином, не ожидается.




	 У пациентов с артериальной гипертензией телмисартан в дозе 80 мг полностью блокирует гипертензивное действие ангиотензина II. Начало антигипертензивного действия отмечается в течение 3-х часов после первого приема телмисартана внутрь. Действие препарата сохраняется в течение 24 часов и остается значимым до 48 часов. Выраженный антигипертензивный эффект обычно развивается через 4 недели после регулярного приема препарата.




	 У пациентов, страдающих артериальной гипертензией, телмисартан снижает систолическое и диастолическое артериальное давление (АД), не оказывая влияния на частоту сердечных сокращений (ЧСС).




	 В случае резкой отмены телмисартана АД постепенно возвращается к исходному уровню без развития синдрома ""отмены"".




	 Гидрохлоротиазид




	 Гидрохлоротиазид является тиазидным диуретиком. Тиазидные диуретики влияют на реабсорбцию электролитов в почечных канальцах, непосредственно увеличивая экскрецию натрия и хлоридов (примерно в эквивалентных количествах). Диуретическое действие гидрохлоротиазида приводит к уменьшению объема циркулирующей крови (ОЦК), увеличению активности ренина плазмы крови, повышению секреции альдостерона, с последующим увеличением содержания в моче калия и гидрокарбонатов и, как следствие, снижение содержания калия в плазме крови.




	 При одновременном приеме с телмисартаном отмечается тенденция к прекращению потери калия, вызываемой этими диуретиками, предположительно за счет блокады ренин-ангиотензин-альдостероновой системы (РААС). После приема внутрь диурез усиливается через 2 часа, а максимальный эффект наблюдается примерно через 4 часа. Диуретическое действие препарата сохраняется в течение, приблизительно, 6-12 часов.




	 Длительное применение гидрохлоротиазида уменьшает риск развития осложнений сердечно-сосудистых заболеваний и смертности от них.






	 Максимальный антигипертензивный эффект препарата Телпрес Плюс обычно достигается через 4-8 недель после начала лечения.


",358.0,По рецепту,"


Телмисартан



	 Телмисартан может увеличивать антигипертензивный эффект других антигипертензивных средств. Другие виды взаимодействий, имеющие клиническую значимость, не выявлены.




	 Сочетанное применение с дигоксином, варфарином, гидрохлоротиазидом, глибенкламидом, ибупрофеном, парацетамолом, симвастатином и амлодипином не приводит к клинически значимому взаимодействию.



Двойная блокадаренин-ангиотензин-алъдостероновой системы (РААС).



	 Одновременное применение телмисартана с препартами, содержащими алискирен противопоказано пациентам с сахарным диабетом и/или умеренной или тяжелой почечной недостаточностью (СКФ менее 60 мл/мин/1,73 м2 площади поверхности тела) и не рекомендуется у других пациентов. Одновременное применение телмисартана и ингибиторов АПФ противопоказано у пациентов с диабетической нефропатией и не рекомендуется у других пациентов.




	 Данные клинических исследований показали, что двойная блокада РААС вследствие комбинированного применения ингибиторов АПФ, АРА II или алискирена связана с повышенной частотой нежелательных явлений, таких как артериальная гипотензия, гиперкалиемия и нарушение функции почек (включая острую почечную недостаточность) в сравнении с применением только одного лекарственного средства, действующего на РААС.




	 Риск развития гиперкалиемии может возрастать при совместном применении с другими лекарственными препаратами, способными вызывать гиперкалиемию (калийсодержащие пищевые добавки и заменители соли, содержащие калий и калийсберегающие диуретики (спиронолактон, эплеренон, триамтерен или амилорид), нестероидные противовоспалительные препараты (НПВП, включая селективные ингибиторы циклооксигеназы-2 (ЦОГ-2)), гепарин, иммунодепрессанты (циклоспорин, такролимус, триметоприм)). При необходимости на фоне документально подтвержденной гипокалиемии совместное применение препаратов следует осуществлять с осторожностью и регулярно контролировать содержание калия в плазме крови.



Дигоксин



	 При совместном приеме телмисартана с дигоксином было отмечено увеличение средней Сmах дигоксина в плазме крови на 49% и минимальной концентрации на 20%. В начале лечения, при подборе дозы и прекращении лечения телмисартаном, следует тщательно контролировать концентрацию дигоксина в плазме крови для ее поддержания в рамках терапевтического диапазона.



Калийсберегающие диуретики или калийсодержащие пищевые добавки



	 Антагонисты рецепторов ангиотензина II, такие как телмисартан, снижают вызываемую диуретиком потерю калия. Калийсберегающие диуретики, например, спиронолактон, эплеренон, триамтерен или амилорид, калийсодержащие пищевые добавки или заменители соли могут привести к значимому повышению содержания калия в плазме крови. Если сопутствующее применение показано, поскольку имеется документально подтвержденная гипокалиемия, их следует применять с осторожностью и на фоне регулярного контроля калия в плазме крови.



Препараты лития



	 При совместном приеме препаратов лития с ингибиторами АПФ и АРА II, включая телмисартан, возникало обратимое повышение концентрации лития в плазме крови и его токсического действия. При необходимости применения данной комбинации препаратов рекомендуется тщательно контролировать концентрацию лития в плазме крови.



Нестероидные противовоспалительные лекарственные препараты (НПВП)



	 НПВП (включая ацетилсалициловую кислоту в дозах, используемых для противовоспалительного лечения, ингибиторы ЦОГ-2 и неселективные НПВП) могут ослаблять антигипертензивное действие АРА II. У некоторых пациентов с нарушением почечной функции (например, пациентов с обезвоживанием, пожилых пациентов с нарушением функции почек) совместное применение АРА II и препаратов, угнетающих циклооксигеназу-2 может приводить к дальнейшему ухудшению почечной функции, включая развитие острой почечной недостаточности, которая, как правило, является обратимой. Поэтому совместное применение препаратов следует осуществлять с осторожностью, особенно пожилым пациентам. Следует обеспечить надлежащее поступление жидкости, кроме того, в начале совместного применения и периодически в дальнейшем следует контролировать показатели функции почек.



Диуретики (тиазидные или петлевые диуретики)



	 Предшествующее лечение высокими дозами диуретиков, такими как фуросемид (петлевой диуретик) и гидрохлоротиазид (тиазидный диуретик), может привести к гиповолемии и риску развития артериальной гипотензии в начале лечения телмисартаном.



Прочие антигипертензивные средства



	 Действие телмисартана может усиливаться при совместном применении других антигипертензивных лекарственных средств. На основании фармакологических свойств баклофена и амифостина можно предположить, что они будут усиливать терапевтический эффект всех антигипертензивных средств, включая телмисартан. Кроме того, ортостатическая гипотензия может усиливаться на фоне приема алкоголя, барбитуратов, наркотических средств или антидепрессантов.



Кортикостероиды (для системного применения)



	 Кортикостероиды ослабляют действие телмисартана.



Гидрохлоротиазид



	 При одновременном применении с:




	 - этанолом, барбитуратами или наркотическими анальгетиками: риск ортостатической гипотензии;




	 - гипогликемическими средствами для приема внутрь и инсулином: может потребоваться коррекция дозы гипогликемических средств для приема внутрь и инсулина;




	 - метформином: риск развития молочнокислого ацидоза;




	 - колестирамином и колестиполом: в присутствии анионных обменных смол нарушается всасывание гидрохлоротиазида;




	 - сердечными гликозидами: риск гипокалиемии или гипомагниемии, вызываемых тиазидными диуретиками, развитие аритмий, вызванных приемом сердечных гликозидов;




	 - прессорными аминами (например, норэпинефрином): возможно ослабление эффекта прессорных аминов;




	 - недеполяризующими миореклаксантами (например, тубокурарина хлоридом): гидрохлоротиазид может усиливать эффект недеполяризующих миореклаксантов;




	 - противоподагрическими средствами: может повышаться концентрация мочевой кислоты в сыворотке крови и поэтому могут потребоваться изменения дозы урикозурических средств. Применение тиазидных диуретиков увеличивает частоту развития реакций повышенной чувствительности на аллопуринол;




	 - препаратами кальция и витамином D: тиазидные диуретики могут повышать содержание кальция в сыворотке крови вследствие уменьшения его выведения почками. Если требуется применять препараты кальция, следует регулярно контролировать содержание кальция в крови и, если необходимо, изменять дозу препаратов кальция;




	 - бета-адреноблокаторами и диазоксидом: тиазидные диуретики могут усиливать гипергликемию, вызываемую бета-адреноблокаторами и диазоксидом;




	 - м-холиноблокаторами (например, атропином, биперидином): уменьшение моторики желудочно-кишечного тракта, увеличение биодоступности тиазидных диуретиков;




	 - амантадином: клиренс амантадина может снижаться гидрохлоротиазидом, что приводит к увеличению концентрации амантадина в плазме крови и возможной токсичности;




	 - цитотоксическими средствами (например, циклофосфамидом, метотрексатом): уменьшение почечной экскреции цитотоксических средств и усиление их миелосупрессивного действия;




	 - НПВП: совместное применение с тиазидными диуретиками может привести к снижению диуретического и антигипертензивного эффекта;




	 - средствами, которые приводят к выведению калия и гипокалиемии (например, диуретиками, выводящими калий; слабительными средствами; глюкокортикостероидами, кальцитонином, АКТГ (адренокортикотропный гормон), глицирризиновой кислотой (содержится в корне солодки), амфотерицином В; карбеноксолоном; бензилпенициллином; производными ацетилсалициловой кислоты): усиление гипокалиемического эффекта. Гипокалиемия, вызываемая гидрохлоротиазидом, компенсируется калийсберегающим эффектом телмисартана;




	 - теофиллином: увеличение риска гипокалиемии;




	 - амиодароном: одновременное применение с тиазидными диуретиками может вести к повышению риска аритмий, связанных с гипокалиемией;




	 - калийсберегающими диуретиками, препаратами калия, другими средствами, способными повышать содержание калия в сыворотке крови (например, гепарином) или замена натрия в поваренной соли солями калия могут приводить к гиперкалиемии.






	 Рекомендуется периодический контроль содержания калия в плазме крови в случаях, когда препарат Телпрес Плюс назначен совместно с препаратами, которые могут вызывать гипокалиемию, а также с препаратами, способными повышать содержание калия в сыворотке крови.


",Гидрохлоротиазид + Телмисартан,"Телпрес плюс таб 40мг+12,5мг N28 (Ксантис)","


Каждая таблетка 12,5 мг + 40 мг содержит:


действующие вещества: гидрохлоротиазид - 12,50 мг, телмисартан - 40,00 мг;



вспомогательные вещества: маннитол - 163,85 мг, повидон-К25 - 10,80 мг, кросповидон - 6,00 мг, магния стеарат - 4,50 мг, меглюмин - 12,00 мг, натрия гидроксид - 3,35 мг, лактозы моногидрат - 49,84 мг, целлюлоза микрокристаллическая - 32,00 мг, гипромеллоза - 3,00 мг, карбоксиметилкрахмал натрия, тип А - 2,00 мг, железа оксид желтый (Е 172) - 0,17 мг.
