group,name_item,href_name,price,stock,recipe,substance,producer
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Ринза таб. №4,https://xn--80aafkze2bij.online/rinza-tab-4-6911478/,116.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ХЛОРФЕНАМИН,Юник Фармасьютикал Лабораториз
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Колдакт флю плюс капс. пролонг. №10,https://xn--80aafkze2bij.online/koldakt-flyu-plyus-kaps-prolong-10-2152378/,312.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ХЛОРФЕНАМИН,Натко Фарма Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Ринзасип с витамином C пор. д/р-ра внутр апельсиновый 5г №10,https://xn--80aafkze2bij.online/rinzasip-s-vitaminom-c-por-apelsin-5g-10-1717618/,381.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Юник Фармасьютикал Лабораториз
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Ринзасип д/детей пор. д/р-ра внутр малиновый 3г №10,https://xn--80aafkze2bij.online/rinzasip-s-vitaminom-c-por-d-detey-malina-3g-10-4754608/,380.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИРАМИН+АСКОРБИНОВАЯ КИСЛОТА,Юник Фармасьютикал Лабораториз
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Антигриппин-Анви капс. №20,https://xn--80aafkze2bij.online/antigrippin-anvi-kaps-20-2308778/,190.0,есть в наличии,Нет,~,АнвиЛаб ООО/Фармпроект АО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Антигриппин-Анви капс. №20,https://xn--80aafkze2bij.online/antigrippin-anvi-kaps-20-2022398/,184.0,есть в наличии,Нет,~,Антивирал НПО ЗАО/Фармпроект АО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Ринзасип с витамином C пор. д/р-ра внутр лимонный 5г №5,https://xn--80aafkze2bij.online/rinzasip-s-vitaminom-c-por-limon-5g-5-1157758/,231.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Юник Фармасьютикал Лабораториз
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Ринзасип с витамином C пор. д/р-ра внутр черносмородиновый 5г №5,https://xn--80aafkze2bij.online/rinzasip-s-vitaminom-c-por-chernaya-smorodina-5g-5-3110878/,224.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Юник Фармасьютикал Лабораториз
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Ринзасип с витамином C пор. д/р-ра внутр апельсиновый 5г №5,https://xn--80aafkze2bij.online/rinzasip-s-vitaminom-c-por-apelsin-5g-5-1568028/,203.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Юник Фармасьютикал Лабораториз
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Ринзасип с витамином C пор. д/р-ра внутр лимонный 5г №10,https://xn--80aafkze2bij.online/rinzasip-s-vitaminom-c-por-limon-5g-10-1547958/,376.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Юник Фармасьютикал Лабораториз
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Ринзасип с витамином C пор. д/р-ра внутр черносмородиновый 5г №10,https://xn--80aafkze2bij.online/rinzasip-s-vitaminom-c-por-chernaya-smorodina-5g-10-3157708/,382.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Юник Фармасьютикал Лабораториз
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Колдрекс хотрем пор. д/р-ра внутр лимонный 5г №10,https://xn--80aafkze2bij.online/koldreks-khotrem-por-d-r-ra-vnutr-limonnyy-5g-10-2418328/,549.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+[АСКОРБИНОВАЯ КИСЛОТА],СмитКляйн Бичем С.А.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Колдрекс юниор пор. д/р-ра внутр д/детей 3г №10,https://xn--80aafkze2bij.online/koldreks-yunior-por-d-r-ra-vnutr-d-detey-3g-10-1559078/,468.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+[АСКОРБИНОВАЯ КИСЛОТА],СмитКляйн Бичем С.А.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Антигриппин пор. д/р-ра внутр лимонно-медовый 5г №3,https://xn--80aafkze2bij.online/antigrippin-por-d-r-ra-vnutr-med-limon-5g-3-5648098/,158.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Натур Продукт Фарма Сп. з о.о.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Дезгриппин таб. шип. 500мг+10мг+200мг №10,https://xn--80aafkze2bij.online/dezgrippin-tab-ship-laym-10-6540248/,338.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],ФармВИЛАР НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Простудокс пор. д/р-ра внутр лимонный 5г №5,https://xn--80aafkze2bij.online/prostudoks-por-d-r-ra-vnutr-limonnyy-5g-5-7284938/,238.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+[АСКОРБИНОВАЯ КИСЛОТА],Синтез ОАО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Простудокс пор. д/р-ра внутр лимонный 5г №10,https://xn--80aafkze2bij.online/prostudoks-por-d-r-ra-vnutr-limonnyy-5g-10-7284918/,341.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+[АСКОРБИНОВАЯ КИСЛОТА],Синтез ОАО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Колдрекс максгрипп пор. д/р-ра внутр лимонный №5,https://xn--80aafkze2bij.online/koldreks-maksgripp-por-d-r-ra-vnutr-limonnyy-limon-5-2013988/,356.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+[АСКОРБИНОВАЯ КИСЛОТА],СмитКляйн Бичем С.А.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,"Колдрекс максгрипп пор. д/р-ра внутр лимонный 6,43г №10",https://xn--80aafkze2bij.online/koldreks-maksgripp-por-d-r-ra-vnutr-limonnyy-6-43g-10-1494268/,650.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+[АСКОРБИНОВАЯ КИСЛОТА],СмитКляйн Бичем С.А.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Колдрекс хотрем пор. д/р-ра внутр лимонный 5г №5,https://xn--80aafkze2bij.online/koldreks-khotrem-por-d-r-ra-vnutr-limonnyy-5g-5-1853418/,309.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+[АСКОРБИНОВАЯ КИСЛОТА],СмитКляйн Бичем С.А.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Антигриппин таб. шип. №10  (пенал в конверте),https://xn--80aafkze2bij.online/antigrippin-tab-ship-10-penal-v-konverte-1879368/,424.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Валеант ООО/пр.Натур Продукт Фарма Сп. з о.о.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Антигриппин таб. шип. со вкусом и ароматом малины 500мг+10мг+200мг №10,https://xn--80aafkze2bij.online/antigrippin-tab-ship-so-vkusom-i-aromatom-maliny-500mg-10mg-200mg-10-2529918/,449.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Натур Продукт Фарма Сп. з о.о.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр лимонный 5г №12,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-limonnyy-5g-12-3854218/,477.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр лимонный с медом 5г №12,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-limonnyy-s-medom-5g-12-3854228/,492.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр черносмородиновый 5г №12,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-chernosmorodinovyy-5g-12-3854248/,421.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр лимонный с медом 5г №24,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-limonnyy-s-medom-5g-24-3854188/,732.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр клюквенный 5г №3,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-klyukvennyy-5g-3-4653858/,169.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр лимонный 5г №3,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-limonnyy-5g-3-3854298/,169.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр лимонный с медом 5г №3,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-limonnyy-s-medom-5g-3-3854308/,162.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр малиновый 5г №3,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-malinovyy-5g-3-3854318/,171.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр лимонный 5г №6,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-limonnyy-5g-6-3854258/,270.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр лимонный с медом 5г №6,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-limonnyy-s-medom-5g-6-3854268/,272.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр малиновый 5г №6,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-malinovyy-5g-6-3854278/,268.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс пор. д/р-ра внутр черносмородиновый 5г №6,https://xn--80aafkze2bij.online/anvimaks-por-d-r-ra-vnutr-chernosmorodinovyy-5g-6-3854288/,270.0,есть в наличии,Нет,~,Фармпроект АО/Фармвилар НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Дезгриппин пор. д/р-ра внутр малиновый №6,https://xn--80aafkze2bij.online/dezgrippin-por-d-r-ra-vnutr-malina-6-7550788/,229.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],ФармВИЛАР НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Дезгриппин пор. д/р-ра внутр лимонно-медовый №6,https://xn--80aafkze2bij.online/dezgrippin-por-d-r-ra-vnutr-limon-med-6-7550798/,229.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],ФармВИЛАР НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Дезгриппин пор. д/р-ра внутр лимонно-медовый №12,https://xn--80aafkze2bij.online/dezgrippin-por-d-r-ra-vnutr-limon-med-12-7550768/,339.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],ФармВИЛАР НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Колдакт с витамином С таб. п.п.о. №10,https://xn--80aafkze2bij.online/koldakt-s-vitaminom-s-tab-p-p-o-10-7034958/,341.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Сан Фармасьютикал Индастриз Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Суприма-Бронхо сироп от кашля 100мл,https://xn--80aafkze2bij.online/suprima-bronkho-sirop-ot-kashlya-100ml-1189368/,265.0,есть в наличии,Нет,~,Шрея Лайф Сайенсиз Пвт Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Линкас Балм мазь 25г №1,https://xn--80aafkze2bij.online/linkas-balm-maz-25g-3812948/,176.0,есть в наличии,Нет,~,Хербион Пакистан Пвт Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,"Терафлю от гриппа и простуды пор. д/р-ра внутр лимонный 22,1г №10",https://xn--80aafkze2bij.online/teraflyu-ot-grippa-i-prostudy-por-d-r-ra-vnutr-limonnyy-22-1g-10-1930178/,628.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+АСКОРБИНОВАЯ КИСЛОТА,ГлаксоСмитКляйн Хелскер АО/пр.Фамар Орлеан
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,"Терафлю от гриппа и простуды пор. д/р-ра внутр лимонный 22,1г №14",https://xn--80aafkze2bij.online/teraflyu-ot-grippa-i-prostudy-por-d-r-ra-vnutr-limonnyy-22-1g-14-6529528/,902.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+АСКОРБИНОВАЯ КИСЛОТА,Фамар Орлеан
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,"Терафлю пор. д/р-ра внутр лесные ягоды 11,6г №10",https://xn--80aafkze2bij.online/teraflyu-por-d-r-ra-vnutr-lesnye-yagody-10-1667388/,821.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИРАМИН+ФЕНИЛЭФРИН,ГСК Консьюмер Хелс Инк.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Терафлю экстра пор. д/р-ра внутр лимонный №10,https://xn--80aafkze2bij.online/teraflyu-ekstra-por-d-r-ra-vnutr-limon-10-3393368/,742.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИРАМИН+ФЕНИЛЭФРИН,Новартис Консьюмер Хелс С.А./пр.Фамар
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Терафлю экстратаб таб. №10,https://xn--80aafkze2bij.online/teraflyu-ekstratab-tab-10-2104678/,304.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ХЛОРФЕНАМИН,Новартис Саглик Гида ве Тарим Урунлери Сан. Ве Тик. А.С
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Терафлю от гриппа и простуды пор. лимон №4,https://xn--80aafkze2bij.online/teraflyu-ot-grippa-i-prostudy-por-limon-4-3509188/,354.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+АСКОРБИНОВАЯ КИСЛОТА,Фамар Франция
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,"Терафлю от гриппа и простуды пор. д/р-ра внутр лимонный 22,1г №4",https://xn--80aafkze2bij.online/teraflyu-ot-grippa-i-prostudy-por-d-r-ra-vnutr-limonnyy-22-1g-4-3512358/,331.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН+АСКОРБИНОВАЯ КИСЛОТА,Фамар Орлеан
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Риниколд ХотКап пор. д/р-ра внутр лимонный 5г №5,https://xn--80aafkze2bij.online/rinikold-khotkap-por-d-r-ra-vnutr-limonnyy-5g-5-8186328/,203.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН,Шрея Лайф Сайенсиз Пвт Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Риниколд ХотКап пор. д/р-ра внутр апельсиновый 5г №10,https://xn--80aafkze2bij.online/rinikold-khotkap-por-d-r-ra-vnutr-apelsinovyy-5g-10-8140988/,285.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН,Шрея Лайф Сайенсиз Пвт Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Риниколд ХотКап пор. д/р-ра внутр ананасовый 5г №10,https://xn--80aafkze2bij.online/rinikold-khotkap-por-d-r-ra-vnutr-ananasovyy-5g-10-8186288/,296.0,есть в наличии,Нет,,Шрея Лайф Сайенсиз Пвт Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Риниколд ХотКап пор. д/р-ра внутр ананасовый 5г №5,https://xn--80aafkze2bij.online/rinikold-khotkap-por-d-r-ra-vnutr-ananasovyy-5g-5-8186298/,152.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН,Шрея Лайф Сайенсиз Пвт Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Риниколд ХотКап пор. д/р-ра внутр лимонный 5г №10,https://xn--80aafkze2bij.online/rinikold-khotkap-por-d-r-ra-vnutr-limonnyy-5g-10-8174778/,336.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН,Шрея Лайф Сайенсиз Пвт Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,ИРС 19 спрей наз. 60доз 20мл №1,https://xn--80aafkze2bij.online/irs-19-sprey-naz-60doz-20ml-1-1580088/,676.0,есть в наличии,Нет,ЛИЗАТОВ БАКТЕРИЙ СМЕСЬ [L.JOHNSONII+L.HELVETICUS+L.DELBRUECKII SS LACTIS+L.FERMENTUM+S.PYOGENES GROUPE A+E.FAECIUM+E.FAECALIS+S.GORDONII+S.AUREUS+K.PNEUMONIAE SS PNEUMONIAE+C.PSEUDODIPHTHERITICUM+F.NUCLEATUM SS FUSIFORME+C.ALBICANS],Фармстандарт-Томскхимфарм ОАО/пр.Майлан Лэбораториз САС
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Колдрекс хотрем пор. д/р-ра внутр лимонно-медовый 5г №10,https://xn--80aafkze2bij.online/koldreks-khotrem-por-d-r-ra-vnutr-limonno-medovyy-5g-10-1463398/,518.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+[АСКОРБИНОВАЯ КИСЛОТА],СмитКляйн Бичем С.А.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Колдрекс хотрем пор. д/р-ра внутр лимонно-медовый 5г №5,https://xn--80aafkze2bij.online/koldreks-khotrem-por-d-r-ra-vnutr-limonno-medovyy-5g-5-1303478/,303.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+[АСКОРБИНОВАЯ КИСЛОТА],СмитКляйн Бичем С.А.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Фервекс д/детей пор. 3г №8,https://xn--80aafkze2bij.online/ferveks-d-detey-por-3g-8-3031018/,377.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ФЕНИРАМИН+АСКОРБИНОВАЯ КИСЛОТА,УПСА САС
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,АнвиМакс набор капсул №20,https://xn--80aafkze2bij.online/anvimaks-nabor-kapsul-20-4143388/,319.0,есть в наличии,Нет,АСКОРБИНОВАЯ КИСЛОТА+КАЛЬЦИЯ ГЛЮКОНАТ+ЛОРАТАДИН+ПАРАЦЕТАМОЛ+РИМАНТАДИН+РУТОЗИД,Сотекс ФармФирма ЗАО/пр.ФармВИЛАР НПО ООО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Риниколд ХотКап пор. д/р-ра внутр апельсиновый 5г №5,https://xn--80aafkze2bij.online/rinikold-khotkap-por-d-r-ra-vnutr-apelsinovyy-5g-5-8186318/,202.0,есть в наличии,Нет,КОФЕИН+ПАРАЦЕТАМОЛ+ФЕНИЛЭФРИН+ФЕНИРАМИН,Шрея Лайф Сайенсиз Пвт Лтд
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Антигриппин пор. д/р-ра внутр лимонно-медовый 5г №10,https://xn--80aafkze2bij.online/antigrippin-por-d-r-ra-vnutr-med-limon-10-3088058/,444.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Натур Продукт Фарма Сп. з о.о.
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Максиколд рино пор. д/р-ра внутр малиновый 15г №10,https://xn--80aafkze2bij.online/maksikold-rino-por-d-r-ra-vnutr-malina-15g-10-3161428/,312.0,есть в наличии,Нет,Парацетамол+Фенилэфрин+Фенирамин+[Аскорбиновая кислота],Фармстандарт-Лексредства ОАО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Максиколд рино пор. д/р-ра внутр лимонный 15г №5  (391007),https://xn--80aafkze2bij.online/maksikold-rino-por-d-r-ra-vnutr-limon-15g-5-3161418/,193.0,есть в наличии,Нет,Парацетамол+Фенилэфрин+Фенирамин+[Аскорбиновая кислота],Фармстандарт-Лексредства ОАО
preparaty-pri-prostudnykh-zabolevaniyakh-i-grippe,Антигриппин таб. детск. шип. №10,https://xn--80aafkze2bij.online/antigrippin-tab-detsk-ship-10-3772358/,437.0,есть в наличии,Нет,ПАРАЦЕТАМОЛ+ХЛОРФЕНАМИН+[АСКОРБИНОВАЯ КИСЛОТА],Натур Продукт Фарма Сп. з о.о.
