name_item,href_name,price
"Dr. Theiss Анги септ таблетки для рассасывания шалфей, №24",https://vitaexpress.ru/product/angi-sept-tab-d-rassas-shalfey-24/?origin=catalog,202.0
"Dr. Theiss леденцы липа и лимон + вит.С, 75г",https://vitaexpress.ru/product/dr_theiss_ledentsy_lipa_i_limon_vit_s_bad_75g/?origin=catalog,349.0
"Dr. Theiss леденцы шалфей и мед, 50г",https://vitaexpress.ru/product/ledentsy-shalfey-s-myedom-ot-kashlya-doktor-tayss-bad-50g/?origin=catalog,235.0
"Dr. Theiss леденцы шалфей с мёдом, 75г",https://vitaexpress.ru/product/dr_theiss_ledentsy_shalfey_s_myedom_75g/?origin=catalog,459.0
"Dr. Theiss сироп c подорожником, 250мл",https://vitaexpress.ru/product/sirop-podorozhnika-doktor-tayss-250ml/?origin=catalog,529.0
"Dr. Theiss сироп с подорожником, 100мл",https://vitaexpress.ru/product/sirop-podorozhnika-doktor-tayss-100ml/?origin=catalog,314.0
"Аквалор актив софт душ спрей, 150мл",https://vitaexpress.ru/product/akvalor_aktiv_soft_dush_sprey_150ml/?origin=catalog,698.0
"Аквалор актив софт душ спрей, 50мл",https://vitaexpress.ru/product/akvalor_aktiv_soft_mini_dush_sprey_50ml/?origin=catalog,512.0
"Аквалор актив форте душ спрей, 150мл",https://vitaexpress.ru/product/akvalor_aktiv_forte_dush_sprey_150ml/?origin=catalog,644.0
"Аквалор актив форте душ спрей, 50мл",https://vitaexpress.ru/product/akvalor_aktiv_forte_mini_dush_sprey_50ml/?origin=catalog,530.0
"Аквалор Беби капли, 15мл",https://vitaexpress.ru/product/akvalor-bebi-15ml-kapli/?origin=catalog,281.0
"Аквалор беби спрей назальный, 150мл",https://vitaexpress.ru/product/akvalor_bebi_sprey_150ml/?origin=catalog,627.0
"Аквалор горло спрей с алоэ вера+рим. ромашка, 150мл",https://vitaexpress.ru/product/akvalor_gorlo_sprey_s_aloe_vera_rim_romashka_150ml/?origin=catalog,599.0
"Аквалор норм спрей, 150мл",https://vitaexpress.ru/product/akvalor_norm_sprey_150ml_175848/?origin=catalog,556.0
"Аквалор протект спрей, 30мл",https://vitaexpress.ru/product/akvalor_protekt_sprey_30ml/?origin=catalog,491.0
"Аквалор софт мини спрей, 50мл Нижфарм",https://vitaexpress.ru/product/akvalor_soft_mini_sprey_50ml/?origin=catalog,422.0
"Аквалор софт спрей назальный, 150мл",https://vitaexpress.ru/product/akvalor_soft_sprey_150_ml/?origin=catalog,479.0
"Аквалор Форте душ спрей д/детей с 1 года и взрослых, 150мл",https://vitaexpress.ru/product/akvalor_forte_dush_sprey_dlya_detey_s_1_goda_i_vzroslykh_150ml/?origin=catalog,593.0
"Аквалор форте мини душ для детей с 1 года и взрослых, 50мл Нижфарм",https://vitaexpress.ru/product/akvalor_forte_mini_dush_dlya_detey_s_1_goda_i_vzroslykh_50ml/?origin=catalog,469.0
"Аквалор Экстра Форте спрей д/детей и взрослых, 150мл",https://vitaexpress.ru/product/akvalor_ekstra_forte_sprey_d_detey_i_vzroslykh_150ml/?origin=catalog,715.0
"Аква Марис Беби интенсивное промывание спрей, 150мл",https://vitaexpress.ru/product/akva_maris_bebi_intensivnoe_promyvanie_sprey_150ml/?origin=catalog,569.0
"Аква Марис Беби интенсивное промывание спрей, 50мл",https://vitaexpress.ru/product/akva_maris_bebi_intensivnoe_promyvanie_sprey_50ml/?origin=catalog,449.0
"Аква Марис капли д/детей, 10мл",https://vitaexpress.ru/product/akva_maris_kapli_d_detey_10ml/?origin=catalog,184.0
"Аква Марис Классик спрей, 30мл",https://vitaexpress.ru/product/akva_maris_klassik_sprey_30ml/?origin=catalog,350.0
"Аква Марис Лейка устройство для промывания носа + морская соль саше, №30",https://vitaexpress.ru/product/akva-maris-leyka-ustroystvo-d-prom-nosa-morsk-sol-sashe-30/?origin=catalog,557.0
"Аква Марис насадки сменные для аспиратора назальные для детей, №10",https://vitaexpress.ru/product/akva_maris_nasadki_smennye_d_aspiratora_nazaln_d_detey_10/?origin=catalog,316.0
"Аква Марис Норм интенсивное промывание спрей, 150мл с 6 мес.",https://vitaexpress.ru/product/akva_maris_norm_intensivnoe_promyvanie_sprey_150ml_s_6_mes/?origin=catalog,569.0
"Аква Марис Норм спрей интенсивное промывание, 50мл",https://vitaexpress.ru/product/akva_maris_norm_intensivnoe_promyvanie_50ml/?origin=catalog,401.0
"Аква Марис Плюс спрей, 30мл",https://vitaexpress.ru/product/akva_maris_plyus_sprey_30ml/?origin=catalog,359.0
"Аква Марис саше с морской солью, №30",https://vitaexpress.ru/product/akva-maris-sr-vo-s-morsk-solyu-sashe-30-k-ust-vu-leyka/?origin=catalog,469.0
"Аква Марис Стронг спрей для горла, 30мл",https://vitaexpress.ru/product/akva_maris_strong_sprey_dlya_gorla_30ml/?origin=catalog,359.0
"Аква Марис Стронг спрей назальный, 30мл",https://vitaexpress.ru/product/akva_maris_strong_sprey_30ml/?origin=catalog,359.0
"Аква Марис Экстрасильный спрей, 150мл",https://vitaexpress.ru/product/akva_maris_ekstrasilnyy_sprey_150ml/?origin=catalog,419.0
"Аква Марис Эктоин спрей, 20мл",https://vitaexpress.ru/product/akva-maris-ektoin-20-ml/?origin=catalog,645.0
"Акваназаль софт аэрозоль, 150мл",https://vitaexpress.ru/product/akvanazal_soft_aer_sr_vo_d_prom__i_orosh__polosti_nosa_150ml/?origin=catalog,369.0
"Акваназаль форте аэрозоль, 150мл",https://vitaexpress.ru/product/akvanazal_forte_aer_sr_vo_d_prom__i_orosh_polosti_nosa_150ml/?origin=catalog,369.0
"Алтей сироп, 150мл",https://vitaexpress.ru/product/alteya-sirop-150ml/?origin=catalog,254.0
"Алтея сироп-Акос, 95мл",https://vitaexpress.ru/product/alteya_sirop_akos_95ml_/?origin=catalog,101.0
"Амбробене раствор д/инъекций 15мг, 2мл №5",https://vitaexpress.ru/product/ambrobene-r-r-d-inekts-15mg-2ml-5-amp/?origin=catalog,191.0
"Амбробене раствор для приема внутрь и д/ингал. 7,5мг/мл, 100мл",https://vitaexpress.ru/product/ambrobene-r-r-7-5mg-ml-100ml-fl-d-priema-vnutr/?origin=catalog,166.0
"Амбробене раствор для приема внутрь и д/ингал. 7,5мг/мл, 40мл",https://vitaexpress.ru/product/ambrobene-r-r-7-5mg-ml-40ml-fl-d-priema-vnutr/?origin=catalog,119.0
"Амбробене сироп малина 15мг/5мл, 100мл",https://vitaexpress.ru/product/ambrobene-sirop-15mg-5ml-100ml/?origin=catalog,126.0
"Амбробене Стоптуссин капли д/приема внутрь, 10мл",https://vitaexpress.ru/product/ambrobene_stoptussin_kapli_10ml/?origin=catalog,182.0
"Амбробене Стоптуссин капли д/приема внутрь, 25мл",https://vitaexpress.ru/product/ambrobene_stoptussin_0_04_1g_25ml/?origin=catalog,311.0
"Амбробене Стоптуссин капли д/приема внутрь, 50мл",https://vitaexpress.ru/product/ambrobene_stoptussin_kapli_dlya_priema_vnutr_50_ml/?origin=catalog,447.0
"Амбробене Стоптуссин таблетки 4мг + 100мг, №20",https://vitaexpress.ru/product/ambrobene_stoptussin_tabletki_4mg_100mg_20/?origin=catalog,289.0
"Амбробене таблетки 30мг, №20",https://vitaexpress.ru/product/ambrobene-tab-30mg-20/?origin=catalog,148.0
"Амброгексал таблетки 30мг, №20",https://vitaexpress.ru/product/ambrogeksal-tab-30mg-20/?origin=catalog,106.0
"Амброксол Вертекс раствор для приема внутрь и д/ингал. 7,5мг/мл, 100мл",https://vitaexpress.ru/product/ambroksol_verteks_rastvor_dlya_priema_vnutr_i_d_ingal_7_5mg_ml_100ml/?origin=catalog,170.0
"Амброксол Канон таблетки 30мг, №20",https://vitaexpress.ru/product/ambroksol_kanon_tabletki_30mg_20/?origin=catalog,70.0
"Амброксол Озон раствор для приема внутрь и д/ингал. 7,5мг/мл, 40мл",https://vitaexpress.ru/product/ambroksol_ozon_rastvor_d_priema_vnutr_i_ingal_7_5mg_ml_40ml/?origin=catalog,117.0
"Амброксол Озон таблетки 30мг, №20",https://vitaexpress.ru/product/ambroksol_ozon_tabletki_30mg_20/?origin=catalog,33.0
"Амброксол раствор для приема внутрь и д/ингал. Озон 7,5мг/мл, 100мл",https://vitaexpress.ru/product/ambroksol_r_r_7_5mg_ml_100ml_fl_d_priema_vnutr/?origin=catalog,184.0
"Амброксол Реневал таблетки 30мг, №20",https://vitaexpress.ru/product/ambroksol_reneval_tabletki_30mg_20/?origin=catalog,129.0
"Амброксол сироп 15мг/5мл, 100мл",https://vitaexpress.ru/product/ambroksol_sirop_15mg_5ml_100ml_15_5mg_ml_100ml/?origin=catalog,178.0
"Амброксол сироп 30мг/5мл, 100мл",https://vitaexpress.ru/product/ambroksol_sirop_30mg_5ml_100ml_30_5mg_ml_100_ml/?origin=catalog,231.0
"Амброксол таблетки 30мг, №20, Акрихин",https://vitaexpress.ru/product/ambroksol_tabletki_30mg_20/?origin=catalog,115.0
"Анабар Эдас-308 сироп, 100мл",https://vitaexpress.ru/product/anabar_edas_308_sirop_100ml/?origin=catalog,259.0
"Анасбарбарисан гранулы, 5г",https://vitaexpress.ru/product/anasbarbarisan_granuly_5g/?origin=catalog,329.0
"Анауран капли ушные, 25мл",https://vitaexpress.ru/product/anauran-kapli-ushnye-25ml/?origin=catalog,512.0
"Анауретте спрей для очищения ушной полости, 15мл",https://vitaexpress.ru/product/anaurette-sprey-d-ushnoy-polosti-ochishchayushchiy-15ml/?origin=catalog,503.0
"Анвимакс капсулы, №20",https://vitaexpress.ru/product/anvimaks_kaps_20/?origin=catalog,292.0
"Анвимакс порошок д/приг. р-ра д/пр. внутрь лимон, №3",https://vitaexpress.ru/product/anvimaks-por-d-prig-r-ra-d-pr-vnutr-limon-3-25404/?origin=catalog,165.0
"Анвимакс порошок д/р-ра для приема внутрь клюква, №6",https://vitaexpress.ru/product/anvimaks_poroshok_d_prig_r_ra_d_pr_vnutr_klyukva_6/?origin=catalog,289.0
"Анвимакс порошок д/р-ра для приема внутрь лимон, №12 Фармпроект",https://vitaexpress.ru/product/anvimaks_por_d_prig_r_ra_d_pr_vnutr_limon_12_52718/?origin=catalog,413.0
"Анвимакс порошок д/р-ра для приема внутрь лимон, №24",https://vitaexpress.ru/product/anvimaks_poroshok_d_prig_r_ra_d_pr_vnutr_limon_24/?origin=catalog,695.0
"Анвимакс порошок д/р-ра для приема внутрь лимон, №6",https://vitaexpress.ru/product/anvimaks_poroshok_6_limon/?origin=catalog,269.0
"Анвимакс порошок д/р-ра для приема внутрь малина, №12",https://vitaexpress.ru/product/anvimaks_por__dprig__r_ra_dpr__vnutr__12_malina/?origin=catalog,413.0
"Анвимакс порошок д/р-ра для приема внутрь малина, №3",https://vitaexpress.ru/product/anvimaks_poroshok_d_prig_r_ra_d_pr_vnutr_malina_3/?origin=catalog,189.0
"Анвимакс порошок д/р-ра для приема внутрь малина, №6",https://vitaexpress.ru/product/anvimaks_por_d_prig_r_ra_d_pr_vnutr_malina_6/?origin=catalog,227.0
"Анвимакс порошок д/р-ра для приема внутрь мед-лимон, №3",https://vitaexpress.ru/product/anvimaks_poroshok_d_prig_r_ra_vnutr_med_limon_3/?origin=catalog,141.0
"Анвимакс порошок д/р-ра для приема внутрь мед-лимон, №6",https://vitaexpress.ru/product/anvimaks_poroshok_d_prig_r_ra_vnutr_med_limon_6/?origin=catalog,227.0
"Анвимакс порошок д/р-ра для приема внутрь черная смородина, №6",https://vitaexpress.ru/product/anvimaks_poroshok_d_prig_r_ra_vnutr_chernaya_smorodina_6/?origin=catalog,279.0
"Анвимакс таблетки шипучие малина, №10",https://vitaexpress.ru/product/anvimaks_tabletki_shipuchie_malina_10/?origin=catalog,318.0
"Ангидак Септ раствор д/местн. прим. 0,15%, 150мл",https://vitaexpress.ru/product/angidak_sept_rastvor_0_15_150_ml/?origin=catalog,386.0
"Ангидак спрей д/местн. прим. 0,255мг/доза, 30мл 176 доз",https://vitaexpress.ru/product/angidak_sprey_d_mestn_prim_0_255mg_doza_30ml_176_doz/?origin=catalog,415.0
"Ангидак форте спрей д/местн. прим. 0,51мг/доза, 30мл 176доз",https://vitaexpress.ru/product/angidak_forte_sprey_dmest_prim__0_51mgdoza_30ml_176_doz/?origin=catalog,432.0
"Анти-ангин формула пастилки, №12",https://vitaexpress.ru/product/anti-angin-formula-past-12/?origin=catalog,245.0
"Анти-ангин формула пастилки, №24",https://vitaexpress.ru/product/anti-angin-formula-past-24/?origin=catalog,263.0
"Антигриппин-Анви капсулы, №20",https://vitaexpress.ru/product/antigrippin-anvi-kaps-20/?origin=catalog,171.0
"Антигриппин детский таблетки шипучие, №10",https://vitaexpress.ru/product/antigrippin-tab-shipuch-10-detskiy/?origin=catalog,374.0
"Антигриппин порошок д/р-ра для приема внутрь мед-лимон, №10",https://vitaexpress.ru/product/antigrippin_poroshok_d_prig_r_ra_d_pr_vnutr_med_limon_10/?origin=catalog,398.0
"Антигриппин порошок д/р-ра для приема внутрь ромашка, №10",https://vitaexpress.ru/product/antigrippin-sashe-10-romashka/?origin=catalog,431.0
"Антигриппин таблетки шипучие, №10",https://vitaexpress.ru/product/antigrippin-tab-shipuch-10-vzrosl/?origin=catalog,363.0
"Антигриппин таблетки шипучие апельсин, №10",https://vitaexpress.ru/product/antigrippin_tabletki_shipuchie_apelsin_10/?origin=catalog,401.0
"Антигриппин таблетки шипучие грейпфрут, №10",https://vitaexpress.ru/product/antigrippin_tabletki_shipuchie_greypfrut_10/?origin=catalog,459.0
"Антигриппин таблетки шипучие детский, №30",https://vitaexpress.ru/product/antigrippin_tabletki_shipuchie_detskiy_30/?origin=catalog,783.0
"Антигриппин таблетки шипучие малина, №10",https://vitaexpress.ru/product/antigrippin-tab-shipuch-10-vzrosl-s-malinovym-vkusom/?origin=catalog,365.0
"Антигриппин Экспресс порошок д/р-ра для приема внутрь лимон, №12",https://vitaexpress.ru/product/antigrippin_ekspress_poroshok_d_prig_r_ra_limon_12/?origin=catalog,459.0
"Антигриппин Экспресс порошок д/р-ра для приема внутрь лимон, №6",https://vitaexpress.ru/product/antigrippin_ekspress_poroshok_d_priema_vnutr_limon_6/?origin=catalog,279.0
"Антигриппин Экспресс порошок д/р-ра для приема внутрь малина, №12",https://vitaexpress.ru/product/antigrippin_ekspress_poroshok_d_prig_r_ra_malina_12/?origin=catalog,459.0
"Антигриппин-Экспресс порошок д/р-ра для приема внутрь малина, №6",https://vitaexpress.ru/product/antigrippin_ekspress_poroshok_d_prig_r_ra_d_pr_vnutr_malina_6/?origin=catalog,279.0
"Антифлу кидс порошок д/р-ра для приема внутрь, №5",https://vitaexpress.ru/product/antiflu-kids-por-d-prigot-r-ra-d-priema-vnutr-5-pak/?origin=catalog,229.0
"Аскорил Моно таблетки 4мг, №20",https://vitaexpress.ru/product/askoril_mono_tabletki_4mg_20/?origin=catalog,158.0
"Аскорил таблетки, №10",https://vitaexpress.ru/product/askoril_tab_10/?origin=catalog,296.0
"Аскорил таблетки, №20",https://vitaexpress.ru/product/askoril_tab_20/?origin=catalog,440.0
"Аскорил таблетки, №50",https://vitaexpress.ru/product/askoril_tab_50/?origin=catalog,1031.0
"Аскорил Экспекторант раствор для приема внутрь без сахара, 200мл",https://vitaexpress.ru/product/askoril_ekspektorant_rastvor_200ml/?origin=catalog,597.0
"Аскорил Экспекторант раствор для приема внутрь б/сахара, 100мл",https://vitaexpress.ru/product/askoril_ekspektorant_rastvor_b_sakhara_100ml/?origin=catalog,464.0
"Аскорил Экспекторант сироп, 100мл",https://vitaexpress.ru/product/askoril_ekspektorant_sirop_100ml_otkhark/?origin=catalog,383.0
"Аскорил Экспекторант сироп, 200мл",https://vitaexpress.ru/product/askoril_ekspektorant_sirop_200_ml_otkhark/?origin=catalog,566.0
"Аспирин комплекс порошок д/р-ра для приема внутрь, №10",https://vitaexpress.ru/product/aspirin-kompleks-por-ship-d-prig-r-ra-d-pr-vnutr-10-pak/?origin=catalog,527.0
"Аспирин-С таблетки шипучие, №10",https://vitaexpress.ru/product/aspirin-s-tab-shipuch-10/?origin=catalog,419.0
"Аспровит-С таблетки шипучие, №10",https://vitaexpress.ru/product/asprovit_s_tabletki_shipuchie_10/?origin=catalog,235.0
"Астрасепт таблетки для рассасывания, №16",https://vitaexpress.ru/product/astrasept_tab__drassas___16/?origin=catalog,199.0
"Астрасепт таблетки для рассасывания апельсин, №16",https://vitaexpress.ru/product/astrasept_tab_d_rassas_16_apelsin_16/?origin=catalog,199.0
"Астрасепт таблетки для рассасывания лимон, №16",https://vitaexpress.ru/product/astrasept_limon_tabletki_16/?origin=catalog,199.0
"Астрасепт таблетки для рассасывания лимон-имбирь, №16",https://vitaexpress.ru/product/astrasept_tabletki_d_rassas_limon_imbir_16/?origin=catalog,199.0
"Астрасепт таблетки для рассасывания лимон-мед, №16",https://vitaexpress.ru/product/astrasept_limon_myed_tabletki_16/?origin=catalog,199.0
"Астрасепт таблетки для рассасывания ментол-эвкалипт, №16",https://vitaexpress.ru/product/astrasept_tabletki_d_rassas_mentol_evkalipt_16/?origin=catalog,199.0
"Афлубин капли д/приема внутрь, 20мл",https://vitaexpress.ru/product/aflubin-20ml-kapli-ot-prostudy-i-grippa/?origin=catalog,401.0
"Афлубин капли д/приема внутрь, 50мл",https://vitaexpress.ru/product/aflubin-50ml-kapli-ot-prostudy-i-grippa/?origin=catalog,625.0
"Афлубин таблетки подъязычные, №12",https://vitaexpress.ru/product/aflubin_tabletki_podyazychnye_12/?origin=catalog,350.0
"Афлубин таблетки подъязычные, №24",https://vitaexpress.ru/product/aflubin-tab-gomeopat-24-ot-prostudy-i-grippa/?origin=catalog,482.0
"Афлубин таблетки подъязычные, №48",https://vitaexpress.ru/product/aflubin-tab-gomeopat-48-ot-prostudy-i-grippa/?origin=catalog,779.0
"Африн спрей 0.05%, 15мл",https://vitaexpress.ru/product/afrin_sprey_naz__0_05_15ml/?origin=catalog,489.0
"Африн Увлажняющий спрей 0,05%, 15мл",https://vitaexpress.ru/product/afrin_uvlazhnyayushchiy_sprey_naz__0_05_15ml/?origin=catalog,529.0
"Африн Экстро спрей с эвкалиптом и ментолом 0.05%, 15мл",https://vitaexpress.ru/product/afrin_ekstro_sprey_naz__0_05_15ml_s_evkal_i_mentolom/?origin=catalog,559.0
"А-Церумен Плюс средство многоф.отолар.д/промыв.уш. 2мл, №5",https://vitaexpress.ru/product/a_tserumen_plyus_sr_vo_mnogof_otolar_d_promyv_ush_2_ml_5_amp/?origin=catalog,560.0
"А-Церумен Плюс средство многоф. отоларинг. д/промыв. ушного прохода 2мл, №10",https://vitaexpress.ru/product/a_tserumen_sr_vo_mnogof_otolar_d_promyv_ush_2_ml_10_amp_10_101441/?origin=catalog,760.0
"Ацетилсалициловая кислота таблетки 500мг, №20",https://vitaexpress.ru/product/aspirin_ms_tabletki_500mg_20/?origin=catalog,20.0
"Ацетилсалициловая кислота таблетки 500мг, №20, Фармстандарт",https://vitaexpress.ru/product/aspirin-tab-0-5g-20/?origin=catalog,27.0
"Ацетилцистеин Канон гран. д/р-ра для приема внутрь 200мг, №20",https://vitaexpress.ru/product/atsetiltsistein-gran-d-prig-r-ra-d-pr-vnutr-200g-20/?origin=catalog,112.0
"АЦЦ актив порошок со вкусом ежевики 600мг, №10",https://vitaexpress.ru/product/atsts_aktiv_poroshok_so_vkusom_ezheviki_600mg_10/?origin=catalog,165.0
"АЦЦ-Лонг таблетки шипучие 600мг, №20",https://vitaexpress.ru/product/atsts_long_tabletki_shipuchie_600mg_20/?origin=catalog,459.0
"АЦЦ таблетки шипучие 200мг, №20",https://vitaexpress.ru/product/atsts-200-tab-shipuch-200mg-20/?origin=catalog,123.0
"Бактробан мазь назальная 2%, 3г",https://vitaexpress.ru/product/baktroban-maz-intranazalnaya-2-3g-tuba/?origin=catalog,860.0
"Бальзам Золотая звезда жидкий раствор д/наружн. прим., 5мл",https://vitaexpress.ru/product/zolotaya_zvezda_balzam_5ml_fl/?origin=catalog,228.0
"Бальзам Золотая звезда карандаш для ингаляций, №1",https://vitaexpress.ru/product/zolotaya_zvezda_karandash_d_ingal/?origin=catalog,259.0
"Бальзам Золотая звезда мазь д/наружн. прим., 4г",https://vitaexpress.ru/product/zolotaya_zvezda_balzam_4g/?origin=catalog,167.0
"Барбарис комп. (иов-малыш) гранулы, 20г",https://vitaexpress.ru/product/barbaris-komp-gran-gomeopat-20g/?origin=catalog,272.0
"Барсукор жидкость , 200мл",https://vitaexpress.ru/product/barsuka-zhir-200ml-barsukor-bad/?origin=catalog,758.0
"Барсукор капсулы 200мг, №100",https://vitaexpress.ru/product/barsuka-zhir-kaps-0-2g-100-barsukor-bad/?origin=catalog,303.0
"Барсукор раствор для приема внутрь, 100мл",https://vitaexpress.ru/product/barsuka-zhir-100ml-barsukor-bad/?origin=catalog,341.0
"Бебифрин капли 0,125%, 10мл",https://vitaexpress.ru/product/bebifrin_kapli_naz_0_125_10ml/?origin=catalog,215.0
"Бензидамин Акрихин спрей д/местн. прим. 0,255мг/доза, 30мл 176доз",https://vitaexpress.ru/product/benzidamin_akrikhin_sprey_d_mestn_prim_0_255mg_doza_30ml_176doz/?origin=catalog,293.0
"Бераксол-Солофарм раствор для приема внутрь и д/ингал. 7,5мг/мл, 100мл",https://vitaexpress.ru/product/beraksol_rastvor_d_priema_vnutr_i_ingal_7_5mg_ml_100ml/?origin=catalog,193.0
"Бераксол-СОЛОфарм раствор для приема внутрь и д/ингал. 7,5мг/мл, 2мл №20",https://vitaexpress.ru/product/beraksol_solofarm_rastvor_d_vn_prim_i_ingal_7_5mg_ml_2ml_20/?origin=catalog,134.0
"Бриакон Эдас-903 гранулы, 20г",https://vitaexpress.ru/product/briakon_edas_903_granuly_20g/?origin=catalog,239.0
"Бриапис Эдас-307 сироп, 100мл",https://vitaexpress.ru/product/briapis_edas_307_sirop_100ml/?origin=catalog,229.0
"Бромгексин 4 Берлин-хеми раствор для приема внутрь, 60мл",https://vitaexpress.ru/product/bromgeksin_4_r_r_d_priema_vnutr_4mg_5ml_60ml/?origin=catalog,293.0
"Бромгексин 8 Берлин Хеми таблетки п/о 8мг, №25",https://vitaexpress.ru/product/bromgeksin_8_berlin_khemi_tabletki_p_o_8mg_25/?origin=catalog,242.0
"Бромгексин Акрихин сироп 4мг/5мл, 100мл",https://vitaexpress.ru/product/bromgeksin-akrikhin-4mg-5ml-sirop-100ml/?origin=catalog,239.0
"Бромгексин-Акрихин таблетки 4мг, №50",https://vitaexpress.ru/product/bromgeksin_akrikhin_tabletki_4mg_50/?origin=catalog,122.0
"Бромгексин Озон таблетки 8мг, №50",https://vitaexpress.ru/product/bromgeksin_tab_8mg_50_ozon/?origin=catalog,159.0
"Бромгексин раствор для приема внутрь 4мг/5мл, 60мл",https://vitaexpress.ru/product/bromgeksin_rastvor_d_priema_vnutr_4mg_5ml_60ml/?origin=catalog,190.0
"Бромгексин сироп 4мг/5мл, 100мл",https://vitaexpress.ru/product/bromgeksin-sirop-4mg-5ml-100ml-so-vkus-abrikosa-s-mern-lozh/?origin=catalog,158.0
"Бромгексин таблетки 8мг, №28",https://vitaexpress.ru/product/bromgeksin_tab_8mg_28/?origin=catalog,136.0
"Бронхалис-Хель таблетки подъязычные, №50",https://vitaexpress.ru/product/bronkhalis_khel_tab_podyaz_gomeopat_50/?origin=catalog,494.0
"Бронхикум С пастилки 100мг, №20",https://vitaexpress.ru/product/bronkhikum-s-pastilki-ot-kashlya-100mg-20/?origin=catalog,339.0
"Бронхикум ТП эликсир, 130г",https://vitaexpress.ru/product/bronkhikum-tp-eliksir-130g/?origin=catalog,473.0
"Бронхипрет сироп, 100мл",https://vitaexpress.ru/product/bronkhipret-sirop-100ml/?origin=catalog,521.0
"Бронхипрет сироп, 50мл",https://vitaexpress.ru/product/bronkhipret-sirop-50ml/?origin=catalog,289.0
"Бронхипрет ТП таблетки покрыт. п/о, №20",https://vitaexpress.ru/product/bronkhipret-tp-tab-p-o-20/?origin=catalog,377.0
"Бронхобос капсулы 375мг, №30",https://vitaexpress.ru/product/bronkhobos-kaps-375mg-30/?origin=catalog,458.0
"Бронхобос сироп 125мг/5мл, 200мл",https://vitaexpress.ru/product/bronkhobos-sirop-125mg-5ml-200-ml/?origin=catalog,503.0
"Бронхобос сироп 250мг/5мл, 200мл",https://vitaexpress.ru/product/bronkhobos-sirop-250mg-5ml-200-ml/?origin=catalog,485.0
"Бронхолитин сироп, 125мл",https://vitaexpress.ru/product/bronkholitin-sirop-125g/?origin=catalog,202.0
"Бронхорус сироп 3мг/мл, 100мл",https://vitaexpress.ru/product/bronkhorus-sirop-3-mg-ml-100-ml/?origin=catalog,56.0
"Бронхорус таблетки  30мг, №30",https://vitaexpress.ru/product/bronkhorus_tab__30mg__30/?origin=catalog,40.0
"Бронхотон сироп, 125мл",https://vitaexpress.ru/product/bronkhoton_sirop_125ml/?origin=catalog,228.0
"Бронхофитол плющ сироп, 100мл",https://vitaexpress.ru/product/bronkhofitol_plyushch_sirop_100ml/?origin=catalog,399.0
"Бутамират Фармстандарт раствор для приема внутрь 1,5мг/мл, 200мл",https://vitaexpress.ru/product/butamirat_farmstandart_rastvor_d_pr_vnutr_1_5mg_200ml/?origin=catalog,268.0
"Вертум Лор спрей д/местн. прим. 0,255мг/доза, 40мл 235доз",https://vitaexpress.ru/product/vertum_lor_sprey_0_255mg_doza_40ml_235doz/?origin=catalog,312.0
"Виброцил капли, 15мл",https://vitaexpress.ru/product/vibrotsil_kapli_15ml/?origin=catalog,392.0
"Виброцил спрей, 15мл",https://vitaexpress.ru/product/vibrotsil_sprey_15ml/?origin=catalog,473.0
"Вибуркол суппозитории рект. Хеель, №12",https://vitaexpress.ru/product/viburkol_suppozitorii_rekt_kheel_12/?origin=catalog,557.0
