Unnamed: 0,count_index,pars_day,first_name,name_W,name_W_manufact,item_name,name_manufact,item_price,Manufacturer,Manufacturer_common,count_pars,chain_pharm,base_index,chain_index
531,532_2023-07-04,2023-07-04,Амиксин,Амиксин таблетки 125мг №10,Амиксин таблетки 125мг №10_Фармстандарт,Амиксин таб 125мг N10 (ОТИСИ),Амиксин таб 125мг N10 _Фармстандарт,1042.0,Фармстандарт-Томск,Фармстандарт,3,soc,0,1.0
565,566_2023-07-04,2023-07-04,Амиксин,Амиксин таблетки 125мг №6,Амиксин таблетки 125мг №6_ОТИСИ,Амиксин таб 125мг N6 (ОТИСИ),Амиксин таб 125мг N6 _ОТИСИ,629.0,ОТИСИ,ОТИСИ,3,soc,0,0.9936808846761453
476,477_2023-07-04,2023-07-04,Амиксин,Амиксин таблетки 60мг №10,Амиксин таблетки 60мг №10_Фармстандарт,Амиксин таб 60мг N10 (ОТИСИ),Амиксин таб 60мг N10 _Фармстандарт,644.0,Фармстандарт-Томск,Фармстандарт,3,soc,0,1.0733333333333333
141,142_2023-07-04,2023-07-04,Амиодарон,Амиодарон таблетки 200мг №30,Амиодарон таблетки 200мг №30_Борисовский,Амиодарон таб 200мг N30 (Борисов),Амиодарон таб 200мг N30 _Борисовский,148.0,Борисовский завод,Борисовский,3,soc,0,1.0
582,583_2023-07-04,2023-07-04,Амлодипин,Амлодипин таблетки 10мг №30,Амлодипин таблетки 10мг №30_Вертекс,Амлодипин таб 10мг N30 (Вертекс),Амлодипин таб 10мг N30 _Вертекс,86.0,Вертекс,Вертекс,3,soc,0,1.0
579,580_2023-07-04,2023-07-04,Амлодипин,Амлодипин таблетки 10мг №30,Амлодипин таблетки 10мг №30_Канонфарма,Амлодипин таб 10мг N30 (Канонфарма),Амлодипин таб 10мг N30 _Канонфарма,156.0,Канонфарма,Канонфарма,3,soc,0,1.0
625,626_2023-07-04,2023-07-04,Амлодипин,Амлодипин таблетки 10мг №60,Амлодипин таблетки 10мг №60_Вертекс,Амлодипин таб 10мг N60 (Вертекс),Амлодипин таб 10мг N60 _Вертекс,166.0,Вертекс,Вертекс,3,soc,0,1.0
38,39_2023-07-04,2023-07-04,Амлодипин,Амлодипин таблетки 10мг №60,Амлодипин таблетки 10мг №60_Озон,Амлодипин таб 10мг N60 (Озон),Амлодипин таб 10мг N60 _Озон,169.0,Озон,Озон,3,soc,0,0.9883040935672515
590,591_2023-07-04,2023-07-04,Амлодипин,Амлодипин таблетки 5мг №30,Амлодипин таблетки 5мг №30_Вертекс,Амлодипин таб 5мг N30 (Вертекс),Амлодипин таб 5мг N30 _Вертекс,62.0,Вертекс,Вертекс,3,soc,0,1.0
479,480_2023-07-04,2023-07-04,Амлодипин,Амлодипин таблетки 5мг №50,Амлодипин таблетки 5мг №50_Медисорб,Амлодипин таб 5мг N50 (Медисорб),Амлодипин таб 5мг N50 _Медисорб,52.0,Медисорб,Медисорб,3,soc,0,1.0
575,576_2023-07-04,2023-07-04,Амлодипин,Амлодипин таблетки 5мг №60,Амлодипин таблетки 5мг №60_Вертекс,Амлодипин таб 5мг N60 (Вертекс),Амлодипин таб 5мг N60 _Вертекс,113.0,Вертекс,Вертекс,3,soc,0,1.0
35,36_2023-07-04,2023-07-04,Амлодипин,Амлодипин таблетки 5мг №60,Амлодипин таблетки 5мг №60_Озон,Амлодипин таб 5мг N60 (Озон),Амлодипин таб 5мг N60 _Озон,95.0,Озон,Озон,3,soc,0,1.0
308,309_2023-07-04,2023-07-04,Амлодипин,Амлодипин таблетки 5мг №90,Амлодипин таблетки 5мг №90_Озон,Амлодипин таб 5мг N90 (Озон),Амлодипин таб 5мг N90 _Озон,150.0,Озон,Озон,3,soc,0,1.0
78,79_2023-07-04,2023-07-04,Амлодипин-Тева,Амлодипин-Тева таблетки 10мг №30,Амлодипин-Тева таблетки 10мг №30_Тева,Амлодипин-Тева таб 10мг N30 (Тева),Амлодипин-Тева таб 10мг N30 _Тева,173.0,Тева,Тева,3,soc,0,1.0
95,96_2023-07-04,2023-07-04,Амлодипин-Тева,Амлодипин-Тева таблетки 5мг №30,Амлодипин-Тева таблетки 5мг №30_Тева,Амлодипин-Тева таб 5мг N30 (Тева),Амлодипин-Тева таб 5мг N30 _Тева,152.0,Тева,Тева,3,soc,0,1.0
346,347_2023-07-04,2023-07-04,Амлотоп,Амлотоп таблетки 10мг №30,Амлотоп таблетки 10мг №30_Хемофарм,Амлотоп таб 10мг N30 (Нижфарм),Амлотоп таб 10мг N30 _Хемофарм,140.0,Хемофарм,Хемофарм,3,soc,0,1.0
349,350_2023-07-04,2023-07-04,Амлотоп,Амлотоп таблетки 5мг №30,Амлотоп таблетки 5мг №30_Хемофарм,Амлотоп таб 5мг N30 (Нижфарм),Амлотоп таб 5мг N30 _Хемофарм,93.0,Хемофарм,Хемофарм,3,soc,0,1.0
532,533_2023-07-04,2023-07-04,Амприлан,Амприлан таблетки 10мг №30,Амприлан таблетки 10мг №30_КРКА,Амприлан таб 10мг N30 (КРКА),Амприлан таб 10мг N30 _КРКА,203.0,КРКА,КРКА,3,soc,0,1.0
616,617_2023-07-04,2023-07-04,Амприлан,"Амприлан таблетки 2,5мг №30","Амприлан таблетки 2,5мг №30_КРКА","Амприлан таб 2,5мг N30 (КРКА)","Амприлан таб 2,5мг N30 _КРКА",62.0,КРКА,КРКА,3,soc,0,1.0
1193,1194_2023-07-04,2023-07-04,Анальгин,Анальгин амп 50% 2мл №10,Анальгин амп 50% 2мл №10_Ереванская ХФФ,Анальгин амп 50% 2мл N10 (Ереван),Анальгин амп 50% 2мл N10 _Ереванская ХФФ,86.0,Ереванская ХФФ,Ереванская ХФФ,3,soc,0,1.0
1216,1217_2023-07-04,2023-07-04,Анальгин,Анальгин амп 50% 2мл №10,Анальгин амп 50% 2мл №10_Фармстандарт,Анальгин амп 50% 2мл N10 (Фармстандарт МНН),Анальгин амп 50% 2мл N10 _Фармстандарт,95.0,Фармстандарт,Фармстандарт,3,soc,0,0.979381443298969
1091,1092_2023-07-04,2023-07-04,Анальгин,Анальгин таблетки 500мг №10,Анальгин таблетки 500мг №10_Фармстандарт,Анальгин таб 500мг N10 (Фармстандарт МНН),Анальгин таб 500мг N10 _Фармстандарт,12.0,Фармстандарт,Фармстандарт,3,soc,0,1.0
1136,1137_2023-07-04,2023-07-04,Анальгин,Анальгин таблетки 500мг №20,Анальгин таблетки 500мг №20_Обновление,Анальгин таб 500мг N20 (Обновление),Анальгин таб 500мг N20 _Обновление,111.0,Обновление ПФК,Обновление,3,soc,0,1.009090909090909
1130,1131_2023-07-04,2023-07-04,Анальгин,Анальгин таблетки 500мг №20,Анальгин таблетки 500мг №20_Фармстандарт,Анальгин таб 500мг N20 (Фармстандарт МНН),Анальгин таб 500мг N20 _Фармстандарт,59.0,Фармстандарт,Фармстандарт,3,soc,0,1.0
421,422_2023-07-04,2023-07-04,Анаприлин,Анаприлин таблетки 10мг №50,Анаприлин таблетки 10мг №50_Биосинтез,Анаприлин таб 10мг N50 (Биосинтез),Анаприлин таб 10мг N50 _Биосинтез,20.0,Биосинтез,Биосинтез,3,soc,0,1.0
278,279_2023-07-04,2023-07-04,Анаприлин,Анаприлин таблетки 10мг №50,Анаприлин таблетки 10мг №50_Татхимфармпрепараты,Анаприлин таб 10мг N50 (Татхимфарм),Анаприлин таб 10мг N50 _Татхимфармпрепараты,15.0,Татхимфармпрепараты,Татхимфармпрепараты,3,soc,0,1.0
115,116_2023-07-04,2023-07-04,Анаприлин,Анаприлин таблетки 40мг №50,Анаприлин таблетки 40мг №50_Здоровье ФК,Анаприлин таб 40мг N50 (Здоровье ФК),Анаприлин таб 40мг N50 _Здоровье ФК,29.0,Здоровье ФК,Здоровье ФК,3,soc,0,1.0
626,627_2023-07-04,2023-07-04,Анаприлин,Анаприлин таблетки 40мг №50,Анаприлин таблетки 40мг №50_Озон,Анаприлин таб 40мг N50 (Озон),Анаприлин таб 40мг N50 _Озон,57.0,Озон,Озон,3,soc,0,1.1875
398,399_2023-07-04,2023-07-04,Анаферон,Анаферон капли 25мл,Анаферон капли 25мл_Материа Медика,Анаферон капли 25мл (МатериаМедика),Анаферон капли 25мл _Материа Медика,394.0,Материа Медика,Материа Медика,3,soc,0,1.0
54,55_2023-07-04,2023-07-04,Анаферон,Анаферон таблетки д/взр №20,Анаферон таблетки д/взр №20_Материа Медика,Анаферон таб д/взр N20 (МатериаМедика),Анаферон таб д/взр N20 _Материа Медика,317.0,Материа Медика,Материа Медика,3,soc,0,1.063758389261745
32,33_2023-07-04,2023-07-04,Анаферон,Анаферон таблетки д/дет №20,Анаферон таблетки д/дет №20_Материа Медика,Анаферон таб д/дет N20 (МатериаМедика),Анаферон таб д/дет N20 _Материа Медика,301.0,Материа Медика,Материа Медика,3,soc,0,1.0379310344827586
896,897_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс капс. №20,АнвиМакс капс. №20_ВИЛАР,АнвиМакс капс N20 (Сотекс),АнвиМакс капс N20 _ВИЛАР,271.0,Фармцентр ВИЛАР ЗАО,ВИЛАР,3,soc,0,1.0
852,853_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс клюква пак №12,АнвиМакс клюква пак №12_ФармВИЛАР,АнвиМакс клюква пак N12 (Сотекс),АнвиМакс клюква пак N12 _ФармВИЛАР,465.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
874,875_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс клюква пак №24,АнвиМакс клюква пак №24_ФармВИЛАР,АнвиМакс клюква пак N24 (Сотекс),АнвиМакс клюква пак N24 _ФармВИЛАР,792.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.03125
829,830_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс клюква пак №3,АнвиМакс клюква пак №3_ФармВИЛАР,АнвиМакс клюква пак N3 (Сотекс),АнвиМакс клюква пак N3 _ФармВИЛАР,165.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0122699386503067
840,841_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс клюква пак №6,АнвиМакс клюква пак №6_ФармВИЛАР,АнвиМакс клюква пак N6 (Сотекс),АнвиМакс клюква пак N6 _ФармВИЛАР,245.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0986547085201794
110,111_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс лимон пак №12,АнвиМакс лимон пак №12_ВИЛАР,АнвиМакс лимон пак N12 (Сотекс),АнвиМакс лимон пак N12 _ВИЛАР,411.0,Фармцентр ВИЛАР ЗАО,ВИЛАР,3,soc,0,1.0
332,333_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс лимон пак №24,АнвиМакс лимон пак №24_ФармВИЛАР,АнвиМакс лимон пак N24 (Сотекс),АнвиМакс лимон пак N24 _ФармВИЛАР,816.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
243,244_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс лимон пак №3,АнвиМакс лимон пак №3_ФармВИЛАР,АнвиМакс лимон пак N3 (Сотекс),АнвиМакс лимон пак N3 _ФармВИЛАР,160.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
165,166_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс лимон пак №6,АнвиМакс лимон пак №6_ФармВИЛАР,АнвиМакс лимон пак N6 (Сотекс),АнвиМакс лимон пак N6 _ФармВИЛАР,222.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
221,222_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс малина пак №12,АнвиМакс малина пак №12_ФармВИЛАР,АнвиМакс малина пак N12 (Сотекс),АнвиМакс малина пак N12 _ФармВИЛАР,451.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
587,588_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс малина пак №24,АнвиМакс малина пак №24_ФармВИЛАР,АнвиМакс малина пак N24 (Сотекс),АнвиМакс малина пак N24 _ФармВИЛАР,816.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
198,199_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс малина пак №3,АнвиМакс малина пак №3_ФармВИЛАР,АнвиМакс малина пак N3 (Сотекс),АнвиМакс малина пак N3 _ФармВИЛАР,161.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
1107,1108_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс малина пак №6,АнвиМакс малина пак №6_ФармВИЛАР,АнвиМакс малина пак N6 (Сотекс),АнвиМакс малина пак N6 _ФармВИЛАР,220.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
940,941_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс мед/лимон пак №12,АнвиМакс мед/лимон пак №12_ФармВИЛАР,АнвиМакс мед/лимон пак N12 (Сотекс),АнвиМакс мед/лимон пак N12 _ФармВИЛАР,410.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,0.9297052154195011
220,221_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс мед/лимон пак №24,АнвиМакс мед/лимон пак №24_ФармВИЛАР,АнвиМакс мед/лимон пак N24 (Сотекс),АнвиМакс мед/лимон пак N24 _ФармВИЛАР,720.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
620,621_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс мед/лимон пак №3,АнвиМакс мед/лимон пак №3_ФармВИЛАР,АнвиМакс мед/лимон пак N3 (Сотекс),АнвиМакс мед/лимон пак N3 _ФармВИЛАР,163.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
1029,1030_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс мед/лимон пак №6,АнвиМакс мед/лимон пак №6_ФармВИЛАР,АнвиМакс мед/лимон пак N6 (Сотекс),АнвиМакс мед/лимон пак N6 _ФармВИЛАР,222.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
929,930_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс таблетки шипуч клюква б/сахара №10,АнвиМакс таблетки шипуч клюква б/сахара №10_Сотекс,АнвиМакс таб шипуч клюква б/сахара N10 (Сотекс),АнвиМакс таб шипуч клюква б/сахара N10 _Сотекс,266.0,Сотекс,Сотекс,3,soc,0,1.0
918,919_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс таблетки шипуч малина №10,АнвиМакс таблетки шипуч малина №10_ФармВИЛАР,АнвиМакс таб шипуч малина N10 (Сотекс),АнвиМакс таб шипуч малина N10 _ФармВИЛАР,324.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0657894736842106
176,177_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс черн смородина пак №24,АнвиМакс черн смородина пак №24_ФармВИЛАР,АнвиМакс черн смородина пак N24 (Сотекс),АнвиМакс черн смородина пак N24 _ФармВИЛАР,601.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
209,210_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс черн смородина пак №3,АнвиМакс черн смородина пак №3_ФармВИЛАР,АнвиМакс черн смородина пак N3 (Сотекс),АнвиМакс черн смородина пак N3 _ФармВИЛАР,157.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
187,188_2023-07-04,2023-07-04,АнвиМакс,АнвиМакс черн смородина пак №6,АнвиМакс черн смородина пак №6_ФармВИЛАР,АнвиМакс черн смородина пак N6 (Сотекс),АнвиМакс черн смородина пак N6 _ФармВИЛАР,250.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.0
882,883_2023-07-04,2023-07-04,Ангидак,"Ангидак септ р-р 0,15% 150мл","Ангидак септ р-р 0,15% 150мл_Гротекс","Ангидак септ р-р 0,15% 150мл (Гротекс)","Ангидак септ р-р 0,15% 150мл _Гротекс",389.0,Гротекс,Гротекс,3,soc,0,1.0
880,881_2023-07-04,2023-07-04,Ангидак,"Ангидак спрей 0,255мг/доза 176доз 30мл","Ангидак спрей 0,255мг/доза 176доз 30мл_Гротекс","Ангидак спрей 0,255мг/доза 176доз 30мл (Гротекс)","Ангидак спрей 0,255мг/доза 176доз 30мл _Гротекс",419.0,Гротекс,Гротекс,3,soc,0,1.0
749,750_2023-07-04,2023-07-04,АнгиоНорм,АнгиоНорм таблетки 100мг №100,АнгиоНорм таблетки 100мг №100_ФармВИЛАР,АнгиоНорм таб п/о 100мг N100 (ОТИСИ),АнгиоНорм таб п/о 100мг N100 _ФармВИЛАР,588.0,ФармВИЛАР ФПК,ФармВИЛАР,3,soc,0,1.094972067039106
770,771_2023-07-04,2023-07-04,Ангиорус,Ангиорус гель д/ног 60мл,Ангиорус гель д/ног 60мл_None,Ангиорус гель д/ног 60мл (Алиум),Ангиорус гель д/ног 60мл _None,303.0,Алиум,,3,soc,0,1.0
767,768_2023-07-04,2023-07-04,Ангиорус,Ангиорус таблетки 100мг+900мг №30,Ангиорус таблетки 100мг+900мг №30_Синтез,Ангиорус таб п/пл/о 100мг+900мг N30 (Алиум),Ангиорус таб п/пл/о 100мг+900мг N30 _Синтез,1065.0,ОАО Синтез,Синтез,3,soc,0,1.0
