Unnamed: 0,count_index,pars_day,first_name,name_W,name_W_manufact,item_name,name_manufact,item_price,Manufacturer,Manufacturer_common,count_pars,chain_pharm,base_index,chain_index
390,447_2023-05-07,2023-05-07,Алесорб,Алесорб Энтеросорбент Гель Апельсин пакет 10г №18,Алесорб Энтеросорбент Гель Апельсин пакет 10г №18_Фармацевтическая Фабрика Пенза,Алесорб Энтеросорбент Гель Апельсин пакет 10г №18,Алесорб Энтеросорбент Гель Апельсин пакет 10г №18_Фармацевтическая Фабрика Пенза,328.0,"ООО ""Фармацевтическая Фабрика"" Пенза",Фармацевтическая Фабрика Пенза,2,apr,0,1.0
383,440_2023-05-07,2023-05-07,Алесорб,Алесорб Энтеросорбент Гель+ без вкуса пакет 10г №18,Алесорб Энтеросорбент Гель+ без вкуса пакет 10г №18_Фармацевтическая Фабрика Пенза,Алесорб Энтеросорбент Гель+ без вкуса пакет 10г №18,Алесорб Энтеросорбент Гель+ без вкуса пакет 10г №18_Фармацевтическая Фабрика Пенза,328.0,"ООО ""Фармацевтическая Фабрика"" Пенза",Фармацевтическая Фабрика Пенза,2,apr,0,1.0
400,457_2023-05-07,2023-05-07,Алесорб,Алесорб Энтеросорбент Гель+ клубника пакет 10г №18,Алесорб Энтеросорбент Гель+ клубника пакет 10г №18_Фармацевтическая Фабрика Пенза,Алесорб Энтеросорбент Гель+ клубника пакет 10г №18,Алесорб Энтеросорбент Гель+ клубника пакет 10г №18_Фармацевтическая Фабрика Пенза,328.0,"ООО ""Фармацевтическая Фабрика"" Пенза",Фармацевтическая Фабрика Пенза,2,apr,0,1.0
702,772_2023-05-07,2023-05-07,Алесорб,Алесорб Энтеросорбент Гель+ лимон пакет 10г №18,Алесорб Энтеросорбент Гель+ лимон пакет 10г №18_Фармацевтическая Фабрика Пенза,Алесорб Энтеросорбент Гель+ лимон пакет 10г №18,Алесорб Энтеросорбент Гель+ лимон пакет 10г №18_Фармацевтическая Фабрика Пенза,328.0,"ООО ""Фармацевтическая Фабрика"" Пенза",Фармацевтическая Фабрика Пенза,2,apr,0,1.0
320,377_2023-05-07,2023-05-07,Алесорб,Алесорб Энтеросорбент гель Клубника туба 180г,Алесорб Энтеросорбент гель Клубника туба 180г_Фармацевтическая Фабрика Пенза,Алесорб Энтеросорбент гель Клубника туба 180г,Алесорб Энтеросорбент гель Клубника туба 180г_Фармацевтическая Фабрика Пенза,348.0,"ООО ""Фармацевтическая Фабрика"" Пенза",Фармацевтическая Фабрика Пенза,2,apr,0,1.0
306,363_2023-05-07,2023-05-07,Алесорб,Алесорб Энтеросорбент гель без вкуса туба 180г,Алесорб Энтеросорбент гель без вкуса туба 180г_Фармацевтическая Фабрика Пенза,Алесорб Энтеросорбент гель без вкуса туба 180г,Алесорб Энтеросорбент гель без вкуса туба 180г_Фармацевтическая Фабрика Пенза,348.0,"ООО ""Фармацевтическая Фабрика"" Пенза",Фармацевтическая Фабрика Пенза,2,apr,0,1.0
372,429_2023-05-07,2023-05-07,Алесорб,Алесорб с 3-х лет пор.банка 50г,Алесорб с 3-х лет пор.банка 50г_Фармацевтическая Фабрика Пенза,Алесорб с 3-х лет порошок банка 50г,Алесорб с 3-х лет порошок банка 50г_Фармацевтическая Фабрика Пенза,378.0,"ООО ""Фармацевтическая Фабрика"" Пенза",Фармацевтическая Фабрика Пенза,2,apr,0,1.0
1685,2027_2023-05-07,2023-05-07,Аллапинин,Аллапинин таблетки 25мг №30,Аллапинин таблетки 25мг №30_Вилар,Аллапинин таблетки 25мг №30,Аллапинин таблетки 25мг №30_Вилар,741.0,"ЗАО ""Вилар""",Вилар,2,apr,0,1.054054054054054
1692,2034_2023-05-07,2023-05-07,Аллафорте,Аллафорте таблетки 25мг №20,Аллафорте таблетки 25мг №20_ФармВилар,Аллафорте таблетки 25мг №20,Аллафорте таблетки 25мг №20_ФармВилар,598.0,"ЗАО ""ФармВилар ФПК""",ФармВилар,2,apr,0,0.9417322834645669
1406,1609_2023-05-07,2023-05-07,Аллохол,Аллохол Реневал таблетки №50,Аллохол Реневал таблетки №50_Обновление,Аллохол Реневал таблетки №50,Аллохол Реневал таблетки №50_Обновление,169.0,"ЗАО ""ПФК Обновление""",Обновление,2,apr,0,1.049689440993789
369,426_2023-05-07,2023-05-07,Алмагель,Алмагель А суспензия саше 10мл №10,Алмагель А суспензия саше 10мл №10_Балканфарма,Алмагель А суспензия саше 10мл №10,Алмагель А суспензия саше 10мл №10_Балканфарма,442.0,Balkanpharma Troyan AD/Балканфарма-Троян АД,Балканфарма,2,apr,0,1.025522041763341
710,780_2023-05-07,2023-05-07,Алмагель,Алмагель суспензия для приема внутрь саше 10мл №10,Алмагель суспензия для приема внутрь саше 10мл №10_Балканфарма,Алмагель суспензия для приема внутрь саше 10мл №10,Алмагель суспензия для приема внутрь саше 10мл №10_Балканфарма,373.0,Balkanpharma Troyan AD/Балканфарма-Троян АД,Балканфарма,2,apr,0,0.9764397905759162
1362,1551_2023-05-07,2023-05-07,Алоэ,Алоэ сок флакон 50мл,Алоэ сок флакон 50мл_Вифитех,Алоэ сок флакон 50мл,Алоэ сок флакон 50мл_Вифитех,108.0,"ЗАО ""Вифитех""",Вифитех,2,apr,0,0.9557522123893806
1825,2167_2023-05-07,2023-05-07,Альбарел,Альбарел таблетки 1мг №30,Альбарел таблетки 1мг №30_Эгис,Альбарел таблетки 1мг №30,Альбарел таблетки 1мг №30_Эгис,1221.0,Egis Pharmaceuticals/ Эгис,Эгис,2,apr,0,0.9975490196078431
1369,1558_2023-05-07,2023-05-07,Альфазокс,Альфазокс раствор для приема внутрь пак-саше 10мл №20,Альфазокс раствор для приема внутрь пак-саше 10мл №20_Apharm,Альфазокс раствор для приема внутрь пак-саше 10мл №20,Альфазокс раствор для приема внутрь пак-саше 10мл №20_Apharm,1424.0,Apharm. S.p.A.,Apharm,2,apr,0,1.007072135785007
637,702_2023-05-07,2023-05-07,Амбробене,Амбробене сироп 15мг/5мл флакон 100мл,Амбробене сироп 15мг/5мл флакон 100мл_Меркле,Амбробене сироп 15мг/5мл флакон 100мл,Амбробене сироп 15мг/5мл флакон 100мл_Меркле,122.0,Merckle GmbH/ Меркле,Меркле,2,apr,0,1.0
290,342_2023-05-07,2023-05-07,Амброксол,"Амброксол раствор для ингаляций 7,5мг/мл флакон 100мл","Амброксол раствор для ингаляций 7,5мг/мл флакон 100мл_Озон","Амброксол раствор для ингаляций 7,5мг/мл флакон 100мл","Амброксол раствор для ингаляций 7,5мг/мл флакон 100мл_Озон",134.0,"ООО ""Озон""",Озон,2,apr,0,0.9852941176470589
1024,1107_2023-05-07,2023-05-07,Амброксол,Амброксол сироп 15мг/5мл флакон 100мл,Амброксол сироп 15мг/5мл флакон 100мл_Озон,Амброксол сироп 15мг/5мл флакон 100мл,Амброксол сироп 15мг/5мл флакон 100мл_Озон,80.0,"ООО ""Озон""",Озон,2,apr,0,1.0810810810810811
264,313_2023-05-07,2023-05-07,Амброксол,Амброксол таблетки 30мг №20,Амброксол таблетки 30мг №20_Акрихин,Амброксол таблетки 30мг №20,Амброксол таблетки 30мг №20_Акрихин,109.0,"АО ""Акрихин ХФК""",Акрихин,2,apr,0,0.9646017699115044
620,683_2023-05-07,2023-05-07,Амброксол,Амброксол таблетки 30мг №20,Амброксол таблетки 30мг №20_Велфарм,Амброксол таблетки 30мг №20,Амброксол таблетки 30мг №20_Велфарм,127.0,"ООО ""Велфарм""",Велфарм,2,apr,0,1.0241935483870968
1056,1161_2023-05-07,2023-05-07,Амброксол,Амброксол таблетки 30мг №20,Амброксол таблетки 30мг №20_Озон,Амброксол таблетки 30мг №20,Амброксол таблетки 30мг №20_Озон,33.0,"ООО ""Озон""",Озон,2,apr,0,1.0
1279,1440_2023-05-07,2023-05-07,Амлодипин,Амлодипин Кардио таблетки 10мг №30,Амлодипин Кардио таблетки 10мг №30_Оболенское,Амлодипин Кардио таблетки 10мг №30,Амлодипин Кардио таблетки 10мг №30_Оболенское,162.0,"ЗАО ФП ""Оболенское""",Оболенское,2,apr,0,0.9878048780487805
1682,2024_2023-05-07,2023-05-07,Амлодипин,Амлодипин Кардио таблетки 5мг №30,Амлодипин Кардио таблетки 5мг №30_Оболенское,Амлодипин Кардио таблетки 5мг №30,Амлодипин Кардио таблетки 5мг №30_Оболенское,114.0,"ЗАО ФП ""Оболенское""",Оболенское,2,apr,0,1.0
885,965_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 10мг №30,Амлодипин таблетки 10мг №30_Велфарм,Амлодипин таблетки 10мг №30,Амлодипин таблетки 10мг №30_Велфарм,172.0,"ООО ""Велфарм""",Велфарм,2,apr,0,0.8958333333333334
925,1005_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 10мг №30,Амлодипин таблетки 10мг №30_Озон,Амлодипин таблетки 10мг №30,Амлодипин таблетки 10мг №30_Озон,78.0,"ООО ""Озон""",Озон,2,apr,0,1.0
1240,1401_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 10мг №30,Амлодипин таблетки 10мг №30_Пранафарм,Амлодипин таблетки 10мг №30,Амлодипин таблетки 10мг №30_Пранафарм,88.0,"ООО ""Пранафарм""",Пранафарм,2,apr,0,1.1282051282051282
909,989_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 10мг №90,Амлодипин таблетки 10мг №90_Озон,Амлодипин таблетки 10мг №90,Амлодипин таблетки 10мг №90_Озон,165.0,"ООО ""Озон""",Озон,2,apr,0,0.9705882352941176
544,602_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 5мг №30,Амлодипин таблетки 5мг №30_ВЕРТЕКС,Амлодипин таблетки 5мг №30,Амлодипин таблетки 5мг №30_ВЕРТЕКС,64.0,АО «ВЕРТЕКС»,ВЕРТЕКС,2,apr,0,1.0158730158730158
1203,1364_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 5мг №30,Амлодипин таблетки 5мг №30_Велфарм,Амлодипин таблетки 5мг №30,Амлодипин таблетки 5мг №30_Велфарм,85.0,"ООО ""Велфарм""",Велфарм,2,apr,0,0.625
571,629_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 5мг №30,Амлодипин таблетки 5мг №30_Пранафарм,Амлодипин таблетки 5мг №30,Амлодипин таблетки 5мг №30_Пранафарм,87.0,"ООО ""Пранафарм""",Пранафарм,2,apr,0,1.2428571428571429
123,165_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 5мг №60,Амлодипин таблетки 5мг №60_ВЕРТЕКС,Амлодипин таблетки 5мг №60,Амлодипин таблетки 5мг №60_ВЕРТЕКС,117.0,АО «ВЕРТЕКС»,ВЕРТЕКС,2,apr,0,1.0263157894736843
907,987_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 5мг №60,Амлодипин таблетки 5мг №60_Озон,Амлодипин таблетки 5мг №60,Амлодипин таблетки 5мг №60_Озон,79.0,"ООО ""Озон""",Озон,2,apr,0,0.9875
899,979_2023-05-07,2023-05-07,Амлодипин,Амлодипин таблетки 5мг №90,Амлодипин таблетки 5мг №90_Озон,Амлодипин таблетки 5мг №90,Амлодипин таблетки 5мг №90_Озон,127.0,"ООО ""Озон""",Озон,2,apr,0,0.9921875
886,966_2023-05-07,2023-05-07,Амлодипин-Периндоприл,Амлодипин-Периндоприл таблетки 10мг+10мг №30,Амлодипин-Периндоприл таблетки 10мг+10мг №30_Тева,Амлодипин - Периндоприл таблетки 10мг+10мг №30,Амлодипин - Периндоприл таблетки 10мг+10мг №30_Тева,619.0,Teva Pharmaceutical Works Private/Тева Фармасьютикал Воркс Прайвэт Лимитед Компани,Тева,2,apr,0,1.0545144804088586
1223,1384_2023-05-07,2023-05-07,Амлодипин-Периндоприл,Амлодипин-Периндоприл таблетки 10мг+5мг №30,Амлодипин-Периндоприл таблетки 10мг+5мг №30_Тева,Амлодипин - Периндоприл таблетки 10мг+5мг №30,Амлодипин - Периндоприл таблетки 10мг+5мг №30_Тева,598.0,Teva Pharmaceutical Works Private/Тева Фармасьютикал Воркс Прайвэт Лимитед Компани,Тева,2,apr,0,1.0640569395017794
947,1027_2023-05-07,2023-05-07,Амлодипин-Периндоприл,Амлодипин-Периндоприл таблетки 5мг+10мг №30,Амлодипин-Периндоприл таблетки 5мг+10мг №30_Тева,Амлодипин - Периндоприл таблетки 5мг+10мг №30,Амлодипин - Периндоприл таблетки 5мг+10мг №30_Тева,598.0,Teva Pharmaceutical Works Private/Тева Фармасьютикал Воркс Прайвэт Лимитед Компани,Тева,2,apr,0,1.0678571428571428
602,660_2023-05-07,2023-05-07,Амлодипин-Периндоприл,Амлодипин-Периндоприл таблетки 5мг+5мг №30,Амлодипин-Периндоприл таблетки 5мг+5мг №30_Тева,Амлодипин - Периндоприл таблетки 5мг+5мг №30,Амлодипин - Периндоприл таблетки 5мг+5мг №30_Тева,478.0,Teva Pharmaceutical Works Private/Тева Фармасьютикал Воркс Прайвэт Лимитед Компани,Тева,2,apr,0,1.0323974082073435
5,11_2023-05-07,2023-05-07,Амлотоп,Амлотоп таблетки 10мг №30,Амлотоп таблетки 10мг №30_Макиз Фарма,Амлотоп таблетки 10мг №30,Амлотоп таблетки 10мг №30_Макиз Фарма,197.0,"ЗАО ""Макиз Фарма""",Макиз Фарма,2,apr,0,1.0648648648648649
1816,2158_2023-05-07,2023-05-07,Амприлан,"Амприлан таблетки 2,5мг №30","Амприлан таблетки 2,5мг №30_КРКА","Амприлан таблетки 2,5мг №30","Амприлан таблетки 2,5мг №30_КРКА",61.0,KRKA d.d./ КРКА,КРКА,2,apr,0,0.1564102564102564
1794,2136_2023-05-07,2023-05-07,Амприлан,Амприлан таблетки 5мг №30,Амприлан таблетки 5мг №30_КРКА,Амприлан таблетки 5мг №30,Амприлан таблетки 5мг №30_КРКА,104.0,KRKA d.d./ КРКА,КРКА,2,apr,0,0.2035225048923679
881,954_2023-05-07,2023-05-07,Анальгин,Анальгин раствор 50% ампулы 2мл №10,Анальгин раствор 50% ампулы 2мл №10_Новосибхимфарм,Анальгин раствор 50% ампулы 2мл №10,Анальгин раствор 50% ампулы 2мл №10_Новосибхимфарм,122.0,"ОАО ""Новосибхимфарм""",Новосибхимфарм,2,apr,0,1.0
1198,1355_2023-05-07,2023-05-07,Анальгин,Анальгин таблетки 500мг №10,Анальгин таблетки 500мг №10_Анжеро-Судженский ХФЗ,Анальгин таблетки 500мг №10,Анальгин таблетки 500мг №10_Анжеро-Судженский ХФЗ,51.0,"ООО ""Анжеро-Судженский ХФЗ""",Анжеро-Судженский ХФЗ,2,apr,0,0.9622641509433962
796,867_2023-05-07,2023-05-07,Анальгин,Анальгин таблетки 500мг №10,Анальгин таблетки 500мг №10_Фармстандарт,Анальгин таблетки 500мг №10,Анальгин таблетки 500мг №10_Фармстандарт,44.0,"ОАО ""Фармстандарт-Лексредства""",Фармстандарт,2,apr,0,2.3157894736842106
1181,1327_2023-05-07,2023-05-07,Анальгин,Анальгин таблетки 500мг №20,Анальгин таблетки 500мг №20_Фармстандарт,Анальгин таблетки 500мг №20,Анальгин таблетки 500мг №20_Фармстандарт,98.0,"ОАО ""Фармстандарт-Лексредства""",Фармстандарт,2,apr,0,1.0
1211,1372_2023-05-07,2023-05-07,Анаприлин,Анаприлин таблетки 10мг №100,Анаприлин таблетки 10мг №100_Озон,Анаприлин таблетки 10мг №100,Анаприлин таблетки 10мг №100_Озон,42.0,"ООО ""Озон""",Озон,2,apr,0,1.024390243902439
1622,1935_2023-05-07,2023-05-07,Анаприлин,Анаприлин таблетки 10мг №50 Биосинтез,Анаприлин таблетки 10мг №50 Биосинтез_Биосинтез,Анаприлин таблетки 10мг №50 Биосинтез,Анаприлин таблетки 10мг №50 Биосинтез_Биосинтез,22.0,"ПАО ""Биосинтез""",Биосинтез,2,apr,0,1.0
1579,1892_2023-05-07,2023-05-07,Анаприлин,Анаприлин таблетки 10мг №50,Анаприлин таблетки 10мг №50_Озон,Анаприлин таблетки 10мг №50,Анаприлин таблетки 10мг №50_Озон,22.0,"ООО ""Озон""",Озон,2,apr,0,1.0
601,659_2023-05-07,2023-05-07,Анаприлин,Анаприлин таблетки 40мг №50,Анаприлин таблетки 40мг №50_Здоровье ФК,Анаприлин таблетки 40мг №50,Анаприлин таблетки 40мг №50_Здоровье ФК,57.0,"ООО ""Здоровье ФК""",Здоровье ФК,2,apr,0,1.0
281,333_2023-05-07,2023-05-07,Анаферон,Анаферон детский капли флакон 25мл,Анаферон детский капли флакон 25мл_Материа Медика,Анаферон детский капли флакон 25мл,Анаферон детский капли флакон 25мл_Материа Медика,514.0,"ООО ""Материа Медика Холдинг НПФ""",Материа Медика,2,apr,0,0.9846743295019157
676,743_2023-05-07,2023-05-07,Анаферон,Анаферон детский таблетки №20,Анаферон детский таблетки №20_Материа Медика,Анаферон детский таблетки для рассасывания №20,Анаферон детский таблетки для рассасывания №20_Материа Медика,407.0,"ООО ""Материа Медика Холдинг НПФ""",Материа Медика,2,apr,0,1.0099255583126552
688,757_2023-05-07,2023-05-07,Анаферон,Анаферон таблетки №20,Анаферон таблетки №20_Материа Медика,Анаферон таблетки для рассасывания №20,Анаферон таблетки для рассасывания №20_Материа Медика,418.0,"ООО ""Материа Медика Холдинг НПФ""",Материа Медика,2,apr,0,0.9653579676674365
91,133_2023-05-07,2023-05-07,АнвиМакс,АнвиМакс пор. Малина пакеты №12,АнвиМакс пор. Малина пакеты №12_Фармпроект,АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакеты №12,АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакеты №12_Фармпроект,540.0,"ЗАО Фармпроект/ ООО НПО ""ФармВилар""",Фармпроект,2,apr,0,0.9747292418772563
85,127_2023-05-07,2023-05-07,АнвиМакс,АнвиМакс пор. Мед/лимон пакетики №6,АнвиМакс пор. Мед/лимон пакетики №6_Фармпроект,АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №6,АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №6_Фармпроект,304.0,"ЗАО Фармпроект/ ООО НПО ""ФармВилар""",Фармпроект,2,apr,0,0.9650793650793651
1453,1691_2023-05-07,2023-05-07,Ангиовит,Ангиовит таблетки №60,Ангиовит таблетки №60_Алтайвитамины,Ангиовит таблетки №60,Ангиовит таблетки №60_Алтайвитамины,320.0,"ЗАО ""Алтайвитамины""",Алтайвитамины,2,apr,0,0.9937888198757764
136,178_2023-05-07,2023-05-07,Ангиорус,Ангиорус гель для ног 1% 120мл,Ангиорус гель для ног 1% 120мл_СТМ Эксперт,Ангиорус гель для ног 1% 120мл,Ангиорус гель для ног 1% 120мл_СТМ Эксперт,965.0,"ООО ""СТМ Эксперт""",СТМ Эксперт,2,apr,0,0.9757330637007078
